# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-11.335	-11.243	-11.104	-10.550	-10.163	-9.709	-9.368	-9.101	-8.893	-8.460	-7.882	-7.337
0.250	-14.179	-14.431	-14.567	-14.829	-14.745	-14.536	-14.328	-14.145	-13.996	-13.673	-13.211	-12.757
0.500	-12.882	-13.343	-13.778	-14.681	-14.898	-14.927	-14.844	-14.735	-14.634	-14.394	-14.011	-13.617
0.750	-10.442	-11.004	-11.853	-13.462	-14.105	-14.473	-14.582	-14.589	-14.566	-14.459	-14.197	-13.885
1.000	-8.638	-9.178	-10.105	-11.904	-12.849	-13.539	-13.872	-14.028	-14.111	-14.187	-14.085	-13.877
1.250	-7.662	-8.227	-9.248	-11.084	-11.986	-12.716	-13.152	-13.410	-13.578	-13.823	-13.882	-13.782
1.500	-6.648	-7.172	-8.423	-10.508	-11.509	-12.255	-12.701	-12.988	-13.192	-13.532	-13.703	-13.687
1.750	-5.512	-5.916	-7.463	-9.827	-11.063	-11.968	-12.485	-12.801	-13.016	-13.366	-13.539	-13.523
2.000	-4.269	-4.448	-6.366	-8.991	-10.510	-11.617	-12.238	-12.605	-12.847	-13.225	-13.407	-13.393
2.250	-2.959	-2.770	-5.166	-8.010	-9.861	-11.197	-11.940	-12.370	-12.648	-13.072	-13.277	-13.272
2.500	-1.649	-0.893	-3.925	-6.910	-9.147	-10.728	-11.600	-12.098	-12.416	-12.894	-13.133	-13.142
2.750	-0.452	1.103	-2.765	-5.782	-8.430	-10.243	-11.235	-11.797	-12.154	-12.689	-12.967	-12.997
3.000	0.468	2.833	-1.864	-4.825	-7.803	-9.788	-10.872	-11.486	-11.877	-12.465	-12.783	-12.836
3.250	0.912	3.509	-1.424	-4.355	-7.429	-9.470	-10.587	-11.221	-11.626	-12.238	-12.576	-12.643
3.500	1.125	3.722	-1.212	-4.142	-7.217	-9.257	-10.374	-11.009	-11.413	-12.026	-12.363	-12.430
3.750	1.333	3.930	-1.004	-3.934	-7.009	-9.049	-10.166	-10.801	-11.205	-11.818	-12.155	-12.222
4.000	1.533	4.130	-0.804	-3.734	-6.809	-8.850	-9.966	-10.601	-11.006	-11.618	-11.955	-12.022
4.250	1.721	4.318	-0.616	-3.546	-6.620	-8.661	-9.778	-10.413	-10.817	-11.429	-11.767	-11.834
4.500	1.898	4.495	-0.439	-3.369	-6.443	-8.484	-9.601	-10.236	-10.640	-11.252	-11.590	-11.657
4.750	2.061	4.658	-0.276	-3.206	-6.281	-8.321	-9.438	-10.073	-10.477	-11.090	-11.427	-11.494
5.000	2.211	4.808	-0.126	-3.056	-6.131	-8.171	-9.288	-9.923	-10.327	-10.940	-11.277	-11.344
5.250	2.348	4.945	0.012	-2.919	-5.993	-8.034	-9.150	-9.785	-10.190	-10.802	-11.140	-11.207
5.500	2.475	5.072	0.138	-2.792	-5.866	-7.907	-9.024	-9.659	-10.063	-10.675	-11.013	-11.080
5.750	2.592	5.189	0.255	-2.675	-5.750	-7.790	-8.907	-9.542	-9.946	-10.559	-10.896	-10.963
