# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-9.372	-9.430	-9.393	-9.190	-8.921	-8.556	-8.258	-8.015	-7.822	-7.412	-6.854	-6.321
0.250	-10.040	-10.527	-11.048	-12.154	-12.541	-12.738	-12.761	-12.716	-12.656	-12.474	-12.123	-11.732
0.500	-9.471	-10.030	-10.804	-12.307	-12.924	-13.310	-13.448	-13.477	-13.469	-13.379	-13.112	-12.779
0.750	-8.955	-9.525	-10.498	-12.270	-13.050	-13.564	-13.780	-13.861	-13.889	-13.863	-13.658	-13.368
1.000	-8.490	-9.038	-10.186	-12.165	-13.082	-13.697	-13.974	-14.094	-14.150	-14.177	-14.022	-13.768
1.250	-8.073	-8.577	-9.885	-12.033	-13.070	-13.771	-14.098	-14.251	-14.331	-14.401	-14.288	-14.066
1.500	-7.691	-8.137	-9.595	-11.884	-13.031	-13.809	-14.180	-14.360	-14.460	-14.568	-14.492	-14.298
1.750	-7.333	-7.708	-9.311	-11.722	-12.973	-13.821	-14.231	-14.437	-14.554	-14.695	-14.653	-14.484
2.000	-6.999	-7.294	-9.038	-11.554	-12.902	-13.816	-14.263	-14.491	-14.624	-14.795	-14.783	-14.637
2.250	-6.687	-6.892	-8.775	-11.382	-12.825	-13.802	-14.285	-14.534	-14.681	-14.876	-14.887	-14.759
2.500	-6.388	-6.494	-8.517	-11.204	-12.743	-13.787	-14.308	-14.578	-14.738	-14.950	-14.970	-14.845
2.750	-6.101	-6.103	-8.264	-11.022	-12.653	-13.761	-14.317	-14.608	-14.780	-15.010	-15.041	-14.919
3.000	-5.828	-5.719	-8.019	-10.837	-12.556	-13.726	-14.317	-14.628	-14.813	-15.061	-15.103	-14.986
3.250	-5.559	-5.331	-7.773	-10.643	-12.451	-13.680	-14.305	-14.636	-14.834	-15.100	-15.155	-15.044
3.500	-5.300	-4.950	-7.534	-10.448	-12.341	-13.628	-14.286	-14.637	-14.847	-15.133	-15.200	-15.096
3.750	-5.049	-4.571	-7.299	-10.250	-12.227	-13.569	-14.261	-14.630	-14.853	-15.158	-15.239	-15.143
4.000	-4.796	-4.183	-7.060	-10.041	-12.102	-13.501	-14.225	-14.614	-14.849	-15.174	-15.271	-15.183
4.250	-4.556	-3.806	-6.831	-9.836	-11.979	-13.431	-14.186	-14.594	-14.842	-15.188	-15.300	-15.220
4.500	-4.313	-3.419	-6.597	-9.621	-11.846	-13.352	-14.139	-14.567	-14.827	-15.193	-15.322	-15.252
4.750	-4.072	-3.029	-6.364	-9.401	-11.708	-13.267	-14.086	-14.533	-14.806	-15.194	-15.340	-15.280
5.000	-3.837	-2.643	-6.136	-9.181	-11.569	-13.179	-14.029	-14.495	-14.782	-15.191	-15.354	-15.306
5.250	-3.601	-2.251	-5.906	-8.953	-11.422	-13.084	-13.966	-14.452	-14.752	-15.183	-15.364	-15.328
5.500	-3.363	-1.851	-5.673	-8.718	-11.269	-12.983	-13.896	-14.402	-14.715	-15.169	-15.370	-15.346
5.750	-3.128	-1.451	-5.442	-8.480	-11.113	-12.878	-13.823	-14.348	-14.675	-15.153	-15.373	-15.362
6.000	-2.894	-1.051	-5.213	-8.239	-10.953	-12.770	-13.746	-14.291	-14.632	-15.133	-15.374	-15.376
6.250	-2.656	-0.642	-4.979	-7.989	-10.786	-12.654	-13.662	-14.227	-14.582	-15.108	-15.370	-15.386
6.500	-2.415	-0.228	-4.742	-7.733	-10.613	-12.533	-13.573	-14.159	-14.528	-15.079	-15.363	-15.393
6.750	-2.176	0.186	-4.507	-7.474	-10.437	-12.408	-13.480	-14.086	-14.470	-15.047	-15.353	-15.399
7.000	-1.936	0.598	-4.272	-7.212	-10.257	-12.279	-13.384	-14.011	-14.410	-15.012	-15.341	-15.402
7.250	-1.833	0.764	-4.170	-7.100	-10.174	-12.215	-13.332	-13.967	-14.371	-14.983	-15.321	-15.388
7.500	-1.808	0.789	-4.145	-7.075	-10.149	-12.190	-13.307	-13.942	-14.346	-14.958	-15.296	-15.363
7.750	-1.781	0.816	-4.118	-7.048	-10.122	-12.163	-13.280	-13.915	-14.319	-14.931	-15.269	-15.336
8.000	-1.753	0.844	-4.090	-7.020	-10.095	-12.136	-13.252	-13.887	-14.292	-14.904	-15.242	-15.309
8.250	-1.725	0.872	-4.062	-6.992	-10.067	-12.108	-13.224	-13.859	-14.264	-14.876	-15.213	-15.280
8.500	-1.696	0.901	-4.033	-6.963	-10.037	-12.078	-13.195	-13.829	-14.234	-14.846	-15.184	-15.251
8.750	-1.665	0.932	-4.001	-6.932	-10.006	-12.047	-13.163	-13.798	-14.203	-14.815	-15.153	-15.220
9.000	-1.632	0.965	-3.969	-6.899	-9.974	-12.015	-13.131	-13.766	-14.171	-14.783	-15.120	-15.187
9.250	-1.599	0.998	-3.936	-6.866	-9.940	-11.981	-13.098	-13.733	-14.137	-14.749	-15.087	-15.154
9.500	-1.565	1.032	-3.902	-6.832	-9.906	-11.947	-13.064	-13.699	-14.103	-14.715	-15.053	-15.120
9.750	-1.530	1.067	-3.867	-6.797	-9.871	-11.912	-13.029	-13.664	-14.068	-14.680	-15.018	-15.085
10.000	-1.494	1.103	-3.831	-6.761	-9.835	-11.876	-12.993	-13.628	-14.032	-14.644	-14.982	-15.049
10.250	-1.457	1.140	-3.794	-6.724	-9.798	-11.839	-12.956	-13.591	-13.995	-14.607	-14.945	-15.012
10.500	-1.419	1.178	-3.756	-6.686	-9.760	-11.801	-12.918	-13.553	-13.957	-14.569	-14.907	-14.974
10.750	-1.380	1.217	-3.716	-6.647	-9.721	-11.762	-12.879	-13.513	-13.918	-14.530	-14.868	-14.935
11.000	-1.340	1.257	-3.677	-6.607	-9.681	-11.722	-12.839	-13.474	-13.878	-14.490	-14.828	-14.895
11.250	-1.299	1.298	-3.636	-6.566	-9.641	-11.682	-12.798	-13.433	-13.838	-14.450	-14.788	-14.855
11.500	-1.258	1.339	-3.595	-6.525	-9.600	-11.641	-12.757	-13.392	-13.797	-14.409	-14.746	-14.813
11.750	-1.216	1.381	-3.553	-6.483	-9.558	-11.599	-12.715	-13.350	-13.755	-14.367	-14.704	-14.772
12.000	-1.174	1.423	-3.510	-6.441	-9.515	-11.556	-12.672	-13.307	-13.712	-14.324	-14.662	-14.729
12.250	-1.130	1.467	-3.467	-6.397	-9.472	-11.512	-12.629	-13.264	-13.668	-14.281	-14.618	-14.685
12.500	-1.086	1.511	-3.423	-6.353	-9.428	-11.468	-12.585	-13.220	-13.624	-14.237	-14.574	-14.641
12.750	-1.041	1.556	-3.378	-6.308	-9.383	-11.424	-12.540	-13.175	-13.580	-14.192	-14.529	-14.596
13.000	-0.996	1.601	-3.333	-6.263	-9.338	-11.379	-12.495	-13.130	-13.534	-14.147	-14.484	-14.551
13.250	-0.951	1.646	-3.288	-6.218	-9.292	-11.333	-12.450	-13.085	-13.489	-14.101	-14.439	-14.506
13.500	-0.905	1.692	-3.242	-6.172	-9.246	-11.287	-12.404	-13.039	-13.443	-14.055	-14.393	-14.460
13.750	-0.859	1.738	-3.196	-6.126	-9.200	-11.241	-12.358	-12.993	-13.397	-14.009	-14.347	-14.414
14.000	-0.812	1.785	-3.149	-6.079	-9.154	-11.195	-12.311	-12.946	-13.351	-13.963	-14.300	-14.367
14.250	-0.765	1.832	-3.102	-6.032	-9.107	-11.148	-12.264	-12.899	-13.304	-13.916	-14.254	-14.321
14.500	-0.718	1.879	-3.055	-5.985	-9.060	-11.101	-12.217	-12.852	-13.257	-13.869	-14.207	-14.274
14.750	-0.671	1.926	-3.008	-5.938	-9.013	-11.054	-12.170	-12.805	-13.210	-13.822	-14.159	-14.226
15.000	-0.624	1.973	-2.961	-5.891	-8.966	-11.006	-12.123	-12.758	-13.162	-13.775	-14.112	-14.179
15.250	-0.577	2.020	-2.914	-5.844	-8.919	-10.959	-12.076	-12.711	-13.115	-13.728	-14.065	-14.132
15.500	-0.530	2.067	-2.867	-5.797	-8.872	-10.912	-12.029	-12.664	-13.068	-13.680	-14.018	-14.085
15.750	-0.483	2.114	-2.820	-5.750	-8.825	-10.866	-11.982	-12.617	-13.022	-13.634	-13.971	-14.038
16.000	-0.437	2.160	-2.773	-5.704	-8.778	-10.819	-11.935	-12.570	-12.975	-13.587	-13.925	-13.992
16.250	-0.390	2.207	-2.727	-5.657	-8.732	-10.773	-11.889	-12.524	-12.929	-13.541	-13.878	-13.945
16.500	-0.344	2.253	-2.681	-5.611	-8.686	-10.726	-11.843	-12.478	-12.882	-13.495	-13.832	-13.899
16.750	-0.298	2.299	-2.635	-5.565	-8.640	-10.681	-11.797	-12.432	-12.837	-13.449	-13.786	-13.853
17.000	-0.253	2.344	-2.590	-5.520	-8.594	-10.635	-11.752	-12.387	-12.791	-13.403	-13.741	-13.808
17.250	-0.208	2.389	-2.545	-5.475	-8.550	-10.590	-11.707	-12.342	-12.746	-13.359	-13.696	-13.763
17.500	-0.164	2.433	-2.500	-5.431	-8.505	-10.546	-11.663	-12.297	-12.702	-13.314	-13.652	-13.719
17.750	-0.120	2.477	-2.457	-5.387	-8.461	-10.502	-11.619	-12.254	-12.658	-13.270	-13.608	-13.675
18.000	-0.077	2.520	-2.414	-5.344	-8.418	-10.459	-11.576	-12.210	-12.615	-13.227	-13.565	-13.632
18.250	-0.034	2.563	-2.371	-5.301	-8.376	-10.416	-11.533	-12.168	-12.572	-13.185	-13.522	-13.589
18.500	0.008	2.605	-2.329	-5.259	-8.334	-10.375	-11.491	-12.126	-12.531	-13.143	-13.480	-13.548
18.750	0.049	2.646	-2.288	-5.218	-8.293	-10.334	-11.450	-12.085	-12.490	-13.102	-13.439	-13.506
19.000	0.089	2.686	-2.248	-5.178	-8.252	-10.293	-11.410	-12.045	-12.449	-13.061	-13.399	-13.466
19.250	0.129	2.726	-2.208	-5.138	-8.213	-10.254	-11.370	-12.005	-12.410	-13.022	-13.359	-13.427
19.500	0.167	2.764	-2.169	-5.100	-8.174	-10.215	-11.331	-11.966	-12.371	-12.983	-13.321	-13.388
19.750	0.206	2.802	-2.131	-5.061	-8.136	-10.177	-11.293	-11.928	-12.333	-12.945	-13.283	-13.350
20.000	0.243	2.840	-2.094	-5.024	-8.099	-10.140	-11.256	-11.891	-12.296	-12.908	-13.245	-13.313
20.250	0.279	2.876	-2.058	-4.988	-8.062	-10.103	-11.220	-11.855	-12.259	-12.871	-13.209	-13.276
20.500	0.315	2.912	-2.022	-4.952	-8.027	-10.068	-11.184	-11.819	-12.224	-12.836	-13.174	-13.241
20.750	0.349	2.946	-1.988	-4.918	-7.992	-10.033	-11.150	-11.784	-12.189	-12.801	-13.139	-13.206
21.000	0.383	2.980	-1.954	-4.884	-7.958	-9.999	-11.116	-11.751	-12.155	-12.767	-13.105	-13.172
21.250	0.416	3.013	-1.921	-4.851	-7.925	-9.966	-11.083	-11.718	-12.122	-12.734	-13.072	-13.139
21.500	0.449	3.046	-1.888	-4.818	-7.893	-9.934	-11.050	-11.685	-12.090	-12.702	-13.040	-13.107
21.750	0.480	3.077	-1.857	-4.787	-7.862	-9.902	-11.019	-11.654	-12.058	-12.671	-13.008	-13.075
22.000	0.511	3.108	-1.826	-4.756	-7.831	-9.872	-10.988	-11.623	-12.028	-12.640	-12.978	-13.045
22.250	0.541	3.138	-1.796	-4.726	-7.801	-9.842	-10.958	-11.593	-11.998	-12.610	-12.948	-13.015
22.500	0.570	3.167	-1.767	-4.697	-7.772	-9.813	-10.929	-11.564	-11.969	-12.581	-12.918	-12.986
22.750	0.598	3.195	-1.739	-4.669	-7.743	-9.784	-10.901	-11.536	-11.940	-12.552	-12.890	-12.957
23.000	0.626	3.223	-1.711	-4.641	-7.716	-9.757	-10.873	-11.508	-11.913	-12.525	-12.862	-12.929
23.250	0.653	3.250	-1.684	-4.614	-7.689	-9.730	-10.846	-11.481	-11.886	-12.498	-12.835	-12.902
23.500	0.679	3.276	-1.658	-4.588	-7.662	-9.703	-10.820	-11.455	-11.859	-12.471	-12.809	-12.876
23.750	0.705	3.302	-1.632	-4.562	-7.637	-9.677	-10.794	-11.429	-11.833	-12.446	-12.783	-12.850
24.000	0.730	3.327	-1.607	-4.537	-7.612	-9.652	-10.769	-11.404	-11.808	-12.421	-12.758	-12.825
24.250	0.755	3.352	-1.582	-4.512	-7.587	-9.628	-10.744	-11.379	-11.784	-12.396	-12.734	-12.801
24.500	0.778	3.375	-1.558	-4.489	-7.563	-9.604	-10.720	-11.355	-11.760	-12.372	-12.710	-12.777
24.750	0.802	3.399	-1.535	-4.465	-7.540	-9.580	-10.697	-11.332	-11.736	-12.349	-12.686	-12.753
25.000	0.825	3.422	-1.512	-4.442	-7.517	-9.558	-10.674	-11.309	-11.714	-12.326	-12.663	-12.730
25.250	0.847	3.444	-1.490	-4.420	-7.494	-9.535	-10.652	-11.287	-11.691	-12.303	-12.641	-12.708
25.500	0.869	3.466	-1.468	-4.398	-7.473	-9.513	-10.630	-11.265	-11.669	-12.281	-12.619	-12.686
25.750	0.890	3.487	-1.446	-4.377	-7.451	-9.492	-10.608	-11.243	-11.648	-12.260	-12.598	-12.665
26.000	0.912	3.509	-1.425	-4.355	-7.430	-9.471	-10.587	-11.222	-11.627	-12.239	-12.577	-12.644
26.250	0.932	3.529	-1.405	-4.335	-7.409	-9.450	-10.567	-11.202	-11.606	-12.218	-12.556	-12.623
26.500	0.952	3.549	-1.385	-4.315	-7.389	-9.430	-10.547	-11.181	-11.586	-12.198	-12.536	-12.603
26.750	0.972	3.569	-1.365	-4.295	-7.369	-9.410	-10.527	-11.162	-11.566	-12.178	-12.516	-12.583
27.000	0.992	3.589	-1.345	-4.275	-7.350	-9.391	-10.507	-11.142	-11.547	-12.159	-12.496	-12.564
27.250	1.011	3.608	-1.326	-4.256	-7.331	-9.372	-10.488	-11.123	-11.527	-12.140	-12.477	-12.544
27.500	1.030	3.627	-1.307	-4.237	-7.312	-9.353	-10.469	-11.104	-11.509	-12.121	-12.458	-12.526
27.750	1.048	3.645	-1.289	-4.219	-7.293	-9.334	-10.451	-11.086	-11.490	-12.102	-12.440	-12.507
28.000	1.066	3.663	-1.271	-4.201	-7.275	-9.316	-10.433	-11.067	-11.472	-12.084	-12.422	-12.489
28.250	1.084	3.681	-1.253	-4.183	-7.257	-9.298	-10.415	-11.050	-11.454	-12.066	-12.404	-12.471
28.500	1.102	3.699	-1.235	-4.165	-7.240	-9.280	-10.397	-11.032	-11.436	-12.049	-12.386	-12.453
28.750	1.119	3.716	-1.218	-4.148	-7.222	-9.263	-10.380	-11.014	-11.419	-12.031	-12.369	-12.436
29.000	1.137	3.734	-1.200	-4.130	-7.205	-9.246	-10.362	-10.997	-11.402	-12.014	-12.352	-12.419
29.250	1.153	3.750	-1.183	-4.114	-7.188	-9.229	-10.345	-10.980	-11.385	-11.997	-12.335	-12.402
29.500	1.170	3.767	-1.167	-4.097	-7.171	-9.212	-10.329	-10.964	-11.368	-11.980	-12.318	-12.385
29.750	1.187	3.784	-1.150	-4.080	-7.155	-9.196	-10.312	-10.947	-11.352	-11.964	-12.302	-12.369
30.000	1.203	3.800	-1.134	-4.064	-7.139	-9.179	-10.296	-10.931	-11.335	-11.948	-12.285	-12.352
