# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-10.210	-10.234	-10.172	-9.887	-9.587	-9.196	-8.884	-8.632	-8.433	-8.014	-7.448	-6.909
0.250	-11.510	-11.938	-12.334	-13.203	-13.457	-13.549	-13.515	-13.436	-13.354	-13.136	-12.753	-12.342
0.500	-10.921	-11.455	-12.092	-13.375	-13.847	-14.116	-14.188	-14.178	-14.144	-14.011	-13.710	-13.356
0.750	-9.902	-10.475	-11.383	-13.063	-13.770	-14.217	-14.391	-14.445	-14.455	-14.402	-14.175	-13.873
1.000	-8.396	-8.909	-10.186	-12.306	-13.319	-13.993	-14.296	-14.429	-14.493	-14.533	-14.391	-14.148
1.250	-6.486	-6.729	-8.551	-11.123	-12.537	-13.494	-13.960	-14.192	-14.323	-14.479	-14.439	-14.267
1.500	-4.669	-4.401	-6.890	-9.776	-11.614	-12.864	-13.502	-13.840	-14.042	-14.315	-14.374	-14.265
1.750	-3.557	-2.986	-5.815	-8.778	-10.872	-12.318	-13.083	-13.502	-13.760	-14.127	-14.261	-14.198
2.000	-2.996	-2.294	-5.267	-8.252	-10.430	-11.951	-12.775	-13.238	-13.529	-13.959	-14.153	-14.131
2.250	-2.664	-1.770	-4.949	-7.962	-10.231	-11.799	-12.645	-13.119	-13.417	-13.857	-14.058	-14.042
2.500	-2.380	-1.279	-4.675	-7.707	-10.076	-11.696	-12.566	-13.051	-13.354	-13.799	-14.000	-13.982
2.750	-2.116	-0.814	-4.419	-7.459	-9.925	-11.599	-12.496	-12.995	-13.307	-13.763	-13.971	-13.954
3.000	-1.872	-0.374	-4.182	-7.222	-9.780	-11.508	-12.434	-12.950	-13.272	-13.744	-13.963	-13.952
3.250	-1.637	0.055	-3.952	-6.985	-9.635	-11.416	-12.373	-12.908	-13.242	-13.733	-13.968	-13.966
3.500	-1.417	0.462	-3.737	-6.758	-9.495	-11.329	-12.317	-12.871	-13.218	-13.731	-13.982	-13.992
3.750	-1.208	0.851	-3.532	-6.537	-9.359	-11.244	-12.263	-12.835	-13.196	-13.732	-14.003	-14.025
4.000	-1.000	1.239	-3.328	-6.312	-9.218	-11.154	-12.205	-12.798	-13.172	-13.732	-14.024	-14.060
4.250	-0.807	1.600	-3.139	-6.100	-9.084	-11.069	-12.151	-12.763	-13.151	-13.735	-14.047	-14.097
4.500	-0.613	1.959	-2.950	-5.884	-8.947	-10.980	-12.092	-12.724	-13.126	-13.735	-14.069	-14.134
4.750	-0.595	2.002	-2.932	-5.862	-8.937	-10.978	-12.094	-12.729	-13.134	-13.746	-14.083	-14.150
5.000	-0.609	1.988	-2.946	-5.876	-8.951	-10.991	-12.108	-12.743	-13.147	-13.760	-14.097	-14.164
5.250	-0.622	1.975	-2.958	-5.889	-8.963	-11.004	-12.120	-12.755	-13.160	-13.772	-14.110	-14.177
5.500	-0.632	1.965	-2.969	-5.899	-8.974	-11.014	-12.131	-12.766	-13.170	-13.783	-14.120	-14.187
5.750	-0.642	1.955	-2.979	-5.909	-8.984	-11.024	-12.141	-12.776	-13.180	-13.792	-14.130	-14.197
6.000	-0.651	1.946	-2.988	-5.918	-8.993	-11.033	-12.150	-12.785	-13.189	-13.802	-14.139	-14.206
6.250	-0.658	1.939	-2.994	-5.925	-8.999	-11.040	-12.156	-12.791	-13.196	-13.808	-14.146	-14.213
6.500	-0.662	1.935	-2.999	-5.929	-9.004	-11.045	-12.161	-12.796	-13.200	-13.813	-14.150	-14.217
6.750	-0.666	1.931	-3.003	-5.933	-9.007	-11.048	-12.165	-12.799	-13.204	-13.816	-14.154	-14.221
7.000	-0.668	1.929	-3.005	-5.935	-9.010	-11.050	-12.167	-12.802	-13.206	-13.818	-14.156	-14.223
7.250	-0.668	1.929	-3.005	-5.935	-9.010	-11.050	-12.167	-12.802	-13.206	-13.819	-14.156	-14.223
7.500	-0.666	1.931	-3.003	-5.933	-9.008	-11.049	-12.165	-12.800	-13.205	-13.817	-14.154	-14.221
7.750	-0.662	1.935	-2.999	-5.929	-9.004	-11.044	-12.161	-12.796	-13.200	-13.812	-14.150	-14.217
8.000	-0.657	1.940	-2.994	-5.924	-8.998	-11.039	-12.156	-12.790	-13.195	-13.807	-14.145	-14.212
8.250	-0.650	1.947	-2.987	-5.917	-8.992	-11.032	-12.149	-12.784	-13.188	-13.800	-14.138	-14.205
8.500	-0.641	1.956	-2.978	-5.908	-8.983	-11.024	-12.140	-12.775	-13.180	-13.792	-14.129	-14.197
8.750	-0.631	1.966	-2.967	-5.898	-8.972	-11.013	-12.129	-12.764	-13.169	-13.781	-14.119	-14.186
9.000	-0.618	1.979	-2.955	-5.885	-8.960	-11.000	-12.117	-12.752	-13.156	-13.769	-14.106	-14.173
9.250	-0.604	1.993	-2.941	-5.871	-8.945	-10.986	-12.103	-12.738	-13.142	-13.754	-14.092	-14.159
9.500	-0.588	2.009	-2.925	-5.855	-8.930	-10.971	-12.087	-12.722	-13.127	-13.739	-14.077	-14.144
9.750	-0.571	2.026	-2.908	-5.838	-8.913	-10.954	-12.070	-12.705	-13.110	-13.722	-14.060	-14.127
10.000	-0.553	2.044	-2.890	-5.820	-8.894	-10.935	-12.052	-12.687	-13.091	-13.703	-14.041	-14.108
10.250	-0.532	2.065	-2.869	-5.799	-8.874	-10.915	-12.031	-12.666	-13.071	-13.683	-14.021	-14.088
10.500	-0.511	2.086	-2.848	-5.778	-8.852	-10.893	-12.010	-12.645	-13.049	-13.661	-13.999	-14.066
10.750	-0.487	2.110	-2.824	-5.754	-8.829	-10.870	-11.986	-12.621	-13.025	-13.638	-13.975	-14.042
