# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-10.706	-10.669	-10.564	-10.133	-9.779	-9.344	-9.009	-8.743	-8.536	-8.101	-7.521	-6.973
0.250	-13.051	-13.360	-13.577	-14.062	-14.115	-14.036	-13.906	-13.768	-13.648	-13.365	-12.926	-12.477
0.500	-12.431	-12.891	-13.342	-14.302	-14.581	-14.683	-14.652	-14.576	-14.497	-14.286	-13.915	-13.513
0.750	-11.244	-11.804	-12.549	-13.993	-14.530	-14.826	-14.900	-14.887	-14.850	-14.712	-14.405	-14.048
1.000	-10.000	-10.567	-11.611	-13.461	-14.253	-14.741	-14.924	-14.977	-14.984	-14.921	-14.681	-14.370
1.250	-9.217	-9.750	-10.955	-13.001	-13.958	-14.584	-14.853	-14.962	-15.009	-15.015	-14.841	-14.576
1.500	-8.769	-9.270	-10.588	-12.747	-13.787	-14.482	-14.798	-14.941	-15.013	-15.071	-14.949	-14.724
1.750	-8.400	-8.853	-10.298	-12.575	-13.697	-14.443	-14.787	-14.949	-15.035	-15.124	-15.039	-14.845
2.000	-8.059	-8.449	-10.026	-12.414	-13.629	-14.433	-14.806	-14.983	-15.080	-15.186	-15.119	-14.941
2.250	-7.726	-8.042	-9.751	-12.242	-13.553	-14.424	-14.833	-15.028	-15.135	-15.253	-15.190	-15.009
2.500	-7.392	-7.623	-9.468	-12.051	-13.459	-14.398	-14.844	-15.060	-15.180	-15.313	-15.256	-15.074
2.750	-7.086	-7.225	-9.202	-11.866	-13.365	-14.367	-14.848	-15.085	-15.217	-15.367	-15.320	-15.141
3.000	-6.763	-6.799	-8.916	-11.654	-13.246	-14.314	-14.832	-15.091	-15.237	-15.408	-15.374	-15.201
3.250	-6.466	-6.393	-8.649	-11.449	-13.130	-14.259	-14.813	-15.093	-15.252	-15.444	-15.425	-15.260
3.500	-6.151	-5.956	-8.360	-11.218	-12.991	-14.183	-14.775	-15.078	-15.252	-15.468	-15.466	-15.311
3.750	-5.856	-5.534	-8.086	-10.992	-12.854	-14.107	-14.735	-15.059	-15.248	-15.487	-15.504	-15.360
4.000	-5.554	-5.096	-7.802	-10.750	-12.703	-14.017	-14.682	-15.029	-15.233	-15.498	-15.535	-15.403
4.250	-5.244	-4.637	-7.508	-10.490	-12.537	-13.914	-14.617	-14.988	-15.208	-15.499	-15.559	-15.441
4.500	-4.950	-4.191	-7.226	-10.235	-12.373	-13.811	-14.550	-14.944	-15.180	-15.498	-15.580	-15.476
4.750	-4.646	-3.722	-6.932	-9.962	-12.193	-13.694	-14.472	-14.890	-15.142	-15.488	-15.594	-15.506
5.000	-4.332	-3.231	-6.627	-9.670	-11.999	-13.564	-14.381	-14.824	-15.094	-15.470	-15.601	-15.530
