# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-9.007	-9.122	-9.127	-9.039	-8.806	-8.470	-8.186	-7.950	-7.763	-7.361	-6.811	-6.284
0.250	-7.955	-8.529	-9.487	-11.227	-11.937	-12.349	-12.474	-12.484	-12.458	-12.328	-12.017	-11.650
0.500	-6.754	-7.212	-8.638	-10.902	-12.008	-12.721	-13.021	-13.138	-13.184	-13.175	-12.969	-12.673
0.750	-5.829	-6.079	-7.888	-10.455	-11.857	-12.788	-13.218	-13.417	-13.518	-13.604	-13.481	-13.239
1.000	-5.097	-5.107	-7.252	-10.008	-11.649	-12.754	-13.291	-13.558	-13.705	-13.870	-13.817	-13.622
1.250	-4.464	-4.220	-6.677	-9.554	-11.404	-12.659	-13.290	-13.616	-13.804	-14.042	-14.052	-13.899
1.500	-3.920	-3.426	-6.169	-9.120	-11.151	-12.536	-13.250	-13.629	-13.855	-14.158	-14.226	-14.113
1.750	-3.441	-2.705	-5.713	-8.706	-10.899	-12.398	-13.186	-13.614	-13.874	-14.237	-14.360	-14.283
2.000	-3.011	-2.047	-5.298	-8.312	-10.647	-12.248	-13.103	-13.575	-13.867	-14.287	-14.461	-14.420
2.250	-2.607	-1.427	-4.906	-7.927	-10.389	-12.083	-13.000	-13.514	-13.837	-14.311	-14.535	-14.528
2.500	-2.232	-0.836	-4.540	-7.558	-10.140	-11.918	-12.893	-13.445	-13.796	-14.322	-14.593	-14.619
2.750	-2.018	-0.382	-4.334	-7.348	-10.034	-11.868	-12.871	-13.440	-13.801	-14.342	-14.625	-14.657
3.000	-1.823	0.057	-4.145	-7.147	-9.933	-11.817	-12.846	-13.428	-13.798	-14.353	-14.644	-14.682
3.250	-1.663	0.424	-3.990	-6.978	-9.845	-11.771	-12.821	-13.416	-13.793	-14.360	-14.660	-14.703
3.500	-1.505	0.774	-3.835	-6.807	-9.748	-11.713	-12.785	-13.392	-13.777	-14.357	-14.668	-14.717
3.750	-1.367	1.061	-3.700	-6.655	-9.656	-11.653	-12.744	-13.362	-13.755	-14.347	-14.668	-14.723
4.000	-1.242	1.306	-3.577	-6.515	-9.567	-11.594	-12.702	-13.331	-13.732	-14.337	-14.669	-14.732
4.250	-1.169	1.428	-3.505	-6.436	-9.510	-11.551	-12.667	-13.302	-13.707	-14.319	-14.657	-14.724
4.500	-1.153	1.444	-3.490	-6.420	-9.494	-11.535	-12.652	-13.287	-13.691	-14.303	-14.641	-14.708
4.750	-1.136	1.461	-3.473	-6.403	-9.477	-11.518	-12.635	-13.270	-13.674	-14.286	-14.624	-14.691
5.000	-1.111	1.486	-3.448	-6.378	-9.452	-11.493	-12.610	-13.245	-13.649	-14.261	-14.599	-14.666
5.250	-1.083	1.514	-3.420	-6.350	-9.425	-11.465	-12.582	-13.217	-13.621	-14.234	-14.571	-14.638
5.500	-1.057	1.540	-3.394	-6.324	-9.398	-11.439	-12.556	-13.191	-13.595	-14.207	-14.545	-14.612
5.750	-1.025	1.572	-3.362	-6.292	-9.366	-11.407	-12.524	-13.158	-13.563	-14.175	-14.513	-14.580
6.000	-0.987	1.610	-3.324	-6.254	-9.329	-11.370	-12.486	-13.121	-13.526	-14.138	-14.476	-14.543
6.250	-0.949	1.648	-3.285	-6.216	-9.290	-11.331	-12.447	-13.082	-13.487	-14.099	-14.437	-14.504
6.500	-0.911	1.686	-3.247	-6.178	-9.252	-11.293	-12.409	-13.044	-13.449	-14.061	-14.399	-14.466
6.750	-0.868	1.729	-3.205	-6.135	-9.210	-11.251	-12.367	-13.002	-13.407	-14.019	-14.356	-14.423
7.000	-0.821	1.776	-3.158	-6.088	-9.163	-11.204	-12.320	-12.955	-13.360	-13.972	-14.310	-14.377
7.250	-0.773	1.824	-3.110	-6.040	-9.115	-11.156	-12.272	-12.907	-13.312	-13.924	-14.262	-14.329
7.500	-0.724	1.873	-3.061	-5.991	-9.065	-11.106	-12.223	-12.858	-13.262	-13.874	-14.212	-14.279
7.750	-0.674	1.923	-3.011	-5.941	-9.015	-11.056	-12.173	-12.808	-13.212	-13.824	-14.162	-14.229
8.000	-0.621	1.976	-2.958	-5.888	-8.962	-11.003	-12.120	-12.755	-13.159	-13.771	-14.109	-14.176
8.250	-0.565	2.032	-2.902	-5.832	-8.906	-10.947	-12.064	-12.699	-13.103	-13.715	-14.053	-14.120
8.500	-0.508	2.089	-2.844	-5.775	-8.849	-10.890	-12.007	-12.641	-13.046	-13.658	-13.996	-14.063
8.750	-0.450	2.147	-2.787	-5.717	-8.791	-10.832	-11.949	-12.583	-12.988	-13.600	-13.938	-14.005
9.000	-0.391	2.206	-2.728	-5.658	-8.733	-10.773	-11.890	-12.525	-12.929	-13.542	-13.879	-13.946
9.250	-0.331	2.266	-2.668	-5.598	-8.673	-10.714	-11.830	-12.465	-12.870	-13.482	-13.819	-13.887
9.500	-0.270	2.327	-2.607	-5.537	-8.612	-10.652	-11.769	-12.404	-12.808	-13.420	-13.758	-13.825
9.750	-0.207	2.390	-2.544	-5.474	-8.549	-10.590	-11.706	-12.341	-12.746	-13.358	-13.695	-13.762
10.000	-0.144	2.453	-2.481	-5.411	-8.485	-10.526	-11.643	-12.278	-12.682	-13.294	-13.632	-13.699
10.250	-0.081	2.516	-2.418	-5.348	-8.422	-10.463	-11.580	-12.214	-12.619	-13.231	-13.569	-13.636
10.500	-0.017	2.580	-2.354	-5.284	-8.359	-10.399	-11.516	-12.151	-12.555	-13.168	-13.505	-13.572
