# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-8.842	-8.849	-8.794	-8.585	-8.365	-8.061	-7.804	-7.587	-7.413	-7.037	-6.511	-6.002
0.250	-10.746	-11.133	-11.440	-12.097	-12.217	-12.218	-12.167	-12.101	-12.042	-11.891	-11.601	-11.269
0.500	-10.479	-10.976	-11.488	-12.535	-12.836	-12.956	-12.955	-12.918	-12.880	-12.778	-12.552	-12.277
0.750	-10.131	-10.680	-11.352	-12.671	-13.119	-13.342	-13.387	-13.373	-13.349	-13.274	-13.085	-12.847
1.000	-9.778	-10.350	-11.162	-12.693	-13.267	-13.584	-13.675	-13.684	-13.673	-13.618	-13.445	-13.221
1.250	-9.428	-10.005	-10.944	-12.653	-13.341	-13.745	-13.883	-13.918	-13.922	-13.884	-13.714	-13.486
1.500	-9.091	-9.658	-10.716	-12.578	-13.370	-13.853	-14.035	-14.094	-14.113	-14.094	-13.933	-13.704
1.750	-8.759	-9.304	-10.477	-12.475	-13.365	-13.921	-14.145	-14.228	-14.262	-14.263	-14.114	-13.888
2.000	-8.438	-8.952	-10.237	-12.356	-13.338	-13.964	-14.226	-14.333	-14.381	-14.404	-14.267	-14.046
2.250	-8.122	-8.596	-9.991	-12.220	-13.291	-13.984	-14.285	-14.414	-14.476	-14.521	-14.399	-14.184
2.500	-7.799	-8.223	-9.732	-12.064	-13.223	-13.981	-14.320	-14.472	-14.549	-14.617	-14.511	-14.304
2.750	-7.492	-7.858	-9.479	-11.903	-13.147	-13.968	-14.343	-14.518	-14.609	-14.699	-14.610	-14.411
3.000	-7.177	-7.477	-9.213	-11.724	-13.054	-13.937	-14.350	-14.547	-14.653	-14.766	-14.695	-14.506
3.250	-6.871	-7.096	-8.949	-11.539	-12.953	-13.897	-14.346	-14.565	-14.686	-14.823	-14.769	-14.591
3.500	-6.554	-6.694	-8.671	-11.335	-12.835	-13.842	-14.328	-14.570	-14.706	-14.867	-14.833	-14.665
3.750	-6.253	-6.301	-8.402	-11.132	-12.716	-13.783	-14.305	-14.569	-14.720	-14.905	-14.890	-14.733
4.000	-5.939	-5.883	-8.117	-10.908	-12.580	-13.708	-14.268	-14.555	-14.721	-14.932	-14.936	-14.791
4.250	-5.626	-5.458	-7.830	-10.676	-12.435	-13.626	-14.223	-14.533	-14.715	-14.952	-14.977	-14.844
4.500	-5.318	-5.028	-7.543	-10.438	-12.285	-13.537	-14.172	-14.505	-14.703	-14.965	-15.011	-14.891
4.750	-5.002	-4.578	-7.246	-10.182	-12.122	-13.437	-14.110	-14.467	-14.681	-14.970	-15.037	-14.931
5.000	-4.684	-4.115	-6.944	-9.916	-11.949	-13.329	-14.041	-14.422	-14.653	-14.969	-15.058	-14.965
5.250	-4.373	-3.651	-6.646	-9.647	-11.774	-13.217	-13.968	-14.373	-14.620	-14.963	-15.075	-14.996
5.500	-4.054	-3.165	-6.338	-9.361	-11.586	-13.094	-13.885	-14.316	-14.579	-14.951	-15.085	-15.020
5.750	-3.731	-2.662	-6.025	-9.062	-11.389	-12.963	-13.795	-14.251	-14.531	-14.932	-15.090	-15.040
6.000	-3.415	-2.156	-5.716	-8.760	-11.189	-12.830	-13.701	-14.182	-14.480	-14.909	-15.091	-15.057
6.250	-3.099	-1.640	-5.408	-8.451	-10.984	-12.691	-13.603	-14.109	-14.424	-14.882	-15.088	-15.069
6.500	-2.781	-1.109	-5.096	-8.131	-10.770	-12.545	-13.497	-14.029	-14.361	-14.849	-15.080	-15.076
6.750	-2.465	-0.568	-4.785	-7.804	-10.552	-12.393	-13.386	-13.943	-14.293	-14.811	-15.067	-15.080
7.000	-2.156	-0.032	-4.481	-7.478	-10.333	-12.239	-13.272	-13.854	-14.221	-14.769	-15.050	-15.079
7.250	-1.862	0.482	-4.193	-7.162	-10.118	-12.087	-13.158	-13.764	-14.148	-14.724	-15.030	-15.076
7.500	-1.579	0.971	-3.915	-6.853	-9.905	-11.932	-13.040	-13.670	-14.070	-14.675	-15.007	-15.069
7.750	-1.484	1.113	-3.821	-6.751	-9.826	-11.867	-12.983	-13.618	-14.023	-14.635	-14.972	-15.039
8.000	-1.447	1.150	-3.783	-6.714	-9.788	-11.829	-12.946	-13.580	-13.985	-14.597	-14.935	-15.002
8.250	-1.408	1.189	-3.745	-6.675	-9.750	-11.790	-12.907	-13.542	-13.946	-14.559	-14.896	-14.963
8.500	-1.370	1.227	-3.707	-6.637	-9.711	-11.752	-12.869	-13.503	-13.908	-14.520	-14.858	-14.925
8.750	-1.330	1.267	-3.667	-6.597	-9.672	-11.713	-12.829	-13.464	-13.869	-14.481	-14.819	-14.886
9.000	-1.290	1.307	-3.627	-6.557	-9.632	-11.672	-12.789	-13.424	-13.828	-14.441	-14.778	-14.845
