# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-10.794	-10.759	-10.657	-10.243	-9.901	-9.477	-9.149	-8.888	-8.684	-8.255	-7.680	-7.135
0.250	-13.003	-13.331	-13.564	-14.074	-14.132	-14.063	-13.943	-13.816	-13.703	-13.437	-13.016	-12.582
0.500	-11.990	-12.486	-13.006	-14.078	-14.409	-14.554	-14.553	-14.498	-14.436	-14.259	-13.922	-13.547
0.750	-10.121	-10.697	-11.616	-13.303	-13.992	-14.412	-14.564	-14.602	-14.602	-14.532	-14.292	-13.983
1.000	-8.109	-8.598	-9.933	-12.119	-13.195	-13.918	-14.249	-14.400	-14.477	-14.538	-14.414	-14.184
1.250	-7.124	-7.579	-8.994	-11.266	-12.488	-13.376	-13.838	-14.083	-14.228	-14.418	-14.414	-14.267
1.500	-6.678	-7.097	-8.611	-10.950	-12.178	-13.071	-13.559	-13.839	-14.020	-14.292	-14.381	-14.307
1.750	-6.324	-6.672	-8.325	-10.774	-12.073	-12.987	-13.476	-13.756	-13.940	-14.227	-14.342	-14.292
2.000	-6.001	-6.261	-8.059	-10.611	-12.009	-12.983	-13.491	-13.773	-13.952	-14.221	-14.313	-14.244
2.250	-5.703	-5.870	-7.807	-10.447	-11.939	-12.970	-13.501	-13.790	-13.969	-14.229	-14.304	-14.221
2.500	-5.419	-5.486	-7.561	-10.277	-11.859	-12.947	-13.503	-13.801	-13.983	-14.240	-14.305	-14.211
2.750	-5.146	-5.107	-7.320	-10.101	-11.771	-12.913	-13.496	-13.806	-13.993	-14.252	-14.311	-14.210
3.000	-4.891	-4.742	-7.091	-9.927	-11.680	-12.875	-13.484	-13.807	-14.001	-14.265	-14.323	-14.216
3.250	-4.639	-4.374	-6.860	-9.745	-11.579	-12.827	-13.464	-13.801	-14.003	-14.277	-14.336	-14.228
3.500	-4.402	-4.019	-6.641	-9.565	-11.479	-12.777	-13.441	-13.793	-14.004	-14.289	-14.354	-14.247
3.750	-4.169	-3.663	-6.422	-9.381	-11.372	-12.720	-13.412	-13.781	-14.001	-14.300	-14.374	-14.270
4.000	-3.939	-3.306	-6.205	-9.191	-11.259	-12.658	-13.378	-13.763	-13.994	-14.310	-14.395	-14.297
