# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-10.276	-10.219	-10.101	-9.629	-9.266	-8.829	-8.494	-8.230	-8.024	-7.593	-7.016	-6.471
0.250	-12.817	-13.134	-13.346	-13.788	-13.786	-13.648	-13.479	-13.320	-13.186	-12.884	-12.435	-11.984
0.500	-12.677	-13.113	-13.501	-14.313	-14.485	-14.481	-14.381	-14.262	-14.154	-13.899	-13.494	-13.076
0.750	-12.362	-12.866	-13.399	-14.481	-14.793	-14.897	-14.855	-14.769	-14.682	-14.463	-14.091	-13.698
1.000	-11.978	-12.525	-13.191	-14.498	-14.935	-15.136	-15.146	-15.091	-15.024	-14.837	-14.495	-14.124
1.250	-11.549	-12.119	-12.914	-14.421	-14.977	-15.271	-15.332	-15.306	-15.259	-15.104	-14.789	-14.434
1.500	-11.084	-11.660	-12.586	-14.277	-14.951	-15.334	-15.446	-15.451	-15.424	-15.301	-15.011	-14.671
1.750	-10.583	-11.149	-12.210	-14.076	-14.868	-15.342	-15.505	-15.541	-15.535	-15.445	-15.182	-14.859
2.000	-10.048	-10.586	-11.791	-13.824	-14.737	-15.303	-15.519	-15.587	-15.601	-15.547	-15.314	-15.008
2.250	-9.480	-9.968	-11.328	-13.522	-14.561	-15.221	-15.492	-15.594	-15.631	-15.614	-15.412	-15.127
2.500	-8.878	-9.293	-10.822	-13.171	-14.343	-15.101	-15.430	-15.567	-15.628	-15.651	-15.483	-15.219
2.750	-8.248	-8.560	-10.276	-12.773	-14.084	-14.945	-15.334	-15.510	-15.596	-15.661	-15.529	-15.288
3.000	-7.586	-7.761	-9.688	-12.322	-13.783	-14.751	-15.206	-15.421	-15.534	-15.646	-15.553	-15.336
3.250	-6.900	-6.901	-9.064	-11.823	-13.442	-14.524	-15.046	-15.304	-15.446	-15.607	-15.556	-15.366
3.500	-6.192	-5.975	-8.405	-11.273	-13.060	-14.261	-14.856	-15.159	-15.333	-15.546	-15.540	-15.380
