# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-9.407	-9.389	-9.305	-8.972	-8.682	-8.313	-8.019	-7.780	-7.591	-7.189	-6.640	-6.114
0.250	-11.416	-11.797	-12.096	-12.731	-12.828	-12.785	-12.684	-12.574	-12.478	-12.253	-11.884	-11.495
0.500	-11.143	-11.635	-12.139	-13.170	-13.458	-13.554	-13.521	-13.451	-13.381	-13.205	-12.889	-12.544
0.750	-10.769	-11.316	-11.983	-13.292	-13.732	-13.942	-13.966	-13.927	-13.877	-13.735	-13.456	-13.141
1.000	-10.391	-10.963	-11.772	-13.299	-13.869	-14.177	-14.252	-14.242	-14.210	-14.097	-13.844	-13.550
1.250	-10.004	-10.581	-11.523	-13.236	-13.925	-14.323	-14.449	-14.468	-14.454	-14.367	-14.129	-13.840
1.500	-9.621	-10.186	-11.255	-13.130	-13.930	-14.413	-14.586	-14.633	-14.637	-14.576	-14.356	-14.074
1.750	-9.242	-9.783	-10.976	-12.996	-13.900	-14.462	-14.681	-14.755	-14.776	-14.742	-14.542	-14.269
2.000	-8.860	-9.363	-10.681	-12.833	-13.840	-14.478	-14.741	-14.841	-14.880	-14.874	-14.694	-14.433
2.250	-8.464	-8.917	-10.363	-12.640	-13.748	-14.463	-14.770	-14.898	-14.954	-14.977	-14.820	-14.571
2.500	-8.088	-8.480	-10.054	-12.440	-13.647	-14.435	-14.785	-14.938	-15.012	-15.063	-14.927	-14.691
2.750	-7.699	-8.015	-9.723	-12.214	-13.522	-14.383	-14.776	-14.956	-15.047	-15.128	-15.016	-14.794
3.000	-7.305	-7.532	-9.382	-11.969	-13.377	-14.312	-14.749	-14.956	-15.066	-15.176	-15.089	-14.882
3.250	-6.907	-7.031	-9.029	-11.705	-13.216	-14.225	-14.706	-14.941	-15.069	-15.210	-15.149	-14.957
3.500	-6.510	-6.518	-8.672	-11.427	-13.042	-14.124	-14.651	-14.913	-15.060	-15.233	-15.197	-15.021
3.750	-6.088	-5.958	-8.284	-11.113	-12.839	-13.999	-14.573	-14.865	-15.032	-15.239	-15.231	-15.073
4.000	-5.694	-5.418	-7.917	-10.807	-12.640	-13.875	-14.494	-14.815	-15.002	-15.241	-15.260	-15.119
4.250	-5.273	-4.827	-7.520	-10.463	-12.412	-13.727	-14.394	-14.746	-14.953	-15.227	-15.276	-15.154
4.500	-4.843	-4.207	-7.109	-10.097	-12.165	-13.562	-14.280	-14.663	-14.892	-15.203	-15.282	-15.180
4.750	-4.431	-3.594	-6.712	-9.730	-11.918	-13.396	-14.163	-14.577	-14.827	-15.174	-15.284	-15.202
5.000	-3.998	-2.934	-6.291	-9.330	-11.646	-13.208	-14.028	-14.474	-14.747	-15.133	-15.275	-15.213
5.250	-3.554	-2.240	-5.858	-8.904	-11.355	-13.004	-13.878	-14.359	-14.655	-15.081	-15.257	-15.217
5.500	-3.125	-1.549	-5.436	-8.478	-11.063	-12.799	-13.725	-14.240	-14.559	-15.024	-15.235	-15.217
5.750	-2.691	-0.836	-5.011	-8.035	-10.758	-12.581	-13.562	-14.110	-14.454	-14.959	-15.205	-15.210
6.000	-2.251	-0.097	-4.577	-7.571	-10.437	-12.349	-13.385	-13.968	-14.336	-14.884	-15.166	-15.195
6.250	-1.815	0.640	-4.149	-7.102	-10.109	-12.109	-13.199	-13.817	-14.209	-14.800	-15.119	-15.173
6.500	-1.575	1.022	-3.912	-6.842	-9.916	-11.957	-13.074	-13.709	-14.113	-14.725	-15.063	-15.130
6.750	-1.509	1.088	-3.846	-6.776	-9.851	-11.892	-13.008	-13.643	-14.048	-14.660	-14.998	-15.065
7.000	-1.441	1.156	-3.778	-6.708	-9.783	-11.824	-12.940	-13.575	-13.980	-14.592	-14.929	-14.997
7.250	-1.371	1.226	-3.708	-6.638	-9.713	-11.753	-12.870	-13.505	-13.909	-14.522	-14.859	-14.926
7.500	-1.299	1.298	-3.636	-6.566	-9.640	-11.681	-12.798	-13.433	-13.837	-14.449	-14.787	-14.854
7.750	-1.229	1.368	-3.566	-6.496	-9.571	-11.611	-12.728	-13.363	-13.767	-14.380	-14.717	-14.784
8.000	-1.158	1.439	-3.495	-6.425	-9.500	-11.540	-12.657	-13.292	-13.696	-14.309	-14.646	-14.713
8.250	-1.086	1.511	-3.423	-6.353	-9.428	-11.468	-12.585	-13.220	-13.624	-14.237	-14.574	-14.641
8.500	-1.013	1.584	-3.350	-6.280	-9.355	-11.396	-12.512	-13.147	-13.552	-14.164	-14.501	-14.568
8.750	-0.940	1.657	-3.277	-6.207	-9.282	-11.323	-12.439	-13.074	-13.479	-14.091	-14.428	-14.496
9.000	-0.867	1.730	-3.204	-6.134	-9.209	-11.250	-12.366	-13.001	-13.406	-14.018	-14.356	-14.423
9.250	-0.796	1.801	-3.133	-6.063	-9.138	-11.179	-12.295	-12.930	-13.335	-13.947	-14.284	-14.352
9.500	-0.725	1.872	-3.062	-5.992	-9.067	-11.108	-12.224	-12.859	-13.264	-13.876	-14.213	-14.280
9.750	-0.655	1.942	-2.991	-5.922	-8.996	-11.037	-12.154	-12.788	-13.193	-13.805	-14.143	-14.210
10.000	-0.584	2.013	-2.921	-5.851	-8.926	-10.967	-12.083	-12.718	-13.123	-13.735	-14.073	-14.140
10.250	-0.515	2.082	-2.852	-5.782	-8.856	-10.897	-12.014	-12.649	-13.053	-13.665	-14.003	-14.070
10.500	-0.446	2.151	-2.783	-5.713	-8.787	-10.828	-11.945	-12.580	-12.984	-13.596	-13.934	-14.001
10.750	-0.378	2.219	-2.715	-5.645	-8.720	-10.760	-11.877	-12.512	-12.916	-13.529	-13.866	-13.933
11.000	-0.312	2.285	-2.649	-5.579	-8.653	-10.694	-11.811	-12.446	-12.850	-13.462	-13.800	-13.867
11.250	-0.246	2.351	-2.583	-5.513	-8.588	-10.629	-11.745	-12.380	-12.785	-13.397	-13.734	-13.801
11.500	-0.182	2.415	-2.519	-5.449	-8.523	-10.564	-11.681	-12.316	-12.720	-13.332	-13.670	-13.737
11.750	-0.119	2.478	-2.455	-5.386	-8.460	-10.501	-11.618	-12.252	-12.657	-13.269	-13.607	-13.674
12.000	-0.056	2.541	-2.393	-5.323	-8.398	-10.438	-11.555	-12.190	-12.594	-13.207	-13.544	-13.611
12.250	0.005	2.602	-2.332	-5.262	-8.336	-10.377	-11.494	-12.128	-12.533	-13.145	-13.483	-13.550
12.500	0.066	2.663	-2.271	-5.201	-8.276	-10.317	-11.433	-12.068	-12.473	-13.085	-13.422	-13.490
