# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-9.089	-9.179	-9.168	-9.046	-8.807	-8.468	-8.183	-7.948	-7.760	-7.359	-6.809	-6.282
0.250	-9.332	-9.832	-10.417	-11.662	-12.159	-12.452	-12.532	-12.522	-12.485	-12.341	-12.023	-11.654
0.500	-8.711	-9.270	-10.105	-11.721	-12.452	-12.948	-13.156	-13.231	-13.253	-13.213	-12.991	-12.687
0.750	-8.176	-8.736	-9.771	-11.635	-12.525	-13.151	-13.444	-13.576	-13.639	-13.675	-13.522	-13.267
1.000	-7.707	-8.237	-9.447	-11.503	-12.522	-13.246	-13.604	-13.779	-13.875	-13.970	-13.874	-13.660
1.250	-7.294	-7.774	-9.143	-11.357	-12.487	-13.292	-13.701	-13.911	-14.033	-14.178	-14.131	-13.952
1.500	-6.920	-7.335	-8.855	-11.201	-12.433	-13.309	-13.761	-14.001	-14.145	-14.333	-14.329	-14.181
1.750	-6.577	-6.917	-8.581	-11.039	-12.367	-13.306	-13.796	-14.061	-14.225	-14.450	-14.485	-14.366
2.000	-6.258	-6.514	-8.317	-10.874	-12.292	-13.291	-13.815	-14.103	-14.283	-14.542	-14.612	-14.520
2.250	-5.965	-6.131	-8.070	-10.710	-12.214	-13.268	-13.823	-14.132	-14.327	-14.616	-14.717	-14.649
2.500	-5.691	-5.757	-7.833	-10.547	-12.143	-13.257	-13.846	-14.173	-14.379	-14.684	-14.797	-14.736
2.750	-5.429	-5.389	-7.602	-10.381	-12.068	-13.245	-13.867	-14.212	-14.428	-14.746	-14.865	-14.806
3.000	-5.187	-5.038	-7.386	-10.219	-11.992	-13.227	-13.881	-14.242	-14.469	-14.800	-14.925	-14.868
3.250	-4.949	-4.685	-7.169	-10.050	-11.908	-13.200	-13.884	-14.263	-14.500	-14.845	-14.978	-14.924
3.500	-4.727	-4.345	-6.965	-9.885	-11.824	-13.169	-13.883	-14.278	-14.525	-14.883	-15.024	-14.973
3.750	-4.509	-4.004	-6.762	-9.714	-11.735	-13.132	-13.875	-14.287	-14.543	-14.916	-15.066	-15.020
4.000	-4.300	-3.670	-6.566	-9.545	-11.643	-13.091	-13.862	-14.289	-14.555	-14.942	-15.102	-15.060
4.250	-4.100	-3.341	-6.376	-9.376	-11.551	-13.047	-13.845	-14.288	-14.564	-14.965	-15.134	-15.097
4.500	-3.902	-3.011	-6.187	-9.204	-11.454	-12.998	-13.823	-14.281	-14.566	-14.982	-15.162	-15.130
4.750	-3.712	-2.687	-6.004	-9.032	-11.356	-12.946	-13.797	-14.270	-14.565	-14.995	-15.185	-15.159
5.000	-3.527	-2.366	-5.825	-8.861	-11.258	-12.892	-13.768	-14.255	-14.560	-15.005	-15.206	-15.186
5.250	-3.344	-2.043	-5.648	-8.687	-11.155	-12.834	-13.734	-14.237	-14.551	-15.011	-15.223	-15.210
5.500	-3.167	-1.726	-5.475	-8.514	-11.053	-12.773	-13.698	-14.215	-14.538	-15.013	-15.237	-15.230
5.750	-2.994	-1.411	-5.306	-8.341	-10.948	-12.710	-13.658	-14.189	-14.522	-15.012	-15.248	-15.249
6.000	-2.823	-1.099	-5.140	-8.168	-10.843	-12.644	-13.616	-14.161	-14.503	-15.009	-15.257	-15.265
6.250	-2.656	-0.790	-4.976	-7.995	-10.735	-12.576	-13.571	-14.130	-14.481	-15.003	-15.263	-15.279
6.500	-2.492	-0.486	-4.815	-7.822	-10.627	-12.505	-13.523	-14.095	-14.456	-14.993	-15.266	-15.290
6.750	-2.331	-0.188	-4.658	-7.650	-10.517	-12.433	-13.472	-14.058	-14.428	-14.981	-15.267	-15.300
7.000	-2.173	0.103	-4.503	-7.480	-10.407	-12.358	-13.418	-14.018	-14.397	-14.966	-15.266	-15.307
7.250	-2.018	0.385	-4.350	-7.310	-10.295	-12.280	-13.362	-13.975	-14.364	-14.949	-15.262	-15.313
7.500	-1.867	0.655	-4.202	-7.144	-10.183	-12.202	-13.304	-13.930	-14.328	-14.929	-15.257	-15.317
7.750	-1.760	0.837	-4.097	-7.027	-10.101	-12.142	-13.259	-13.894	-14.298	-14.910	-15.248	-15.315
8.000	-1.745	0.852	-4.082	-7.012	-10.087	-12.128	-13.244	-13.879	-14.284	-14.896	-15.233	-15.300
8.250	-1.730	0.867	-4.067	-6.997	-10.071	-12.112	-13.229	-13.864	-14.268	-14.880	-15.218	-15.285
8.500	-1.713	0.884	-4.050	-6.980	-10.055	-12.096	-13.212	-13.847	-14.252	-14.864	-15.202	-15.269
8.750	-1.696	0.901	-4.033	-6.963	-10.038	-12.078	-13.195	-13.830	-14.234	-14.847	-15.184	-15.251
9.000	-1.677	0.920	-4.014	-6.944	-10.019	-12.060	-13.176	-13.811	-14.216	-14.828	-15.165	-15.232
9.250	-1.657	0.940	-3.994	-6.924	-9.999	-12.040	-13.156	-13.791	-14.196	-14.808	-15.146	-15.213
9.500	-1.637	0.960	-3.973	-6.904	-9.978	-12.019	-13.135	-13.770	-14.175	-14.787	-15.125	-15.192
9.750	-1.615	0.982	-3.952	-6.882	-9.956	-11.997	-13.114	-13.749	-14.153	-14.765	-15.103	-15.170
10.000	-1.592	1.005	-3.929	-6.859	-9.934	-11.975	-13.091	-13.726	-14.131	-14.743	-15.081	-15.148
10.250	-1.569	1.028	-3.906	-6.836	-9.911	-11.952	-13.068	-13.703	-14.108	-14.720	-15.057	-15.125
10.500	-1.545	1.052	-3.882	-6.812	-9.887	-11.928	-13.044	-13.679	-14.083	-14.696	-15.033	-15.100
10.750	-1.520	1.077	-3.857	-6.787	-9.862	-11.903	-13.019	-13.654	-14.059	-14.671	-15.008	-15.076
11.000	-1.495	1.102	-3.831	-6.762	-9.836	-11.877	-12.994	-13.628	-14.033	-14.645	-14.983	-15.050
11.250	-1.468	1.129	-3.805	-6.735	-9.810	-11.851	-12.967	-13.602	-14.006	-14.619	-14.956	-15.023
11.500	-1.441	1.156	-3.778	-6.708	-9.783	-11.823	-12.940	-13.575	-13.979	-14.592	-14.929	-14.996
11.750	-1.414	1.183	-3.750	-6.681	-9.755	-11.796	-12.912	-13.547	-13.952	-14.564	-14.902	-14.969
12.000	-1.386	1.211	-3.722	-6.653	-9.727	-11.768	-12.884	-13.519	-13.924	-14.536	-14.874	-14.941
12.250	-1.357	1.240	-3.694	-6.624	-9.698	-11.739	-12.856	-13.491	-13.895	-14.507	-14.845	-14.912
12.500	-1.328	1.269	-3.664	-6.595	-9.669	-11.710	-12.827	-13.461	-13.866	-14.478	-14.816	-14.883
12.750	-1.298	1.299	-3.635	-6.565	-9.639	-11.680	-12.797	-13.432	-13.836	-14.448	-14.786	-14.853
13.000	-1.267	1.330	-3.604	-6.534	-9.609	-11.650	-12.766	-13.401	-13.806	-14.418	-14.755	-14.823
13.250	-1.237	1.360	-3.573	-6.504	-9.578	-11.619	-12.735	-13.370	-13.775	-14.387	-14.725	-14.792
