# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-10.704	-10.668	-10.564	-10.143	-9.794	-9.365	-9.032	-8.769	-8.563	-8.131	-7.553	-7.006
0.250	-13.094	-13.399	-13.606	-14.067	-14.110	-14.027	-13.898	-13.763	-13.645	-13.367	-12.935	-12.492
0.500	-12.553	-13.001	-13.426	-14.333	-14.585	-14.669	-14.631	-14.554	-14.475	-14.269	-13.904	-13.509
0.750	-11.473	-12.019	-12.704	-14.057	-14.548	-14.813	-14.874	-14.856	-14.817	-14.679	-14.378	-14.029
1.000	-10.018	-10.587	-11.609	-13.432	-14.208	-14.683	-14.859	-14.909	-14.915	-14.855	-14.624	-14.324
1.250	-8.515	-8.988	-10.384	-12.614	-13.688	-14.381	-14.680	-14.804	-14.861	-14.885	-14.731	-14.484
1.500	-7.497	-7.863	-9.475	-11.902	-13.181	-14.040	-14.443	-14.633	-14.735	-14.837	-14.751	-14.549
1.750	-6.905	-7.198	-8.939	-11.457	-12.836	-13.782	-14.247	-14.481	-14.614	-14.773	-14.736	-14.566
2.000	-6.433	-6.626	-8.525	-11.142	-12.610	-13.614	-14.115	-14.374	-14.526	-14.720	-14.720	-14.576
2.250	-5.991	-6.058	-8.134	-10.851	-12.425	-13.495	-14.029	-14.307	-14.471	-14.689	-14.712	-14.588
2.500	-5.583	-5.505	-7.767	-10.569	-12.261	-13.408	-13.983	-14.282	-14.458	-14.689	-14.714	-14.585
2.750	-5.162	-4.919	-7.379	-10.255	-12.069	-13.297	-13.918	-14.242	-14.434	-14.686	-14.723	-14.598
3.000	-4.758	-4.338	-7.001	-9.937	-11.871	-13.179	-13.845	-14.196	-14.405	-14.683	-14.738	-14.622
3.250	-4.339	-3.721	-6.604	-9.588	-11.646	-13.037	-13.752	-14.133	-14.361	-14.670	-14.749	-14.647
3.500	-3.940	-3.113	-6.220	-9.238	-11.419	-12.890	-13.654	-14.064	-14.312	-14.655	-14.760	-14.673
3.750	-3.519	-2.459	-5.813	-8.852	-11.163	-12.719	-13.534	-13.977	-14.247	-14.625	-14.761	-14.694
4.000	-3.109	-1.806	-5.412	-8.460	-10.901	-12.541	-13.407	-13.882	-14.174	-14.591	-14.758	-14.712
4.250	-2.692	-1.128	-5.004	-8.048	-10.621	-12.347	-13.266	-13.775	-14.090	-14.546	-14.748	-14.723
4.500	-2.260	-0.415	-4.578	-7.605	-10.318	-12.133	-13.107	-13.650	-13.990	-14.489	-14.727	-14.727
4.750	-1.834	0.298	-4.160	-7.158	-10.010	-11.912	-12.941	-13.520	-13.884	-14.426	-14.702	-14.727
5.000	-1.400	1.030	-3.733	-6.690	-9.685	-11.676	-12.761	-13.376	-13.766	-14.352	-14.668	-14.719
5.250	-1.129	1.468	-3.466	-6.396	-9.471	-11.512	-12.628	-13.263	-13.667	-14.280	-14.617	-14.684
5.500	-1.067	1.530	-3.403	-6.334	-9.408	-11.449	-12.565	-13.200	-13.605	-14.217	-14.555	-14.622
5.750	-1.004	1.593	-3.341	-6.271	-9.345	-11.386	-12.503	-13.137	-13.542	-14.154	-14.492	-14.559
6.000	-0.936	1.661	-3.273	-6.203	-9.277	-11.318	-12.435	-13.070	-13.474	-14.086	-14.424	-14.491
6.250	-0.864	1.733	-3.201	-6.131	-9.205	-11.246	-12.363	-12.998	-13.402	-14.014	-14.352	-14.419
6.500	-0.789	1.808	-3.126	-6.056	-9.131	-11.172	-12.288	-12.923	-13.327	-13.940	-14.277	-14.344
6.750	-0.715	1.882	-3.051	-5.982	-9.056	-11.097	-12.213	-12.848	-13.253	-13.865	-14.203	-14.270
7.000	-0.638	1.959	-2.975	-5.905	-8.979	-11.020	-12.137	-12.771	-13.176	-13.788	-14.126	-14.193
7.250	-0.557	2.040	-2.894	-5.824	-8.899	-10.939	-12.056	-12.691	-13.095	-13.708	-14.045	-14.112
7.500	-0.475	2.122	-2.812	-5.742	-8.816	-10.857	-11.974	-12.609	-13.013	-13.625	-13.963	-14.030
7.750	-0.392	2.205	-2.728	-5.659	-8.733	-10.774	-11.890	-12.525	-12.930	-13.542	-13.880	-13.947
8.000	-0.309	2.288	-2.646	-5.576	-8.650	-10.691	-11.808	-12.443	-12.847	-13.459	-13.797	-13.864
8.250	-0.225	2.371	-2.562	-5.492	-8.567	-10.608	-11.724	-12.359	-12.764	-13.376	-13.714	-13.781
8.500	-0.141	2.456	-2.478	-5.408	-8.483	-10.523	-11.640	-12.275	-12.679	-13.292	-13.629	-13.696
8.750	-0.057	2.540	-2.393	-5.324	-8.398	-10.439	-11.556	-12.190	-12.595	-13.207	-13.545	-13.612
9.000	0.028	2.625	-2.309	-5.239	-8.314	-10.354	-11.471	-12.106	-12.510	-13.123	-13.460	-13.527
9.250	0.111	2.708	-2.226	-5.156	-8.230	-10.271	-11.388	-12.023	-12.427	-13.039	-13.377	-13.444
9.500	0.193	2.790	-2.144	-5.074	-8.149	-10.190	-11.306	-11.941	-12.346	-12.958	-13.295	-13.362
9.750	0.273	2.870	-2.064	-4.994	-8.069	-10.109	-11.226	-11.861	-12.265	-12.878	-13.215	-13.282
10.000	0.352	2.949	-1.985	-4.915	-7.990	-10.030	-11.147	-11.782	-12.186	-12.799	-13.136	-13.203
10.250	0.429	3.026	-1.908	-4.838	-7.912	-9.953	-11.070	-11.705	-12.109	-12.721	-13.059	-13.126
