# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-14.071	-13.883	-13.687	-12.877	-12.380	-11.821	-11.418	-11.111	-10.876	-10.395	-9.772	-9.193
0.250	-15.691	-15.836	-15.874	-15.905	-15.746	-15.489	-15.261	-15.065	-14.906	-14.561	-14.070	-13.587
0.500	-14.153	-14.551	-14.889	-15.623	-15.778	-15.771	-15.677	-15.562	-15.458	-15.208	-14.806	-14.387
0.750	-12.345	-12.884	-13.547	-14.870	-15.344	-15.591	-15.638	-15.609	-15.562	-15.411	-15.099	-14.745
1.000	-10.571	-11.139	-12.132	-13.926	-14.701	-15.186	-15.372	-15.430	-15.442	-15.394	-15.180	-14.895
1.250	-8.971	-9.465	-10.805	-12.983	-14.032	-14.725	-15.034	-15.170	-15.236	-15.281	-15.148	-14.915
1.500	-7.560	-7.876	-9.582	-12.073	-13.395	-14.281	-14.701	-14.906	-15.019	-15.144	-15.082	-14.898
1.750	-6.319	-6.382	-8.459	-11.181	-12.774	-13.853	-14.386	-14.658	-14.815	-15.011	-15.006	-14.856
2.000	-5.218	-4.983	-7.428	-10.301	-12.157	-13.424	-14.070	-14.411	-14.613	-14.881	-14.930	-14.810
2.250	-4.212	-3.649	-6.466	-9.429	-11.536	-12.982	-13.738	-14.148	-14.396	-14.742	-14.853	-14.772
2.500	-3.266	-2.328	-5.550	-8.557	-10.912	-12.529	-13.393	-13.871	-14.166	-14.593	-14.771	-14.734
2.750	-2.360	-0.984	-4.666	-7.676	-10.281	-12.066	-13.036	-13.581	-13.924	-14.433	-14.683	-14.692
3.000	-1.484	0.404	-3.808	-6.781	-9.644	-11.594	-12.668	-13.281	-13.672	-14.263	-14.587	-14.646
3.250	-0.642	1.809	-2.983	-5.882	-9.004	-11.116	-12.292	-12.970	-13.409	-14.085	-14.483	-14.593
3.500	0.146	3.118	-2.211	-5.014	-8.375	-10.635	-11.909	-12.653	-13.138	-13.899	-14.372	-14.535
3.750	0.694	3.721	-1.671	-4.435	-7.872	-10.215	-11.557	-12.350	-12.875	-13.709	-14.253	-14.467
4.000	1.074	3.972	-1.292	-4.072	-7.473	-9.843	-11.228	-12.060	-12.617	-13.519	-14.129	-14.392
4.250	1.374	4.162	-0.989	-3.801	-7.136	-9.500	-10.911	-11.774	-12.360	-13.326	-14.002	-14.315
4.500	1.614	4.327	-0.744	-3.588	-6.854	-9.190	-10.610	-11.495	-12.106	-13.131	-13.872	-14.235
4.750	1.813	4.477	-0.541	-3.413	-6.619	-8.913	-10.328	-11.226	-11.857	-12.935	-13.740	-14.153
5.000	1.981	4.617	-0.368	-3.260	-6.422	-8.669	-10.066	-10.969	-11.613	-12.740	-13.606	-14.069
5.250	2.129	4.748	-0.216	-3.122	-6.253	-8.457	-9.826	-10.724	-11.378	-12.546	-13.471	-13.983
5.500	2.261	4.870	-0.082	-2.997	-6.107	-8.272	-9.608	-10.495	-11.152	-12.354	-13.335	-13.895
5.750	2.380	4.984	0.039	-2.881	-5.978	-8.111	-9.414	-10.283	-10.936	-12.164	-13.198	-13.806
6.000	2.490	5.090	0.150	-2.774	-5.862	-7.970	-9.240	-10.087	-10.732	-11.978	-13.060	-13.715
6.250	2.591	5.190	0.252	-2.674	-5.757	-7.846	-9.086	-9.909	-10.541	-11.795	-12.921	-13.623
6.500	2.685	5.284	0.347	-2.580	-5.660	-7.735	-8.950	-9.747	-10.363	-11.616	-12.783	-13.530
6.750	2.774	5.372	0.437	-2.492	-5.570	-7.634	-8.827	-9.601	-10.198	-11.442	-12.644	-13.435
7.000	2.858	5.456	0.521	-2.408	-5.485	-7.542	-8.718	-9.468	-10.045	-11.273	-12.506	-13.339
7.250	2.938	5.535	0.601	-2.329	-5.404	-7.457	-8.618	-9.349	-9.905	-11.110	-12.368	-13.242
7.500	3.014	5.612	0.677	-2.252	-5.328	-7.376	-8.527	-9.240	-9.777	-10.953	-12.230	-13.144
7.750	3.087	5.684	0.750	-2.180	-5.255	-7.301	-8.443	-9.141	-9.659	-10.802	-12.094	-13.046
8.000	3.157	5.754	0.820	-2.110	-5.184	-7.229	-8.364	-9.050	-9.551	-10.658	-11.958	-12.946
8.250	3.225	5.822	0.888	-2.042	-5.117	-7.160	-8.291	-8.966	-9.452	-10.521	-11.823	-12.846
8.500	3.290	5.887	0.954	-1.977	-5.051	-7.094	-8.221	-8.887	-9.360	-10.390	-11.689	-12.745
8.750	3.354	5.951	1.017	-1.913	-4.988	-7.030	-8.154	-8.814	-9.275	-10.267	-11.557	-12.644
9.000	3.415	6.012	1.078	-1.852	-4.927	-6.968	-8.090	-8.745	-9.196	-10.150	-11.427	-12.542
9.250	3.474	6.071	1.138	-1.793	-4.867	-6.908	-8.029	-8.679	-9.122	-10.041	-11.298	-12.440
