# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -6.809 -6.710 -6.566 -5.968 -5.671 -5.522 -5.258 -5.361 -5.034 -5.184 -4.909 -4.659 -4.371 -4.147 -3.687 -3.082 -2.516
0.100 -8.953 -9.443 -9.967 -11.041 -11.303 -11.383 -11.474 -11.440 -11.497 -11.458 -11.498 -11.460 -11.373 -11.278 -11.044 -10.639 -10.211
0.200 -8.384 -8.937 -9.720 -11.227 -11.684 -11.847 -12.055 -11.988 -12.168 -12.093 -12.219 -12.252 -12.238 -12.191 -12.039 -11.706 -11.325
0.300 -7.885 -8.440 -9.412 -11.188 -11.783 -12.005 -12.296 -12.208 -12.472 -12.382 -12.562 -12.645 -12.685 -12.673 -12.583 -12.303 -11.958
0.400 -7.455 -7.988 -9.114 -11.084 -11.788 -12.057 -12.412 -12.311 -12.640 -12.543 -12.762 -12.885 -12.968 -12.985 -12.946 -12.711 -12.395
0.500 -7.076 -7.573 -8.832 -10.951 -11.746 -12.055 -12.464 -12.354 -12.736 -12.638 -12.886 -13.042 -13.164 -13.206 -13.212 -13.015 -12.726
0.600 -6.740 -7.193 -8.571 -10.808 -11.682 -12.025 -12.480 -12.364 -12.792 -12.694 -12.967 -13.152 -13.307 -13.372 -13.418 -13.256 -12.990
0.700 -6.436 -6.841 -8.327 -10.660 -11.605 -11.978 -12.474 -12.353 -12.820 -12.726 -13.019 -13.228 -13.414 -13.500 -13.582 -13.453 -13.208
0.800 -6.157 -6.511 -8.097 -10.512 -11.519 -11.920 -12.452 -12.327 -12.829 -12.740 -13.049 -13.282 -13.495 -13.600 -13.717 -13.617 -13.393
0.900 -5.900 -6.200 -7.881 -10.365 -11.430 -11.855 -12.420 -12.292 -12.826 -12.742 -13.066 -13.319 -13.558 -13.681 -13.830 -13.758 -13.552
1.000 -5.662 -5.907 -7.677 -10.220 -11.337 -11.785 -12.379 -12.250 -12.812 -12.735 -13.071 -13.342 -13.606 -13.745 -13.924 -13.880 -13.692
1.100 -5.440 -5.628 -7.483 -10.077 -11.242 -11.711 -12.333 -12.202 -12.790 -12.720 -13.067 -13.356 -13.642 -13.797 -14.005 -13.986 -13.815
1.200 -5.232 -5.363 -7.301 -9.939 -11.148 -11.637 -12.284 -12.152 -12.764 -12.701 -13.058 -13.362 -13.670 -13.840 -14.075 -14.080 -13.926
1.300 -5.035 -5.107 -7.124 -9.802 -11.053 -11.559 -12.230 -12.098 -12.731 -12.677 -13.042 -13.361 -13.689 -13.874 -14.135 -14.163 -14.025
1.400 -4.848 -4.861 -6.956 -9.670 -10.959 -11.482 -12.175 -12.043 -12.696 -12.649 -13.022 -13.355 -13.703 -13.901 -14.187 -14.238 -14.115
1.500 -4.670 -4.622 -6.794 -9.539 -10.865 -11.404 -12.117 -11.985 -12.658 -12.619 -12.998 -13.344 -13.710 -13.921 -14.232 -14.304 -14.196
