# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -10.997 -10.792 -10.588 -9.728 -9.360 -9.181 -8.869 -8.994 -8.612 -8.797 -8.471 -8.189 -7.874 -7.630 -7.137 -6.502 -5.914
0.100 -15.286 -15.282 -15.205 -14.882 -14.685 -14.582 -14.396 -14.465 -14.231 -14.329 -14.137 -13.944 -13.714 -13.529 -13.143 -12.608 -12.094
0.200 -14.665 -14.849 -14.929 -15.074 -15.020 -14.976 -14.886 -14.917 -14.787 -14.830 -14.727 -14.594 -14.422 -14.275 -13.957 -13.485 -13.015
0.300 -13.677 -14.028 -14.299 -14.892 -14.987 -15.004 -15.006 -15.003 -14.972 -14.971 -14.947 -14.868 -14.749 -14.637 -14.380 -13.963 -13.530
0.400 -12.552 -13.029 -13.516 -14.528 -14.776 -14.856 -14.950 -14.917 -14.983 -14.945 -14.993 -14.969 -14.903 -14.826 -14.629 -14.265 -13.867
0.500 -11.340 -11.894 -12.617 -14.019 -14.429 -14.576 -14.766 -14.704 -14.869 -14.801 -14.918 -14.950 -14.940 -14.900 -14.767 -14.457 -14.096
0.600 -10.052 -10.620 -11.608 -13.379 -13.963 -14.182 -14.472 -14.385 -14.651 -14.564 -14.746 -14.836 -14.889 -14.888 -14.825 -14.574 -14.253
0.700 -8.713 -9.217 -10.504 -12.619 -13.391 -13.689 -14.084 -13.977 -14.348 -14.251 -14.493 -14.645 -14.765 -14.809 -14.821 -14.635 -14.355
0.800 -7.399 -7.751 -9.361 -11.774 -12.743 -13.124 -13.627 -13.504 -13.978 -13.885 -14.181 -14.395 -14.587 -14.678 -14.771 -14.654 -14.419
0.900 -6.245 -6.410 -8.293 -10.909 -12.069 -12.530 -13.137 -13.006 -13.576 -13.498 -13.838 -14.111 -14.376 -14.515 -14.692 -14.645 -14.456
1.000 -5.377 -5.451 -7.429 -10.119 -11.429 -11.959 -12.654 -12.521 -13.173 -13.120 -13.492 -13.818 -14.151 -14.337 -14.596 -14.619 -14.475
1.100 -4.788 -4.885 -6.820 -9.484 -10.875 -11.451 -12.211 -12.080 -12.794 -12.769 -13.163 -13.533 -13.927 -14.155 -14.491 -14.581 -14.483
1.200 -4.372 -4.496 -6.402 -9.027 -10.437 -11.035 -11.833 -11.707 -12.461 -12.463 -12.870 -13.272 -13.716 -13.981 -14.386 -14.538 -14.482
1.300 -4.030 -4.149 -6.075 -8.695 -10.098 -10.703 -11.520 -11.398 -12.175 -12.199 -12.613 -13.037 -13.521 -13.815 -14.280 -14.489 -14.474
1.400 -3.731 -3.798 -5.800 -8.449 -9.872 -10.487 -11.321 -11.202 -11.994 -12.031 -12.450 -12.886 -13.392 -13.703 -14.197 -14.432 -14.435
1.500 -3.430 -3.424 -5.525 -8.213 -9.669 -10.299 -11.152 -11.035 -11.844 -11.893 -12.316 -12.764 -13.288 -13.610 -14.127 -14.380 -14.394
1.600 -3.118 -3.027 -5.236 -7.965 -9.459 -10.104 -10.977 -10.862 -11.689 -11.750 -12.178 -12.638 -13.181 -13.518 -14.060 -14.335 -14.364
1.700 -2.794 -2.602 -4.934 -7.704 -9.241 -9.903 -10.797 -10.684 -11.530 -11.604 -12.037 -12.509 -13.073 -13.425 -13.995 -14.295 -14.341
1.800 -2.486 -2.154 -4.646 -7.465 -9.065 -9.748 -10.665 -10.554 -11.416 -11.499 -11.936 -12.417 -12.994 -13.354 -13.939 -14.252 -14.307
1.900 -2.204 -1.684 -4.381 -7.249 -8.932 -9.641 -10.583 -10.472 -11.349 -11.437 -11.877 -12.363 -12.944 -13.306 -13.893 -14.207 -14.262
2.000 -1.931 -1.193 -4.119 -7.029 -8.797 -9.533 -10.500 -10.389 -11.282 -11.374 -11.818 -12.310 -12.896 -13.260 -13.850 -14.164 -14.219
2.100 -1.670 -0.680 -3.865 -6.807 -8.662 -9.423 -10.414 -10.305 -11.213 -11.310 -11.758 -12.255 -12.846 -13.214 -13.806 -14.122 -14.177
2.200 -1.427 -0.156 -3.625 -6.588 -8.528 -9.314 -10.328 -10.220 -11.142 -11.245 -11.696 -12.198 -12.795 -13.166 -13.761 -14.079 -14.135
2.300 -1.208 0.364 -3.406 -6.381 -8.399 -9.208 -10.243 -10.136 -11.071 -11.180 -11.633 -12.141 -12.744 -13.117 -13.717 -14.037 -14.094
2.400 -1.015 0.859 -3.210 -6.189 -8.277 -9.105 -10.159 -10.053 -11.000 -11.114 -11.570 -12.082 -12.691 -13.067 -13.671 -13.993 -14.051
2.500 -0.848 1.307 -3.040 -6.015 -8.163 -9.007 -10.077 -9.972 -10.929 -11.049 -11.506 -12.023 -12.637 -13.016 -13.624 -13.949 -14.008
2.600 -0.705 1.683 -2.893 -5.863 -8.057 -8.914 -9.996 -9.894 -10.858 -10.982 -11.442 -11.962 -12.581 -12.963 -13.575 -13.902 -13.963
2.700 -0.584 1.974 -2.770 -5.732 -7.960 -8.827 -9.919 -9.818 -10.789 -10.917 -11.378 -11.901 -12.525 -12.909 -13.525 -13.855 -13.917
2.800 -0.480 2.184 -2.664 -5.619 -7.871 -8.745 -9.845 -9.745 -10.721 -10.852 -11.314 -11.840 -12.467 -12.854 -13.474 -13.806 -13.870
2.900 -0.390 2.332 -2.573 -5.523 -7.790 -8.668 -9.773 -9.674 -10.653 -10.788 -11.250 -11.778 -12.408 -12.797 -13.420 -13.756 -13.822
3.000 -0.315 2.431 -2.497 -5.444 -7.718 -8.599 -9.707 -9.608 -10.589 -10.725 -11.188 -11.717 -12.350 -12.740 -13.366 -13.703 -13.770
3.100 -0.260 2.486 -2.442 -5.389 -7.663 -8.544 -9.652 -9.553 -10.534 -10.671 -11.133 -11.662 -12.295 -12.685 -13.311 -13.648 -13.715
3.200 -0.204 2.542 -2.386 -5.334 -7.607 -8.488 -9.596 -9.497 -10.479 -10.615 -11.077 -11.607 -12.239 -12.629 -13.255 -13.592 -13.660
3.300 -0.147 2.598 -2.330 -5.277 -7.551 -8.432 -9.540 -9.440 -10.422 -10.558 -11.021 -11.550 -12.183 -12.573 -13.198 -13.536 -13.603
