# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-13.970	-13.782	-13.585	-12.774	-12.277	-11.718	-11.314	-11.007	-10.772	-10.291	-9.667	-9.088
0.250	-15.693	-15.826	-15.854	-15.855	-15.686	-15.420	-15.187	-14.988	-14.828	-14.480	-13.985	-13.500
0.500	-14.268	-14.651	-14.965	-15.649	-15.778	-15.751	-15.646	-15.525	-15.417	-15.158	-14.748	-14.323
0.750	-12.569	-13.098	-13.727	-14.993	-15.429	-15.644	-15.672	-15.630	-15.574	-15.407	-15.080	-14.715
1.000	-10.850	-11.419	-12.372	-14.117	-14.856	-15.309	-15.472	-15.514	-15.515	-15.445	-15.207	-14.904
1.250	-9.307	-9.822	-11.097	-13.214	-14.221	-14.882	-15.170	-15.290	-15.345	-15.368	-15.213	-14.965
1.500	-8.038	-8.423	-10.003	-12.399	-13.640	-14.473	-14.864	-15.051	-15.151	-15.253	-15.168	-14.966
1.750	-7.075	-7.327	-9.126	-11.693	-13.129	-14.109	-14.588	-14.830	-14.969	-15.138	-15.113	-14.954
2.000	-6.393	-6.567	-8.477	-11.118	-12.695	-13.796	-14.355	-14.646	-14.818	-15.040	-15.056	-14.919
2.250	-5.912	-6.046	-8.014	-10.681	-12.335	-13.518	-14.139	-14.474	-14.675	-14.949	-15.007	-14.895
2.500	-5.545	-5.639	-7.668	-10.359	-12.048	-13.278	-13.943	-14.311	-14.539	-14.860	-14.962	-14.879
2.750	-5.238	-5.276	-7.385	-10.111	-11.823	-13.078	-13.770	-14.162	-14.410	-14.774	-14.918	-14.866
3.000	-4.975	-4.942	-7.145	-9.914	-11.652	-12.918	-13.624	-14.032	-14.295	-14.693	-14.876	-14.854
3.250	-4.728	-4.611	-6.920	-9.734	-11.510	-12.788	-13.502	-13.918	-14.191	-14.617	-14.834	-14.842
3.500	-4.501	-4.294	-6.712	-9.569	-11.392	-12.685	-13.403	-13.824	-14.102	-14.547	-14.795	-14.830
3.750	-4.282	-3.976	-6.509	-9.405	-11.283	-12.598	-13.321	-13.744	-14.025	-14.484	-14.756	-14.816
4.000	-4.073	-3.665	-6.315	-9.245	-11.182	-12.524	-13.253	-13.678	-13.961	-14.428	-14.720	-14.803
4.250	-3.872	-3.359	-6.126	-9.085	-11.084	-12.458	-13.197	-13.624	-13.907	-14.379	-14.685	-14.788
4.500	-3.672	-3.049	-5.937	-8.921	-10.984	-12.393	-13.146	-13.577	-13.861	-14.336	-14.653	-14.773
4.750	-3.480	-2.746	-5.754	-8.759	-10.886	-12.332	-13.100	-13.537	-13.823	-14.299	-14.624	-14.759
5.000	-3.292	-2.444	-5.574	-8.594	-10.786	-12.270	-13.057	-13.501	-13.790	-14.267	-14.597	-14.744
5.250	-3.104	-2.138	-5.392	-8.425	-10.682	-12.206	-13.013	-13.466	-13.759	-14.239	-14.573	-14.730
5.500	-2.921	-1.837	-5.215	-8.257	-10.578	-12.143	-12.971	-13.434	-13.732	-14.215	-14.552	-14.716
5.750	-2.739	-1.535	-5.039	-8.086	-10.471	-12.076	-12.927	-13.402	-13.706	-14.194	-14.532	-14.703
6.000	-2.559	-1.232	-4.863	-7.912	-10.362	-12.008	-12.882	-13.370	-13.680	-14.175	-14.515	-14.691
6.250	-2.380	-0.929	-4.688	-7.736	-10.250	-11.937	-12.835	-13.336	-13.655	-14.158	-14.500	-14.680
6.500	-2.202	-0.624	-4.514	-7.558	-10.136	-11.864	-12.786	-13.301	-13.628	-14.141	-14.486	-14.669
6.750	-2.024	-0.319	-4.340	-7.377	-10.019	-11.788	-12.735	-13.265	-13.601	-14.125	-14.474	-14.659
7.000	-1.846	-0.011	-4.165	-7.193	-9.900	-11.709	-12.681	-13.226	-13.572	-14.109	-14.462	-14.649
7.250	-1.668	0.298	-3.990	-7.007	-9.777	-11.627	-12.625	-13.185	-13.541	-14.092	-14.451	-14.640
7.500	-1.491	0.607	-3.816	-6.819	-9.654	-11.544	-12.567	-13.143	-13.509	-14.075	-14.441	-14.632
7.750	-1.314	0.917	-3.642	-6.628	-9.527	-11.458	-12.506	-13.098	-13.475	-14.057	-14.431	-14.624
8.000	-1.135	1.231	-3.466	-6.433	-9.397	-11.369	-12.443	-13.051	-13.439	-14.037	-14.420	-14.616
8.250	-0.955	1.548	-3.289	-6.235	-9.264	-11.277	-12.376	-13.001	-13.400	-14.016	-14.410	-14.608
8.500	-0.828	1.769	-3.165	-6.095	-9.169	-11.210	-12.327	-12.963	-13.370	-13.998	-14.397	-14.595
8.750	-0.821	1.776	-3.158	-6.088	-9.162	-11.203	-12.320	-12.956	-13.362	-13.987	-14.380	-14.572
9.000	-0.812	1.785	-3.149	-6.079	-9.154	-11.194	-12.311	-12.947	-13.353	-13.976	-14.363	-14.549
9.250	-0.802	1.795	-3.139	-6.069	-9.144	-11.185	-12.302	-12.937	-13.342	-13.964	-14.346	-14.526
9.500	-0.792	1.805	-3.129	-6.059	-9.133	-11.174	-12.291	-12.926	-13.331	-13.951	-14.329	-14.502
9.750	-0.780	1.817	-3.117	-6.047	-9.122	-11.162	-12.279	-12.914	-13.319	-13.938	-14.311	-14.479
10.000	-0.768	1.829	-3.104	-6.035	-9.109	-11.150	-12.267	-12.902	-13.307	-13.924	-14.294	-14.455
10.250	-0.754	1.843	-3.091	-6.021	-9.096	-11.137	-12.253	-12.888	-13.293	-13.910	-14.276	-14.432
10.500	-0.740	1.857	-3.077	-6.007	-9.082	-11.122	-12.239	-12.874	-13.279	-13.895	-14.258	-14.408
10.750	-0.725	1.872	-3.062	-5.992	-9.066	-11.107	-12.224	-12.859	-13.263	-13.879	-14.239	-14.385
11.000	-0.709	1.888	-3.046	-5.976	-9.050	-11.091	-12.208	-12.843	-13.247	-13.862	-14.220	-14.360
11.250	-0.692	1.905	-3.029	-5.959	-9.033	-11.074	-12.191	-12.826	-13.230	-13.845	-14.200	-14.336
11.500	-0.674	1.923	-3.011	-5.941	-9.015	-11.056	-12.173	-12.808	-13.212	-13.826	-14.180	-14.311
11.750	-0.655	1.942	-2.992	-5.922	-8.997	-11.038	-12.154	-12.789	-13.194	-13.808	-14.159	-14.287
12.000	-0.636	1.961	-2.973	-5.903	-8.978	-11.019	-12.135	-12.770	-13.175	-13.788	-14.138	-14.262
12.250	-0.616	1.981	-2.953	-5.883	-8.958	-10.998	-12.115	-12.750	-13.155	-13.768	-14.117	-14.236
12.500	-0.595	2.002	-2.932	-5.862	-8.937	-10.978	-12.094	-12.729	-13.134	-13.747	-14.094	-14.211
12.750	-0.574	2.023	-2.911	-5.841	-8.915	-10.956	-12.073	-12.708	-13.112	-13.725	-14.072	-14.185
13.000	-0.552	2.045	-2.889	-5.819	-8.893	-10.934	-12.051	-12.685	-13.090	-13.703	-14.048	-14.158
13.250	-0.529	2.068	-2.865	-5.796	-8.870	-10.911	-12.028	-12.662	-13.067	-13.680	-14.024	-14.131
13.500	-0.505	2.092	-2.842	-5.772	-8.847	-10.887	-12.004	-12.639	-13.043	-13.656	-14.000	-14.104
13.750	-0.481	2.116	-2.818	-5.748	-8.822	-10.863	-11.980	-12.615	-13.019	-13.632	-13.975	-14.077
14.000	-0.456	2.141	-2.793	-5.723	-8.798	-10.839	-11.955	-12.590	-12.995	-13.607	-13.950	-14.049
14.250	-0.431	2.166	-2.768	-5.698	-8.772	-10.813	-11.930	-12.565	-12.969	-13.582	-13.924	-14.021
14.500	-0.405	2.192	-2.742	-5.672	-8.746	-10.787	-11.904	-12.539	-12.943	-13.556	-13.897	-13.992
14.750	-0.378	2.219	-2.715	-5.645	-8.720	-10.761	-11.877	-12.512	-12.917	-13.529	-13.870	-13.963
15.000	-0.351	2.246	-2.688	-5.618	-8.693	-10.733	-11.850	-12.485	-12.889	-13.502	-13.843	-13.934
15.250	-0.323	2.274	-2.660	-5.590	-8.665	-10.706	-11.822	-12.457	-12.862	-13.474	-13.814	-13.904
15.500	-0.295	2.302	-2.632	-5.562	-8.637	-10.677	-11.794	-12.429	-12.833	-13.446	-13.786	-13.874
15.750	-0.266	2.331	-2.603	-5.533	-8.608	-10.649	-11.765	-12.400	-12.805	-13.417	-13.757	-13.844
16.000	-0.237	2.360	-2.574	-5.504	-8.579	-10.620	-11.736	-12.371	-12.776	-13.388	-13.728	-13.813
16.250	-0.208	2.389	-2.545	-5.475	-8.550	-10.590	-11.707	-12.342	-12.746	-13.359	-13.698	-13.782
16.500	-0.178	2.419	-2.515	-5.445	-8.520	-10.560	-11.677	-12.312	-12.716	-13.329	-13.668	-13.751
16.750	-0.148	2.449	-2.485	-5.415	-8.489	-10.530	-11.647	-12.281	-12.686	-13.298	-13.637	-13.719
17.000	-0.117	2.480	-2.454	-5.384	-8.458	-10.499	-11.616	-12.251	-12.655	-13.267	-13.606	-13.687
17.250	-0.086	2.511	-2.423	-5.353	-8.427	-10.468	-11.585	-12.220	-12.624	-13.236	-13.575	-13.655
17.500	-0.054	2.543	-2.391	-5.321	-8.396	-10.437	-11.553	-12.188	-12.593	-13.205	-13.543	-13.623
17.750	-0.023	2.574	-2.359	-5.290	-8.364	-10.405	-11.521	-12.156	-12.561	-13.173	-13.512	-13.590
