# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-14.176	-13.995	-13.802	-13.009	-12.521	-11.969	-11.570	-11.266	-11.033	-10.555	-9.935	-9.359
0.250	-15.001	-15.237	-15.367	-15.637	-15.581	-15.410	-15.229	-15.062	-14.924	-14.614	-14.156	-13.697
0.500	-12.681	-13.174	-13.692	-14.765	-15.104	-15.257	-15.259	-15.207	-15.147	-14.977	-14.653	-14.292
0.750	-10.428	-11.002	-11.942	-13.658	-14.360	-14.783	-14.933	-14.973	-14.975	-14.917	-14.701	-14.422
1.000	-8.490	-8.971	-10.316	-12.519	-13.592	-14.290	-14.593	-14.721	-14.780	-14.813	-14.672	-14.439
1.250	-6.931	-7.252	-8.895	-11.389	-12.800	-13.761	-14.222	-14.445	-14.566	-14.696	-14.625	-14.426
1.500	-5.627	-5.813	-7.668	-10.309	-12.004	-13.199	-13.809	-14.127	-14.313	-14.550	-14.566	-14.422
1.750	-4.421	-4.446	-6.537	-9.274	-11.212	-12.617	-13.368	-13.778	-14.028	-14.377	-14.489	-14.407
2.000	-3.226	-2.999	-5.420	-8.246	-10.418	-12.020	-12.905	-13.405	-13.719	-14.181	-14.392	-14.376
2.250	-2.029	-1.418	-4.287	-7.188	-9.613	-11.408	-12.426	-13.014	-13.391	-13.965	-14.277	-14.330
2.500	-0.847	0.292	-3.150	-6.081	-8.791	-10.783	-11.931	-12.606	-13.047	-13.734	-14.148	-14.270
2.750	0.298	2.100	-2.038	-4.933	-7.957	-10.147	-11.425	-12.186	-12.689	-13.490	-14.005	-14.199
3.000	1.356	3.870	-1.007	-3.809	-7.136	-9.512	-10.914	-11.757	-12.322	-13.235	-13.853	-14.118
3.250	2.196	5.116	-0.184	-2.916	-6.408	-8.912	-10.414	-11.331	-11.953	-12.974	-13.691	-14.028
3.500	2.559	5.325	0.188	-2.610	-5.972	-8.443	-9.975	-10.936	-11.600	-12.713	-13.522	-13.928
3.750	2.824	5.503	0.463	-2.389	-5.639	-8.038	-9.567	-10.555	-11.253	-12.449	-13.349	-13.823
4.000	3.026	5.662	0.674	-2.213	-5.388	-7.700	-9.197	-10.193	-10.915	-12.185	-13.172	-13.714
4.250	3.191	5.806	0.845	-2.062	-5.191	-7.424	-8.869	-9.856	-10.590	-11.922	-12.991	-13.600
4.500	3.334	5.940	0.992	-1.926	-5.029	-7.200	-8.584	-9.545	-10.281	-11.662	-12.809	-13.483
4.750	3.462	6.062	1.122	-1.802	-4.892	-7.016	-8.341	-9.265	-9.990	-11.404	-12.624	-13.363
5.000	3.579	6.178	1.240	-1.686	-4.769	-6.863	-8.135	-9.016	-9.720	-11.151	-12.437	-13.240
5.250	3.688	6.286	1.350	-1.578	-4.656	-6.730	-7.959	-8.796	-9.473	-10.904	-12.250	-13.114
