# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -6.758 -6.650 -6.500 -5.881 -5.579 -5.427 -5.160 -5.264 -4.934 -5.086 -4.808 -4.555 -4.266 -4.040 -3.578 -2.971 -2.404
0.100 -9.889 -10.265 -10.593 -11.329 -11.485 -11.526 -11.562 -11.546 -11.549 -11.532 -11.533 -11.467 -11.357 -11.247 -10.990 -10.566 -10.126
0.200 -9.694 -10.162 -10.657 -11.720 -12.014 -12.115 -12.242 -12.198 -12.298 -12.249 -12.321 -12.315 -12.264 -12.195 -12.009 -11.649 -11.251
0.300 -9.431 -9.949 -10.571 -11.848 -12.236 -12.378 -12.565 -12.505 -12.670 -12.604 -12.721 -12.755 -12.747 -12.707 -12.573 -12.259 -11.893
0.400 -9.173 -9.719 -10.447 -11.888 -12.350 -12.524 -12.757 -12.685 -12.899 -12.824 -12.973 -13.037 -13.064 -13.047 -12.955 -12.678 -12.338
0.500 -8.921 -9.481 -10.306 -11.883 -12.406 -12.608 -12.879 -12.798 -13.052 -12.971 -13.146 -13.235 -13.291 -13.294 -13.237 -12.994 -12.676
0.600 -8.683 -9.249 -10.162 -11.856 -12.433 -12.658 -12.961 -12.874 -13.161 -13.077 -13.272 -13.383 -13.464 -13.484 -13.459 -13.245 -12.947
0.700 -8.458 -9.021 -10.017 -11.813 -12.439 -12.685 -13.017 -12.924 -13.240 -13.154 -13.367 -13.496 -13.599 -13.635 -13.639 -13.451 -13.172
0.800 -8.243 -8.798 -9.871 -11.760 -12.432 -12.696 -13.054 -12.956 -13.299 -13.211 -13.439 -13.586 -13.709 -13.759 -13.789 -13.625 -13.363
0.900 -8.039 -8.581 -9.729 -11.701 -12.415 -12.697 -13.079 -12.976 -13.342 -13.255 -13.496 -13.657 -13.799 -13.862 -13.917 -13.775 -13.529
1.000 -7.843 -8.367 -9.587 -11.636 -12.390 -12.688 -13.092 -12.986 -13.374 -13.287 -13.540 -13.715 -13.873 -13.948 -14.026 -13.906 -13.675
1.100 -7.653 -8.156 -9.446 -11.566 -12.358 -12.672 -13.097 -12.988 -13.396 -13.309 -13.573 -13.761 -13.935 -14.022 -14.121 -14.021 -13.804
1.200 -7.473 -7.951 -9.310 -11.495 -12.324 -12.652 -13.096 -12.985 -13.411 -13.326 -13.600 -13.799 -13.989 -14.085 -14.204 -14.124 -13.920
1.300 -7.296 -7.747 -9.173 -11.419 -12.284 -12.627 -13.089 -12.975 -13.420 -13.336 -13.618 -13.829 -14.033 -14.140 -14.278 -14.215 -14.025
1.400 -7.127 -7.548 -9.040 -11.343 -12.242 -12.598 -13.079 -12.962 -13.424 -13.341 -13.632 -13.854 -14.070 -14.187 -14.343 -14.298 -14.120
1.500 -6.962 -7.350 -8.906 -11.263 -12.195 -12.566 -13.063 -12.945 -13.422 -13.342 -13.641 -13.872 -14.102 -14.227 -14.401 -14.373 -14.207
1.600 -6.803 -7.156 -8.777 -11.184 -12.149 -12.532 -13.046 -12.925 -13.418 -13.340 -13.646 -13.887 -14.129 -14.263 -14.454 -14.442 -14.288
1.700 -6.647 -6.964 -8.648 -11.102 -12.099 -12.495 -13.025 -12.903 -13.411 -13.334 -13.647 -13.897 -14.151 -14.294 -14.501 -14.504 -14.361
1.800 -6.496 -6.773 -8.520 -11.019 -12.047 -12.455 -13.001 -12.877 -13.400 -13.326 -13.645 -13.904 -14.169 -14.320 -14.543 -14.562 -14.430
1.900 -6.347 -6.583 -8.393 -10.935 -11.993 -12.414 -12.975 -12.850 -13.386 -13.314 -13.640 -13.908 -14.184 -14.343 -14.581 -14.614 -14.493
2.000 -6.202 -6.395 -8.268 -10.849 -11.938 -12.371 -12.947 -12.820 -13.370 -13.301 -13.633 -13.909 -14.196 -14.362 -14.615 -14.662 -14.552
2.100 -6.060 -6.208 -8.144 -10.763 -11.882 -12.326 -12.917 -12.789 -13.353 -13.286 -13.624 -13.907 -14.205 -14.378 -14.646 -14.707 -14.607
2.200 -5.920 -6.023 -8.021 -10.675 -11.823 -12.280 -12.885 -12.756 -13.332 -13.269 -13.612 -13.903 -14.211 -14.392 -14.673 -14.748 -14.659
2.300 -5.784 -5.838 -7.899 -10.587 -11.764 -12.232 -12.851 -12.722 -13.311 -13.250 -13.598 -13.897 -14.215 -14.403 -14.698 -14.787 -14.707
2.400 -5.648 -5.652 -7.777 -10.496 -11.703 -12.182 -12.815 -12.685 -13.286 -13.229 -13.582 -13.889 -14.216 -14.411 -14.720 -14.821 -14.751
2.500 -5.518 -5.471 -7.660 -10.408 -11.644 -12.135 -12.783 -12.652 -13.266 -13.212 -13.570 -13.884 -14.221 -14.423 -14.742 -14.853 -14.790
2.600 -5.388 -5.287 -7.541 -10.318 -11.586 -12.090 -12.753 -12.622 -13.250 -13.199 -13.563 -13.885 -14.231 -14.438 -14.765 -14.880 -14.818
2.700 -5.262 -5.104 -7.424 -10.228 -11.527 -12.043 -12.723 -12.591 -13.232 -13.185 -13.554 -13.883 -14.238 -14.451 -14.785 -14.905 -14.845
2.800 -5.136 -4.920 -7.307 -10.136 -11.466 -11.995 -12.690 -12.557 -13.212 -13.169 -13.543 -13.880 -14.244 -14.462 -14.804 -14.929 -14.871
2.900 -5.015 -4.740 -7.194 -10.046 -11.406 -11.948 -12.657 -12.525 -13.192 -13.153 -13.532 -13.876 -14.249 -14.472 -14.822 -14.952 -14.896
3.000 -4.893 -4.557 -7.079 -9.953 -11.344 -11.897 -12.622 -12.489 -13.170 -13.135 -13.518 -13.870 -14.252 -14.480 -14.838 -14.973 -14.919
3.100 -4.773 -4.374 -6.965 -9.859 -11.281 -11.846 -12.586 -12.453 -13.146 -13.115 -13.503 -13.862 -14.253 -14.486 -14.853 -14.992 -14.941
3.200 -4.654 -4.191 -6.851 -9.764 -11.216 -11.794 -12.548 -12.415 -13.121 -13.094 -13.486 -13.852 -14.252 -14.491 -14.866 -15.010 -14.962
3.300 -4.536 -4.006 -6.737 -9.668 -11.150 -11.740 -12.509 -12.376 -13.094 -13.072 -13.468 -13.841 -14.250 -14.494 -14.877 -15.027 -14.981
3.400 -4.421 -3.825 -6.627 -9.573 -11.085 -11.687 -12.470 -12.338 -13.067 -13.050 -13.449 -13.830 -14.247 -14.497 -14.888 -15.044 -15.000
3.500 -4.306 -3.641 -6.514 -9.475 -11.018 -11.631 -12.428 -12.297 -13.038 -13.026 -13.429 -13.816 -14.242 -14.497 -14.897 -15.058 -15.018
3.600 -4.193 -3.457 -6.404 -9.377 -10.951 -11.576 -12.387 -12.256 -13.008 -13.001 -13.408 -13.802 -14.236 -14.497 -14.905 -15.072 -15.034
3.700 -4.080 -3.272 -6.293 -9.278 -10.882 -11.519 -12.343 -12.213 -12.977 -12.975 -13.385 -13.786 -14.229 -14.495 -14.911 -15.084 -15.050
3.800 -3.968 -3.085 -6.182 -9.177 -10.811 -11.460 -12.299 -12.169 -12.944 -12.948 -13.361 -13.768 -14.220 -14.492 -14.916 -15.095 -15.064
