# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-8.999	-8.999	-8.934	-8.686	-8.444	-8.121	-7.852	-7.629	-7.451	-7.067	-6.534	-6.020
0.250	-10.934	-11.320	-11.627	-12.281	-12.394	-12.380	-12.311	-12.230	-12.158	-11.982	-11.667	-11.317
0.500	-10.688	-11.183	-11.692	-12.733	-13.029	-13.139	-13.124	-13.073	-13.023	-12.893	-12.635	-12.338
0.750	-10.370	-10.917	-11.582	-12.888	-13.328	-13.541	-13.574	-13.547	-13.511	-13.407	-13.182	-12.917
1.000	-10.046	-10.617	-11.416	-12.929	-13.491	-13.796	-13.875	-13.872	-13.850	-13.765	-13.555	-13.301
1.250	-9.736	-10.313	-11.232	-12.916	-13.585	-13.972	-14.096	-14.118	-14.110	-14.043	-13.839	-13.581
1.500	-9.438	-10.008	-11.039	-12.867	-13.635	-14.096	-14.261	-14.306	-14.312	-14.265	-14.069	-13.812
1.750	-9.149	-9.703	-10.839	-12.795	-13.653	-14.182	-14.386	-14.454	-14.474	-14.446	-14.262	-14.008
2.000	-8.869	-9.398	-10.636	-12.707	-13.649	-14.243	-14.482	-14.571	-14.605	-14.597	-14.426	-14.178
2.250	-8.602	-9.098	-10.435	-12.608	-13.631	-14.284	-14.558	-14.668	-14.714	-14.727	-14.569	-14.327
2.500	-8.339	-8.797	-10.231	-12.497	-13.597	-14.308	-14.615	-14.745	-14.804	-14.837	-14.694	-14.459
2.750	-8.081	-8.493	-10.025	-12.376	-13.552	-14.318	-14.658	-14.807	-14.879	-14.932	-14.804	-14.577
3.000	-7.831	-8.194	-9.821	-12.251	-13.499	-14.318	-14.689	-14.857	-14.942	-15.014	-14.901	-14.682
3.250	-7.579	-7.885	-9.611	-12.114	-13.434	-14.306	-14.708	-14.895	-14.992	-15.084	-14.987	-14.777
3.500	-7.336	-7.581	-9.404	-11.974	-13.364	-14.287	-14.719	-14.924	-15.034	-15.146	-15.065	-14.863
3.750	-7.095	-7.273	-9.195	-11.827	-13.287	-14.260	-14.722	-14.945	-15.067	-15.199	-15.134	-14.942
4.000	-6.850	-6.956	-8.980	-11.670	-13.200	-14.223	-14.715	-14.957	-15.091	-15.244	-15.194	-15.012
4.250	-6.615	-6.644	-8.770	-11.513	-13.111	-14.183	-14.704	-14.964	-15.110	-15.283	-15.249	-15.077
4.500	-6.375	-6.320	-8.554	-11.345	-13.012	-14.133	-14.684	-14.962	-15.121	-15.314	-15.297	-15.134
4.750	-6.137	-5.993	-8.336	-11.171	-12.909	-14.078	-14.658	-14.955	-15.126	-15.339	-15.339	-15.187
5.000	-5.903	-5.666	-8.120	-10.995	-12.801	-14.019	-14.628	-14.943	-15.126	-15.360	-15.376	-15.234
5.250	-5.667	-5.329	-7.899	-10.810	-12.687	-13.953	-14.591	-14.925	-15.120	-15.375	-15.408	-15.277
5.500	-5.429	-4.985	-7.675	-10.618	-12.565	-13.880	-14.549	-14.901	-15.109	-15.384	-15.435	-15.315
5.750	-5.193	-4.638	-7.452	-10.422	-12.441	-13.804	-14.502	-14.872	-15.093	-15.390	-15.458	-15.349
6.000	-4.958	-4.286	-7.227	-10.221	-12.312	-13.724	-14.451	-14.840	-15.073	-15.391	-15.477	-15.379
6.250	-4.718	-3.922	-6.997	-10.010	-12.174	-13.636	-14.393	-14.801	-15.047	-15.387	-15.492	-15.405
6.500	-4.479	-3.553	-6.765	-9.794	-12.032	-13.543	-14.331	-14.758	-15.017	-15.379	-15.502	-15.427
6.750	-4.240	-3.179	-6.534	-9.573	-11.887	-13.447	-14.266	-14.711	-14.984	-15.368	-15.509	-15.446
7.000	-4.002	-2.800	-6.302	-9.347	-11.737	-13.347	-14.196	-14.661	-14.946	-15.353	-15.513	-15.462
7.250	-3.760	-2.411	-6.065	-9.113	-11.580	-13.241	-14.121	-14.605	-14.904	-15.333	-15.513	-15.475
7.500	-3.518	-2.015	-5.828	-8.872	-11.419	-13.130	-14.041	-14.545	-14.857	-15.310	-15.509	-15.484
7.750	-3.273	-1.610	-5.587	-8.626	-11.252	-13.014	-13.956	-14.480	-14.806	-15.283	-15.502	-15.490
8.000	-3.029	-1.203	-5.348	-8.375	-11.082	-12.895	-13.868	-14.412	-14.752	-15.252	-15.492	-15.493
8.250	-2.786	-0.792	-5.108	-8.120	-10.909	-12.772	-13.777	-14.340	-14.694	-15.218	-15.479	-15.494
8.500	-2.540	-0.375	-4.866	-7.860	-10.730	-12.644	-13.680	-14.264	-14.632	-15.181	-15.463	-15.492
8.750	-2.294	0.043	-4.625	-7.595	-10.547	-12.511	-13.580	-14.184	-14.566	-15.140	-15.443	-15.487
9.000	-2.049	0.460	-4.383	-7.328	-10.361	-12.375	-13.475	-14.099	-14.496	-15.095	-15.420	-15.479
9.250	-1.903	0.694	-4.240	-7.170	-10.245	-12.286	-13.402	-14.037	-14.442	-15.054	-15.392	-15.459
9.500	-1.868	0.729	-4.205	-7.135	-10.210	-12.251	-13.367	-14.002	-14.407	-15.019	-15.357	-15.424
9.750	-1.832	0.765	-4.169	-7.099	-10.174	-12.215	-13.331	-13.966	-14.371	-14.983	-15.320	-15.387
10.000	-1.795	0.802	-4.131	-7.062	-10.136	-12.177	-13.293	-13.928	-14.333	-14.945	-15.283	-15.350
10.250	-1.755	0.842	-4.092	-7.022	-10.097	-12.138	-13.254	-13.889	-14.294	-14.906	-15.244	-15.311
10.500	-1.715	0.882	-4.052	-6.982	-10.057	-12.098	-13.214	-13.849	-14.254	-14.866	-15.203	-15.270
10.750	-1.674	0.923	-4.011	-6.941	-10.015	-12.056	-13.173	-13.808	-14.212	-14.824	-15.162	-15.229
11.000	-1.631	0.966	-3.968	-6.898	-9.973	-12.014	-13.130	-13.765	-14.170	-14.782	-15.119	-15.186
11.250	-1.588	1.009	-3.925	-6.855	-9.929	-11.970	-13.087	-13.722	-14.126	-14.738	-15.076	-15.143
11.500	-1.543	1.054	-3.880	-6.810	-9.885	-11.926	-13.042	-13.677	-14.082	-14.694	-15.031	-15.098
11.750	-1.498	1.099	-3.835	-6.765	-9.839	-11.880	-12.997	-13.632	-14.036	-14.648	-14.986	-15.053
12.000	-1.451	1.146	-3.788	-6.718	-9.793	-11.834	-12.950	-13.585	-13.990	-14.602	-14.939	-15.006
12.250	-1.404	1.193	-3.741	-6.671	-9.746	-11.786	-12.903	-13.538	-13.942	-14.555	-14.892	-14.959
12.500	-1.356	1.241	-3.693	-6.623	-9.697	-11.738	-12.855	-13.490	-13.894	-14.506	-14.844	-14.911
12.750	-1.307	1.290	-3.644	-6.574	-9.649	-11.689	-12.806	-13.441	-13.845	-14.458	-14.795	-14.862
13.000	-1.258	1.339	-3.595	-6.525	-9.599	-11.640	-12.757	-13.391	-13.796	-14.408	-14.746	-14.813
13.250	-1.208	1.389	-3.545	-6.475	-9.549	-11.590	-12.707	-13.342	-13.746	-14.358	-14.696	-14.763
13.500	-1.157	1.440	-3.494	-6.424	-9.499	-11.540	-12.656	-13.291	-13.696	-14.308	-14.645	-14.712
13.750	-1.106	1.491	-3.443	-6.373	-9.448	-11.489	-12.605	-13.240	-13.645	-14.257	-14.594	-14.662
14.000	-1.055	1.542	-3.392	-6.322	-9.396	-11.437	-12.554	-13.189	-13.593	-14.205	-14.543	-14.610
14.250	-1.003	1.594	-3.340	-6.270	-9.344	-11.385	-12.502	-13.137	-13.541	-14.153	-14.491	-14.558
14.500	-0.951	1.646	-3.288	-6.218	-9.292	-11.333	-12.450	-13.085	-13.489	-14.101	-14.439	-14.506
14.750	-0.898	1.699	-3.235	-6.165	-9.240	-11.281	-12.397	-13.032	-13.437	-14.049	-14.386	-14.453
15.000	-0.846	1.751	-3.183	-6.113	-9.187	-11.228	-12.345	-12.980	-13.384	-13.996	-14.334	-14.401
15.250	-0.793	1.804	-3.130	-6.060	-9.135	-11.175	-12.292	-12.927	-13.331	-13.944	-14.281	-14.348
15.500	-0.740	1.857	-3.077	-6.007	-9.082	-11.123	-12.239	-12.874	-13.279	-13.891	-14.229	-14.296
15.750	-0.688	1.909	-3.025	-5.955	-9.029	-11.070	-12.187	-12.822	-13.226	-13.838	-14.176	-14.243
16.000	-0.635	1.962	-2.972	-5.902	-8.977	-11.017	-12.134	-12.769	-13.173	-13.786	-14.123	-14.190
16.250	-0.583	2.014	-2.919	-5.850	-8.924	-10.965	-12.081	-12.716	-13.121	-13.733	-14.071	-14.138
16.500	-0.530	2.067	-2.867	-5.797	-8.872	-10.912	-12.029	-12.664	-13.068	-13.681	-14.018	-14.085
16.750	-0.478	2.119	-2.815	-5.745	-8.819	-10.860	-11.977	-12.612	-13.016	-13.628	-13.966	-14.033
17.000	-0.426	2.171	-2.763	-5.693	-8.768	-10.808	-11.925	-12.560	-12.964	-13.577	-13.914	-13.981
17.250	-0.374	2.223	-2.711	-5.641	-8.716	-10.757	-11.873	-12.508	-12.913	-13.525	-13.863	-13.930
17.500	-0.323	2.274	-2.660	-5.590	-8.665	-10.706	-11.822	-12.457	-12.862	-13.474	-13.811	-13.878
17.750	-0.273	2.324	-2.609	-5.540	-8.614	-10.655	-11.772	-12.406	-12.811	-13.423	-13.761	-13.828
18.000	-0.222	2.375	-2.559	-5.489	-8.564	-10.605	-11.721	-12.356	-12.761	-13.373	-13.710	-13.778
18.250	-0.173	2.424	-2.510	-5.440	-8.514	-10.555	-11.672	-12.307	-12.711	-13.323	-13.661	-13.728
18.500	-0.124	2.473	-2.460	-5.391	-8.465	-10.506	-11.623	-12.257	-12.662	-13.274	-13.612	-13.679
18.750	-0.075	2.522	-2.412	-5.342	-8.417	-10.457	-11.574	-12.209	-12.613	-13.226	-13.563	-13.630
19.000	-0.027	2.570	-2.364	-5.294	-8.369	-10.410	-11.526	-12.161	-12.566	-13.178	-13.515	-13.582
19.250	0.020	2.617	-2.317	-5.247	-8.322	-10.362	-11.479	-12.114	-12.518	-13.131	-13.468	-13.535
19.500	0.067	2.663	-2.270	-5.200	-8.275	-10.316	-11.432	-12.067	-12.472	-13.084	-13.422	-13.489
19.750	0.112	2.709	-2.225	-5.155	-8.229	-10.270	-11.387	-12.022	-12.426	-13.038	-13.376	-13.443
20.000	0.157	2.754	-2.180	-5.110	-8.184	-10.225	-11.342	-11.977	-12.381	-12.993	-13.331	-13.398
20.250	0.201	2.798	-2.135	-5.066	-8.140	-10.181	-11.297	-11.932	-12.337	-12.949	-13.287	-13.354
20.500	0.245	2.842	-2.092	-5.022	-8.097	-10.137	-11.254	-11.889	-12.293	-12.906	-13.243	-13.310
20.750	0.287	2.884	-2.049	-4.980	-8.054	-10.095	-11.211	-11.846	-12.251	-12.863	-13.201	-13.268
21.000	0.329	2.926	-2.008	-4.938	-8.012	-10.053	-11.170	-11.805	-12.209	-12.821	-13.159	-13.226
21.250	0.370	2.967	-1.967	-4.897	-7.971	-10.012	-11.129	-11.764	-12.168	-12.780	-13.118	-13.185
21.500	0.410	3.007	-1.927	-4.857	-7.931	-9.972	-11.089	-11.724	-12.128	-12.740	-13.078	-13.145
21.750	0.449	3.046	-1.888	-4.818	-7.892	-9.933	-11.050	-11.684	-12.089	-12.701	-13.039	-13.106
22.000	0.488	3.085	-1.849	-4.779	-7.854	-9.895	-11.011	-11.646	-12.051	-12.663	-13.000	-13.068
22.250	0.525	3.122	-1.812	-4.742	-7.816	-9.857	-10.974	-11.609	-12.013	-12.625	-12.963	-13.030
22.500	0.562	3.159	-1.775	-4.705	-7.780	-9.820	-10.937	-11.572	-11.976	-12.589	-12.926	-12.993
22.750	0.598	3.195	-1.739	-4.669	-7.744	-9.785	-10.901	-11.536	-11.941	-12.553	-12.890	-12.957
23.000	0.633	3.230	-1.704	-4.634	-7.709	-9.750	-10.866	-11.501	-11.906	-12.518	-12.855	-12.922
23.250	0.667	3.264	-1.670	-4.600	-7.675	-9.715	-10.832	-11.467	-11.871	-12.483	-12.821	-12.888
23.500	0.700	3.297	-1.636	-4.567	-7.641	-9.682	-10.798	-11.433	-11.838	-12.450	-12.788	-12.855
23.750	0.733	3.330	-1.604	-4.534	-7.608	-9.649	-10.766	-11.401	-11.805	-12.417	-12.755	-12.822
24.000	0.765	3.362	-1.572	-4.502	-7.577	-9.617	-10.734	-11.369	-11.773	-12.386	-12.723	-12.790
24.250	0.796	3.393	-1.541	-4.471	-7.545	-9.586	-10.703	-11.338	-11.742	-12.354	-12.692	-12.759
24.500	0.827	3.424	-1.510	-4.440	-7.515	-9.556	-10.672	-11.307	-11.712	-12.324	-12.662	-12.729
24.750	0.856	3.453	-1.481	-4.411	-7.485	-9.526	-10.643	-11.278	-11.682	-12.294	-12.632	-12.699
25.000	0.885	3.482	-1.452	-4.382	-7.456	-9.497	-10.614	-11.249	-11.653	-12.265	-12.603	-12.670
25.250	0.914	3.511	-1.423	-4.353	-7.428	-9.469	-10.585	-11.220	-11.625	-12.237	-12.575	-12.642
25.500	0.941	3.538	-1.396	-4.326	-7.400	-9.441	-10.558	-11.193	-11.597	-12.209	-12.547	-12.614
25.750	0.968	3.565	-1.369	-4.299	-7.373	-9.414	-10.531	-11.165	-11.570	-12.182	-12.520	-12.587
26.000	0.995	3.592	-1.342	-4.272	-7.347	-9.388	-10.504	-11.139	-11.544	-12.156	-12.493	-12.560
26.250	1.021	3.618	-1.316	-4.246	-7.321	-9.362	-10.478	-11.113	-11.518	-12.130	-12.467	-12.535
26.500	1.046	3.643	-1.291	-4.221	-7.296	-9.336	-10.453	-11.088	-11.492	-12.105	-12.442	-12.509
26.750	1.071	3.668	-1.266	-4.196	-7.271	-9.312	-10.428	-11.063	-11.468	-12.080	-12.417	-12.484
27.000	1.095	3.692	-1.242	-4.172	-7.247	-9.287	-10.404	-11.039	-11.443	-12.055	-12.393	-12.460
27.250	1.119	3.716	-1.218	-4.148	-7.223	-9.264	-10.380	-11.015	-11.420	-12.032	-12.369	-12.436
27.500	1.142	3.739	-1.195	-4.125	-7.200	-9.240	-10.357	-10.992	-11.396	-12.009	-12.346	-12.413
27.750	1.165	3.762	-1.172	-4.102	-7.177	-9.218	-10.334	-10.969	-11.374	-11.986	-12.323	-12.390
28.000	1.187	3.784	-1.150	-4.080	-7.154	-9.195	-10.312	-10.947	-11.351	-11.963	-12.301	-12.368
28.250	1.209	3.806	-1.128	-4.058	-7.132	-9.173	-10.290	-10.925	-11.329	-11.941	-12.279	-12.346
28.500	1.231	3.828	-1.106	-4.036	-7.111	-9.152	-10.268	-10.903	-11.308	-11.920	-12.258	-12.325
28.750	1.252	3.849	-1.085	-4.015	-7.090	-9.131	-10.247	-10.882	-11.287	-11.899	-12.236	-12.304
29.000	1.272	3.869	-1.065	-3.995	-7.069	-9.110	-10.227	-10.861	-11.266	-11.878	-12.216	-12.283
29.250	1.293	3.890	-1.044	-3.974	-7.049	-9.090	-10.206	-10.841	-11.246	-11.858	-12.195	-12.262
29.500	1.313	3.910	-1.024	-3.954	-7.029	-9.070	-10.186	-10.821	-11.226	-11.838	-12.175	-12.242
29.750	1.332	3.929	-1.005	-3.935	-7.009	-9.050	-10.167	-10.801	-11.206	-11.818	-12.156	-12.223
30.000	1.352	3.949	-0.985	-3.915	-6.990	-9.031	-10.147	-10.782	-11.187	-11.799	-12.136	-12.204
