# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -9.843 -9.641 -9.439 -8.588 -8.223 -8.045 -7.735 -7.859 -7.479 -7.663 -7.338 -7.058 -6.744 -6.501 -6.010 -5.375 -4.789
0.100 -14.504 -14.547 -14.501 -14.263 -14.076 -13.973 -13.786 -13.855 -13.616 -13.715 -13.518 -13.319 -13.082 -12.891 -12.493 -11.948 -11.426
0.200 -14.440 -14.627 -14.704 -14.815 -14.731 -14.669 -14.548 -14.590 -14.422 -14.483 -14.347 -14.187 -13.986 -13.819 -13.464 -12.959 -12.465
0.300 -14.247 -14.517 -14.685 -15.030 -15.025 -14.996 -14.925 -14.948 -14.834 -14.867 -14.777 -14.646 -14.474 -14.326 -14.005 -13.530 -13.059
0.400 -13.987 -14.322 -14.572 -15.106 -15.167 -15.166 -15.137 -15.145 -15.077 -15.089 -15.036 -14.931 -14.784 -14.653 -14.361 -13.914 -13.463
0.500 -13.667 -14.064 -14.397 -15.104 -15.226 -15.251 -15.260 -15.254 -15.228 -15.222 -15.201 -15.120 -14.996 -14.880 -14.616 -14.194 -13.761
0.600 -13.300 -13.752 -14.173 -15.048 -15.229 -15.278 -15.323 -15.305 -15.317 -15.296 -15.304 -15.245 -15.142 -15.041 -14.803 -14.406 -13.990
0.700 -12.934 -13.427 -13.932 -14.957 -15.195 -15.267 -15.346 -15.316 -15.364 -15.330 -15.364 -15.326 -15.244 -15.156 -14.943 -14.570 -14.172
0.800 -12.626 -13.143 -13.713 -14.857 -15.144 -15.237 -15.346 -15.307 -15.386 -15.342 -15.399 -15.378 -15.315 -15.240 -15.051 -14.701 -14.319
0.900 -12.391 -12.922 -13.540 -14.768 -15.094 -15.203 -15.336 -15.290 -15.395 -15.343 -15.418 -15.413 -15.367 -15.303 -15.135 -14.806 -14.440
1.000 -12.209 -12.750 -13.407 -14.698 -15.053 -15.175 -15.327 -15.275 -15.400 -15.343 -15.433 -15.440 -15.407 -15.353 -15.204 -14.893 -14.542
1.100 -12.069 -12.620 -13.312 -14.657 -15.034 -15.165 -15.331 -15.275 -15.415 -15.354 -15.454 -15.470 -15.447 -15.400 -15.265 -14.971 -14.633
1.200 -11.930 -12.491 -13.222 -14.624 -15.023 -15.163 -15.341 -15.282 -15.434 -15.370 -15.478 -15.501 -15.486 -15.445 -15.322 -15.040 -14.713
1.300 -11.803 -12.370 -13.141 -14.601 -15.023 -15.171 -15.361 -15.299 -15.462 -15.394 -15.510 -15.540 -15.531 -15.494 -15.379 -15.106 -14.787
