# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -9.988 -9.784 -9.581 -8.725 -8.358 -8.179 -7.868 -7.992 -7.611 -7.796 -7.470 -7.189 -6.874 -6.631 -6.138 -5.503 -4.916
0.100 -14.851 -14.848 -14.771 -14.436 -14.223 -14.109 -13.905 -13.982 -13.724 -13.834 -13.621 -13.411 -13.165 -12.968 -12.559 -12.004 -11.475
0.200 -14.846 -14.986 -15.020 -15.019 -14.901 -14.826 -14.683 -14.734 -14.543 -14.615 -14.460 -14.286 -14.073 -13.898 -13.529 -13.011 -12.508
0.300 -14.616 -14.858 -14.991 -15.248 -15.210 -15.167 -15.074 -15.105 -14.968 -15.012 -14.902 -14.757 -14.571 -14.414 -14.076 -13.586 -13.104
0.400 -14.351 -14.664 -14.881 -15.340 -15.370 -15.356 -15.306 -15.321 -15.230 -15.252 -15.179 -15.060 -14.897 -14.755 -14.445 -13.980 -13.515
0.500 -14.068 -14.436 -14.729 -15.358 -15.450 -15.461 -15.450 -15.451 -15.401 -15.404 -15.365 -15.268 -15.128 -15.000 -14.714 -14.272 -13.824
0.600 -13.747 -14.165 -14.536 -15.322 -15.472 -15.508 -15.533 -15.521 -15.510 -15.497 -15.487 -15.412 -15.293 -15.179 -14.918 -14.498 -14.065
0.700 -13.393 -13.857 -14.308 -15.246 -15.453 -15.511 -15.571 -15.547 -15.573 -15.546 -15.564 -15.510 -15.412 -15.312 -15.074 -14.675 -14.258
0.800 -13.022 -13.525 -14.059 -15.140 -15.402 -15.483 -15.576 -15.542 -15.603 -15.563 -15.607 -15.574 -15.495 -15.408 -15.194 -14.817 -14.415
0.900 -12.662 -13.193 -13.804 -15.014 -15.328 -15.432 -15.556 -15.512 -15.606 -15.556 -15.624 -15.610 -15.551 -15.477 -15.287 -14.931 -14.544
1.000 -12.356 -12.903 -13.577 -14.891 -15.251 -15.374 -15.526 -15.474 -15.597 -15.539 -15.627 -15.630 -15.590 -15.528 -15.360 -15.026 -14.654
1.100 -12.093 -12.650 -13.374 -14.772 -15.170 -15.310 -15.486 -15.428 -15.576 -15.511 -15.617 -15.636 -15.613 -15.563 -15.416 -15.102 -14.745
1.200 -11.881 -12.443 -13.209 -14.671 -15.101 -15.253 -15.449 -15.386 -15.555 -15.486 -15.606 -15.638 -15.629 -15.589 -15.462 -15.166 -14.821
1.300 -11.692 -12.260 -13.065 -14.584 -15.040 -15.204 -15.416 -15.348 -15.535 -15.462 -15.593 -15.636 -15.640 -15.609 -15.499 -15.219 -14.887
1.400 -11.520 -12.093 -12.939 -14.512 -14.991 -15.165 -15.391 -15.320 -15.521 -15.445 -15.586 -15.637 -15.651 -15.628 -15.531 -15.266 -14.945
1.500 -11.345 -11.921 -12.810 -14.442 -14.946 -15.130 -15.369 -15.294 -15.508 -15.430 -15.580 -15.639 -15.662 -15.644 -15.560 -15.308 -14.996
1.600 -11.183 -11.759 -12.692 -14.381 -14.910 -15.104 -15.356 -15.278 -15.505 -15.424 -15.581 -15.648 -15.677 -15.665 -15.590 -15.348 -15.045
1.700 -11.008 -11.582 -12.562 -14.312 -14.869 -15.073 -15.340 -15.258 -15.499 -15.415 -15.581 -15.655 -15.693 -15.685 -15.619 -15.385 -15.087
1.800 -10.831 -11.401 -12.430 -14.240 -14.825 -15.041 -15.323 -15.238 -15.494 -15.407 -15.582 -15.664 -15.709 -15.707 -15.649 -15.420 -15.126
1.900 -10.658 -11.221 -12.299 -14.167 -14.782 -15.009 -15.307 -15.218 -15.489 -15.399 -15.584 -15.674 -15.727 -15.729 -15.679 -15.456 -15.166
2.000 -10.473 -11.026 -12.155 -14.083 -14.728 -14.968 -15.282 -15.189 -15.477 -15.384 -15.579 -15.678 -15.740 -15.747 -15.706 -15.490 -15.204
2.100 -10.283 -10.825 -12.005 -13.992 -14.669 -14.922 -15.253 -15.156 -15.460 -15.366 -15.570 -15.678 -15.750 -15.763 -15.731 -15.523 -15.242
2.200 -10.100 -10.628 -11.859 -13.903 -14.610 -14.876 -15.224 -15.124 -15.444 -15.347 -15.561 -15.678 -15.759 -15.779 -15.756 -15.555 -15.279
2.300 -9.907 -10.417 -11.703 -13.803 -14.542 -14.821 -15.187 -15.083 -15.421 -15.323 -15.546 -15.673 -15.765 -15.790 -15.778 -15.584 -15.312
2.400 -9.704 -10.195 -11.536 -13.694 -14.466 -14.759 -15.143 -15.036 -15.391 -15.292 -15.526 -15.663 -15.766 -15.798 -15.796 -15.610 -15.340
2.500 -9.504 -9.971 -11.370 -13.582 -14.388 -14.694 -15.096 -14.986 -15.359 -15.259 -15.502 -15.650 -15.764 -15.804 -15.813 -15.634 -15.368
2.600 -9.305 -9.746 -11.203 -13.469 -14.307 -14.627 -15.047 -14.934 -15.324 -15.224 -15.477 -15.635 -15.760 -15.807 -15.828 -15.657 -15.396
2.700 -9.097 -9.510 -11.027 -13.346 -14.218 -14.552 -14.990 -14.875 -15.283 -15.183 -15.445 -15.614 -15.751 -15.806 -15.839 -15.678 -15.421
2.800 -8.882 -9.262 -10.842 -13.214 -14.121 -14.470 -14.927 -14.809 -15.235 -15.135 -15.407 -15.587 -15.736 -15.799 -15.846 -15.695 -15.443
2.900 -8.663 -9.006 -10.652 -13.076 -14.019 -14.382 -14.859 -14.738 -15.183 -15.084 -15.365 -15.556 -15.718 -15.789 -15.849 -15.709 -15.464
3.000 -8.450 -8.752 -10.464 -12.938 -13.917 -14.295 -14.790 -14.667 -15.130 -15.032 -15.321 -15.524 -15.698 -15.778 -15.852 -15.723 -15.484
3.100 -8.232 -8.490 -10.271 -12.793 -13.808 -14.201 -14.716 -14.591 -15.072 -14.975 -15.274 -15.487 -15.675 -15.763 -15.851 -15.734 -15.502
3.200 -8.007 -8.216 -10.070 -12.640 -13.692 -14.101 -14.635 -14.508 -15.007 -14.913 -15.220 -15.445 -15.646 -15.743 -15.847 -15.741 -15.517
3.300 -7.776 -7.931 -9.862 -12.478 -13.570 -13.994 -14.549 -14.420 -14.938 -14.846 -15.162 -15.398 -15.614 -15.719 -15.839 -15.746 -15.530
3.400 -7.541 -7.637 -9.647 -12.309 -13.440 -13.881 -14.456 -14.325 -14.863 -14.774 -15.099 -15.347 -15.576 -15.692 -15.828 -15.748 -15.540
3.500 -7.310 -7.342 -9.434 -12.139 -13.310 -13.767 -14.363 -14.230 -14.786 -14.701 -15.034 -15.294 -15.538 -15.663 -15.815 -15.749 -15.550
3.600 -7.078 -7.042 -9.218 -11.965 -13.176 -13.649 -14.265 -14.132 -14.707 -14.625 -14.966 -15.238 -15.497 -15.631 -15.800 -15.748 -15.557
3.700 -6.840 -6.731 -8.996 -11.782 -13.035 -13.525 -14.162 -14.027 -14.621 -14.545 -14.894 -15.177 -15.451 -15.595 -15.782 -15.744 -15.563
3.800 -6.598 -6.409 -8.768 -11.590 -12.886 -13.394 -14.053 -13.917 -14.531 -14.459 -14.816 -15.112 -15.401 -15.556 -15.760 -15.738 -15.566
3.900 -6.352 -6.076 -8.533 -11.391 -12.731 -13.257 -13.938 -13.802 -14.435 -14.369 -14.733 -15.041 -15.346 -15.512 -15.736 -15.728 -15.566
4.000 -6.102 -5.733 -8.293 -11.184 -12.570 -13.113 -13.817 -13.681 -14.333 -14.274 -14.646 -14.967 -15.288 -15.465 -15.707 -15.717 -15.565
4.100 -5.854 -5.387 -8.054 -10.975 -12.406 -12.968 -13.694 -13.558 -14.230 -14.177 -14.557 -14.890 -15.228 -15.416 -15.678 -15.704 -15.563
4.200 -5.607 -5.036 -7.813 -10.761 -12.239 -12.819 -13.568 -13.432 -14.124 -14.079 -14.465 -14.811 -15.165 -15.364 -15.646 -15.689 -15.559
4.300 -5.357 -4.676 -7.568 -10.539 -12.065 -12.664 -13.436 -13.300 -14.013 -13.976 -14.369 -14.727 -15.099 -15.309 -15.612 -15.672 -15.553
4.400 -5.103 -4.305 -7.318 -10.310 -11.885 -12.504 -13.299 -13.164 -13.896 -13.868 -14.268 -14.639 -15.028 -15.251 -15.574 -15.652 -15.545
4.500 -4.846 -3.922 -7.063 -10.072 -11.698 -12.337 -13.156 -13.022 -13.774 -13.756 -14.162 -14.546 -14.953 -15.188 -15.534 -15.630 -15.535
4.600 -4.586 -3.530 -6.804 -9.827 -11.505 -12.164 -13.008 -12.875 -13.648 -13.640 -14.052 -14.449 -14.875 -15.122 -15.490 -15.605 -15.523
4.700 -4.322 -3.127 -6.540 -9.574 -11.306 -11.985 -12.853 -12.723 -13.516 -13.519 -13.938 -14.347 -14.792 -15.053 -15.443 -15.578 -15.509
4.800 -4.059 -2.719 -6.276 -9.316 -11.102 -11.802 -12.696 -12.567 -13.381 -13.396 -13.820 -14.243 -14.707 -14.980 -15.395 -15.550 -15.494
4.900 -3.797 -2.306 -6.011 -9.054 -10.896 -11.617 -12.536 -12.409 -13.244 -13.270 -13.700 -14.136 -14.619 -14.906 -15.344 -15.520 -15.478
5.000 -3.534 -1.885 -5.745 -8.786 -10.684 -11.427 -12.371 -12.247 -13.102 -13.142 -13.577 -14.026 -14.529 -14.829 -15.292 -15.488 -15.460
5.100 -3.267 -1.455 -5.474 -8.511 -10.466 -11.231 -12.201 -12.080 -12.956 -13.009 -13.449 -13.911 -14.434 -14.748 -15.236 -15.454 -15.440
5.200 -2.998 -1.015 -5.201 -8.228 -10.243 -11.029 -12.025 -11.908 -12.804 -12.872 -13.317 -13.792 -14.336 -14.664 -15.177 -15.417 -15.418
5.300 -2.725 -0.566 -4.924 -7.938 -10.013 -10.822 -11.845 -11.732 -12.648 -12.732 -13.181 -13.669 -14.234 -14.577 -15.116 -15.378 -15.395
5.400 -2.451 -0.111 -4.645 -7.642 -9.779 -10.611 -11.660 -11.551 -12.488 -12.587 -13.041 -13.543 -14.128 -14.486 -15.052 -15.338 -15.370
5.500 -2.174 0.353 -4.363 -7.339 -9.539 -10.394 -11.470 -11.365 -12.323 -12.439 -12.897 -13.412 -14.019 -14.392 -14.985 -15.295 -15.343
5.600 -1.896 0.821 -4.079 -7.030 -9.294 -10.172 -11.276 -11.176 -12.154 -12.288 -12.750 -13.277 -13.906 -14.294 -14.916 -15.250 -15.314
5.700 -1.808 0.937 -3.991 -6.938 -9.212 -10.093 -11.200 -11.101 -12.083 -12.219 -12.681 -13.211 -13.843 -14.234 -14.859 -15.197 -15.264
5.800 -1.754 0.992 -3.936 -6.883 -9.157 -10.038 -11.146 -11.047 -12.028 -12.165 -12.627 -13.156 -13.789 -14.179 -14.805 -15.142 -15.209
5.900 -1.699 1.046 -3.881 -6.829 -9.102 -9.983 -11.091 -10.992 -11.974 -12.110 -12.572 -13.102 -13.734 -14.124 -14.750 -15.088 -15.155
6.000 -1.644 1.101 -3.827 -6.774 -9.048 -9.929 -11.036 -10.937 -11.919 -12.055 -12.517 -13.047 -13.679 -14.070 -14.695 -15.033 -15.100
6.100 -1.589 1.156 -3.772 -6.719 -8.993 -9.874 -10.981 -10.882 -11.864 -12.000 -12.462 -12.992 -13.624 -14.015 -14.640 -14.978 -15.045
6.200 -1.534 1.212 -3.716 -6.663 -8.937 -9.818 -10.926 -10.827 -11.808 -11.945 -12.407 -12.936 -13.569 -13.959 -14.585 -14.922 -14.989
6.300 -1.478 1.267 -3.661 -6.608 -8.882 -9.763 -10.870 -10.771 -11.753 -11.889 -12.351 -12.881 -13.513 -13.904 -14.529 -14.867 -14.934
6.400 -1.423 1.323 -3.605 -6.553 -8.826 -9.707 -10.815 -10.716 -11.697 -11.834 -12.296 -12.825 -13.458 -13.848 -14.474 -14.811 -14.878
6.500 -1.367 1.378 -3.550 -6.497 -8.771 -9.652 -10.760 -10.660 -11.642 -11.778 -12.241 -12.770 -13.402 -13.793 -14.418 -14.756 -14.823
6.600 -1.312 1.434 -3.494 -6.442 -8.715 -9.596 -10.704 -10.605 -11.587 -11.723 -12.185 -12.715 -13.347 -13.737 -14.363 -14.700 -14.767
6.700 -1.257 1.488 -3.440 -6.387 -8.661 -9.542 -10.649 -10.550 -11.532 -11.668 -12.130 -12.660 -13.292 -13.683 -14.308 -14.646 -14.713
6.800 -1.203 1.543 -3.385 -6.333 -8.606 -9.487 -10.595 -10.496 -11.478 -11.614 -12.076 -12.606 -13.238 -13.628 -14.254 -14.591 -14.658
6.900 -1.149 1.596 -3.332 -6.279 -8.553 -9.434 -10.541 -10.442 -11.424 -11.560 -12.022 -12.552 -13.184 -13.575 -14.200 -14.538 -14.605
7.000 -1.096 1.650 -3.278 -6.225 -8.499 -9.380 -10.488 -10.389 -11.370 -11.506 -11.969 -12.498 -13.131 -13.521 -14.147 -14.484 -14.551
7.100 -1.043 1.703 -3.225 -6.172 -8.446 -9.327 -10.435 -10.336 -11.317 -11.453 -11.916 -12.445 -13.078 -13.468 -14.093 -14.431 -14.498
7.200 -0.990 1.756 -3.172 -6.120 -8.393 -9.274 -10.382 -10.283 -11.264 -11.401 -11.863 -12.393 -13.025 -13.415 -14.041 -14.378 -14.445
7.300 -0.938 1.808 -3.120 -6.067 -8.341 -9.222 -10.330 -10.231 -11.212 -11.348 -11.811 -12.340 -12.973 -13.363 -13.989 -14.326 -14.393
7.400 -0.886 1.860 -3.068 -6.016 -8.289 -9.170 -10.278 -10.179 -11.160 -11.297 -11.759 -12.289 -12.921 -13.311 -13.937 -14.274 -14.341
7.500 -0.835 1.911 -3.017 -5.965 -8.238 -9.119 -10.227 -10.128 -11.109 -11.246 -11.708 -12.237 -12.870 -13.260 -13.886 -14.223 -14.290
7.600 -0.784 1.961 -2.967 -5.914 -8.188 -9.069 -10.177 -10.077 -11.059 -11.195 -11.658 -12.187 -12.819 -13.210 -13.835 -14.173 -14.240
7.700 -0.734 2.011 -2.917 -5.864 -8.138 -9.019 -10.127 -10.027 -11.009 -11.145 -11.608 -12.137 -12.769 -13.160 -13.785 -14.123 -14.190
7.800 -0.685 2.060 -2.868 -5.815 -8.089 -8.970 -10.078 -9.978 -10.960 -11.096 -11.559 -12.088 -12.720 -13.111 -13.736 -14.074 -14.141
7.900 -0.637 2.108 -2.819 -5.767 -8.040 -8.921 -10.029 -9.930 -10.912 -11.048 -11.510 -12.040 -12.672 -13.062 -13.688 -14.026 -14.093
8.000 -0.590 2.156 -2.772 -5.719 -7.993 -8.874 -9.982 -9.883 -10.864 -11.001 -11.463 -11.992 -12.625 -13.015 -13.641 -13.978 -14.045
8.100 -0.543 2.202 -2.726 -5.673 -7.947 -8.828 -9.936 -9.836 -10.818 -10.954 -11.417 -11.946 -12.578 -12.969 -13.594 -13.932 -13.999
8.200 -0.498 2.248 -2.680 -5.627 -7.901 -8.782 -9.890 -9.791 -10.772 -10.908 -11.371 -11.900 -12.533 -12.923 -13.549 -13.886 -13.953
8.300 -0.453 2.293 -2.635 -5.583 -7.856 -8.737 -9.845 -9.746 -10.727 -10.864 -11.326 -11.856 -12.488 -12.878 -13.504 -13.841 -13.908
8.400 -0.409 2.337 -2.591 -5.539 -7.812 -8.693 -9.801 -9.702 -10.683 -10.820 -11.282 -11.812 -12.444 -12.834 -13.460 -13.797 -13.864
8.500 -0.366 2.380 -2.548 -5.495 -7.769 -8.650 -9.758 -9.659 -10.640 -10.777 -11.239 -11.768 -12.401 -12.791 -13.417 -13.754 -13.821
