# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-7.533	-7.656	-7.745	-7.991	-7.968	-7.817	-7.637	-7.465	-7.319	-6.990	-6.505	-6.022
0.250	-9.830	-10.105	-10.268	-10.615	-10.680	-10.824	-10.998	-11.120	-11.200	-11.299	-11.225	-11.029
0.500	-9.508	-9.922	-10.272	-11.012	-11.180	-11.291	-11.425	-11.557	-11.674	-11.892	-11.969	-11.893
0.750	-8.762	-9.271	-9.818	-10.925	-11.268	-11.474	-11.625	-11.764	-11.894	-12.166	-12.324	-12.316
1.000	-7.654	-8.223	-9.006	-10.498	-11.070	-11.465	-11.718	-11.909	-12.065	-12.361	-12.525	-12.516
1.250	-6.226	-6.787	-7.874	-9.773	-10.628	-11.264	-11.660	-11.930	-12.130	-12.478	-12.665	-12.664
1.500	-4.539	-4.972	-6.458	-8.769	-9.986	-10.927	-11.505	-11.872	-12.127	-12.543	-12.764	-12.776
1.750	-2.728	-2.821	-4.857	-7.542	-9.228	-10.535	-11.312	-11.780	-12.090	-12.576	-12.834	-12.861
2.000	-1.054	-0.449	-3.315	-6.249	-8.521	-10.193	-11.143	-11.694	-12.050	-12.592	-12.884	-12.925
2.250	0.051	1.789	-2.269	-5.251	-8.055	-9.975	-11.033	-11.636	-12.021	-12.603	-12.919	-12.973
2.500	0.465	2.966	-1.870	-4.812	-7.850	-9.872	-10.978	-11.606	-12.006	-12.611	-12.943	-13.006
2.750	0.533	3.130	-1.804	-4.734	-7.808	-9.849	-10.966	-11.601	-12.005	-12.617	-12.955	-13.022
3.000	0.532	3.129	-1.805	-4.735	-7.810	-9.850	-10.967	-11.602	-12.006	-12.619	-12.956	-13.023
3.250	0.540	3.137	-1.797	-4.727	-7.802	-9.842	-10.959	-11.594	-11.998	-12.611	-12.948	-13.015
3.500	0.560	3.157	-1.777	-4.707	-7.782	-9.823	-10.939	-11.574	-11.979	-12.591	-12.929	-12.996
3.750	0.591	3.188	-1.746	-4.676	-7.750	-9.791	-10.908	-11.543	-11.947	-12.559	-12.897	-12.964
4.000	0.635	3.232	-1.702	-4.632	-7.707	-9.748	-10.864	-11.499	-11.904	-12.516	-12.854	-12.921
4.250	0.689	3.286	-1.648	-4.578	-7.653	-9.693	-10.810	-11.445	-11.849	-12.462	-12.799	-12.866
4.500	0.754	3.351	-1.583	-4.513	-7.588	-9.628	-10.745	-11.380	-11.784	-12.397	-12.734	-12.801
4.750	0.829	3.426	-1.508	-4.438	-7.512	-9.553	-10.670	-11.305	-11.709	-12.321	-12.659	-12.726
5.000	0.913	3.510	-1.424	-4.354	-7.429	-9.469	-10.586	-11.221	-11.625	-12.238	-12.575	-12.642
5.250	1.005	3.602	-1.331	-4.262	-7.336	-9.377	-10.494	-11.128	-11.533	-12.145	-12.483	-12.550
