# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -10.082 -9.878 -9.674 -8.817 -8.449 -8.271 -7.959 -8.083 -7.702 -7.887 -7.561 -7.279 -6.964 -6.721 -6.228 -5.593 -5.005
0.100 -14.954 -14.937 -14.851 -14.491 -14.273 -14.159 -13.954 -14.031 -13.773 -13.884 -13.670 -13.461 -13.214 -13.018 -12.609 -12.054 -11.524
0.200 -14.941 -15.064 -15.086 -15.057 -14.934 -14.858 -14.714 -14.766 -14.575 -14.648 -14.492 -14.320 -14.108 -13.934 -13.567 -13.050 -12.547
0.300 -14.712 -14.941 -15.062 -15.291 -15.247 -15.203 -15.109 -15.141 -15.002 -15.048 -14.937 -14.793 -14.608 -14.452 -14.116 -13.628 -13.146
0.400 -14.482 -14.779 -14.980 -15.403 -15.425 -15.408 -15.354 -15.370 -15.276 -15.300 -15.225 -15.105 -14.943 -14.802 -14.493 -14.029 -13.564
0.500 -14.281 -14.623 -14.885 -15.455 -15.532 -15.538 -15.519 -15.522 -15.466 -15.473 -15.428 -15.329 -15.188 -15.060 -14.774 -14.331 -13.882
0.600 -14.092 -14.468 -14.783 -15.471 -15.595 -15.621 -15.632 -15.625 -15.601 -15.595 -15.575 -15.496 -15.372 -15.257 -14.993 -14.570 -14.135
0.700 -13.895 -14.301 -14.667 -15.460 -15.626 -15.670 -15.709 -15.692 -15.698 -15.680 -15.683 -15.621 -15.515 -15.411 -15.167 -14.763 -14.341
0.800 -13.675 -14.112 -14.529 -15.425 -15.631 -15.692 -15.757 -15.732 -15.766 -15.737 -15.761 -15.715 -15.626 -15.532 -15.308 -14.922 -14.513
0.900 -13.427 -13.894 -14.368 -15.368 -15.614 -15.692 -15.782 -15.749 -15.809 -15.772 -15.815 -15.785 -15.711 -15.628 -15.423 -15.055 -14.659
1.000 -13.148 -13.643 -14.180 -15.287 -15.576 -15.671 -15.786 -15.745 -15.832 -15.786 -15.848 -15.833 -15.774 -15.702 -15.516 -15.165 -14.781
1.100 -12.839 -13.359 -13.965 -15.185 -15.518 -15.631 -15.771 -15.723 -15.836 -15.782 -15.863 -15.863 -15.820 -15.758 -15.590 -15.257 -14.886
1.200 -12.500 -13.042 -13.723 -15.061 -15.440 -15.572 -15.740 -15.684 -15.824 -15.762 -15.862 -15.876 -15.850 -15.798 -15.649 -15.333 -14.974
1.300 -12.135 -12.695 -13.456 -14.915 -15.344 -15.497 -15.692 -15.628 -15.796 -15.727 -15.846 -15.876 -15.865 -15.824 -15.694 -15.395 -15.049
1.400 -11.749 -12.319 -13.169 -14.750 -15.232 -15.405 -15.630 -15.558 -15.755 -15.679 -15.817 -15.863 -15.869 -15.839 -15.727 -15.445 -15.110
1.500 -11.348 -11.921 -12.862 -14.566 -15.103 -15.299 -15.554 -15.474 -15.702 -15.619 -15.776 -15.839 -15.862 -15.843 -15.750 -15.484 -15.160
1.600 -10.937 -11.503 -12.542 -14.366 -14.960 -15.179 -15.464 -15.378 -15.636 -15.547 -15.724 -15.804 -15.845 -15.837 -15.763 -15.514 -15.200
1.700 -10.524 -11.075 -12.212 -14.152 -14.804 -15.047 -15.364 -15.270 -15.560 -15.466 -15.661 -15.760 -15.819 -15.822 -15.769 -15.536 -15.233
1.800 -10.117 -10.643 -11.879 -13.928 -14.638 -14.905 -15.254 -15.153 -15.474 -15.377 -15.590 -15.706 -15.784 -15.800 -15.767 -15.550 -15.259
1.900 -9.719 -10.213 -11.546 -13.696 -14.463 -14.753 -15.134 -15.028 -15.380 -15.280 -15.511 -15.646 -15.744 -15.772 -15.759 -15.558 -15.275
2.000 -9.335 -9.790 -11.217 -13.458 -14.281 -14.595 -15.007 -14.896 -15.278 -15.177 -15.426 -15.578 -15.696 -15.738 -15.746 -15.561 -15.287
2.100 -8.967 -9.377 -10.896 -13.218 -14.096 -14.433 -14.875 -14.759 -15.170 -15.070 -15.333 -15.504 -15.643 -15.697 -15.728 -15.561 -15.297
2.200 -8.608 -8.970 -10.578 -12.975 -13.906 -14.265 -14.736 -14.616 -15.056 -14.956 -15.235 -15.424 -15.582 -15.651 -15.705 -15.556 -15.303
2.300 -8.260 -8.570 -10.266 -12.732 -13.713 -14.094 -14.593 -14.470 -14.937 -14.840 -15.132 -15.338 -15.517 -15.599 -15.677 -15.547 -15.307
2.400 -7.917 -8.169 -9.956 -12.486 -13.517 -13.919 -14.446 -14.320 -14.814 -14.720 -15.025 -15.247 -15.447 -15.543 -15.644 -15.535 -15.308
2.500 -7.579 -7.766 -9.648 -12.238 -13.320 -13.742 -14.297 -14.168 -14.687 -14.597 -14.914 -15.153 -15.373 -15.483 -15.609 -15.520 -15.306
2.600 -7.242 -7.357 -9.339 -11.986 -13.118 -13.562 -14.143 -14.012 -14.557 -14.471 -14.800 -15.055 -15.295 -15.418 -15.569 -15.502 -15.302
2.700 -6.904 -6.938 -9.026 -11.729 -12.913 -13.377 -13.985 -13.853 -14.422 -14.343 -14.682 -14.953 -15.213 -15.351 -15.527 -15.482 -15.296
2.800 -6.565 -6.508 -8.708 -11.465 -12.702 -13.188 -13.823 -13.690 -14.284 -14.210 -14.560 -14.847 -15.128 -15.279 -15.481 -15.458 -15.287
2.900 -6.222 -6.063 -8.385 -11.192 -12.484 -12.992 -13.655 -13.521 -14.140 -14.074 -14.433 -14.736 -15.038 -15.204 -15.431 -15.432 -15.277
