# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-14.197	-14.012	-13.817	-13.014	-12.521	-11.965	-11.564	-11.259	-11.025	-10.545	-9.923	-9.346
0.250	-15.456	-15.644	-15.723	-15.864	-15.751	-15.532	-15.324	-15.141	-14.991	-14.662	-14.185	-13.713
0.500	-13.533	-13.980	-14.402	-15.307	-15.554	-15.627	-15.578	-15.493	-15.409	-15.195	-14.826	-14.432
0.750	-11.466	-12.031	-12.812	-14.313	-14.895	-15.236	-15.343	-15.355	-15.338	-15.242	-14.988	-14.677
1.000	-9.554	-10.098	-11.274	-13.277	-14.180	-14.757	-14.997	-15.090	-15.129	-15.131	-14.966	-14.716
1.250	-7.816	-8.187	-9.799	-12.217	-13.458	-14.276	-14.650	-14.823	-14.913	-15.000	-14.908	-14.707
1.500	-6.246	-6.292	-8.395	-11.126	-12.713	-13.778	-14.295	-14.554	-14.699	-14.870	-14.837	-14.665
1.750	-4.834	-4.415	-7.077	-10.013	-11.944	-13.247	-13.907	-14.252	-14.456	-14.722	-14.763	-14.635
2.000	-3.565	-2.571	-5.855	-8.890	-11.164	-12.696	-13.495	-13.928	-14.190	-14.556	-14.680	-14.605
2.250	-2.418	-0.776	-4.731	-7.772	-10.384	-12.134	-13.068	-13.586	-13.908	-14.376	-14.587	-14.569
2.500	-1.367	0.949	-3.697	-6.671	-9.612	-11.569	-12.633	-13.234	-13.614	-14.183	-14.483	-14.525
2.750	-0.412	2.532	-2.759	-5.622	-8.865	-11.012	-12.197	-12.876	-13.313	-13.982	-14.369	-14.471
3.000	0.449	3.822	-1.916	-4.657	-8.152	-10.466	-11.762	-12.516	-13.006	-13.772	-14.247	-14.409
3.250	1.202	4.655	-1.180	-3.831	-7.484	-9.934	-11.330	-12.153	-12.695	-13.557	-14.118	-14.341
3.500	1.824	5.090	-0.568	-3.198	-6.882	-9.424	-10.905	-11.791	-12.382	-13.336	-13.983	-14.267
3.750	2.305	5.334	-0.087	-2.760	-6.363	-8.945	-10.491	-11.432	-12.068	-13.111	-13.843	-14.188
4.000	2.659	5.505	0.275	-2.468	-5.938	-8.506	-10.092	-11.078	-11.756	-12.883	-13.698	-14.103
4.250	2.918	5.651	0.546	-2.262	-5.604	-8.113	-9.713	-10.733	-11.446	-12.653	-13.548	-14.014
4.500	3.116	5.784	0.754	-2.101	-5.344	-7.771	-9.358	-10.398	-11.140	-12.421	-13.396	-13.921
4.750	3.273	5.907	0.920	-1.966	-5.141	-7.481	-9.032	-10.078	-10.841	-12.188	-13.240	-13.825
5.000	3.409	6.024	1.061	-1.844	-4.977	-7.238	-8.737	-9.774	-10.551	-11.956	-13.081	-13.725
5.250	3.529	6.136	1.186	-1.730	-4.838	-7.036	-8.474	-9.490	-10.270	-11.724	-12.921	-13.623
5.500	3.640	6.242	1.299	-1.623	-4.716	-6.865	-8.244	-9.227	-10.002	-11.494	-12.758	-13.518
5.750	3.744	6.343	1.405	-1.521	-4.606	-6.720	-8.043	-8.987	-9.748	-11.267	-12.595	-13.411
6.000	3.842	6.441	1.504	-1.423	-4.504	-6.594	-7.869	-8.770	-9.510	-11.042	-12.429	-13.301
6.250	3.936	6.534	1.599	-1.330	-4.408	-6.481	-7.717	-8.576	-9.288	-10.821	-12.263	-13.190
6.500	4.026	6.624	1.689	-1.240	-4.317	-6.379	-7.584	-8.403	-9.083	-10.604	-12.097	-13.077
6.750	4.113	6.710	1.776	-1.154	-4.230	-6.284	-7.465	-8.249	-8.896	-10.393	-11.930	-12.962
7.000	4.196	6.793	1.859	-1.071	-4.146	-6.196	-7.359	-8.112	-8.726	-10.188	-11.762	-12.846
7.250	4.276	6.873	1.939	-0.991	-4.066	-6.112	-7.263	-7.990	-8.572	-9.990	-11.595	-12.729
7.500	4.354	6.951	2.017	-0.913	-3.988	-6.033	-7.173	-7.879	-8.432	-9.800	-11.428	-12.611
7.750	4.428	7.025	2.091	-0.839	-3.913	-5.957	-7.090	-7.780	-8.307	-9.617	-11.262	-12.491
8.000	4.501	7.098	2.164	-0.766	-3.841	-5.883	-7.012	-7.688	-8.193	-9.444	-11.097	-12.371
8.250	4.571	7.168	2.234	-0.696	-3.771	-5.812	-6.938	-7.604	-8.089	-9.280	-10.933	-12.250
8.500	4.639	7.236	2.302	-0.628	-3.703	-5.744	-6.867	-7.525	-7.994	-9.125	-10.770	-12.129
8.750	4.705	7.302	2.368	-0.562	-3.637	-5.678	-6.799	-7.451	-7.907	-8.979	-10.608	-12.007
9.000	4.769	7.366	2.432	-0.498	-3.573	-5.614	-6.733	-7.381	-7.826	-8.843	-10.449	-11.884
9.250	4.831	7.428	2.494	-0.436	-3.510	-5.551	-6.670	-7.315	-7.751	-8.717	-10.292	-11.761
9.500	4.892	7.489	2.555	-0.375	-3.450	-5.491	-6.609	-7.251	-7.681	-8.599	-10.137	-11.638
9.750	4.951	7.548	2.614	-0.316	-3.391	-5.432	-6.549	-7.190	-7.614	-8.489	-9.985	-11.514
10.000	5.008	7.605	2.671	-0.259	-3.334	-5.374	-6.492	-7.131	-7.550	-8.388	-9.836	-11.390
10.250	5.064	7.661	2.727	-0.203	-3.278	-5.319	-6.436	-7.074	-7.490	-8.294	-9.690	-11.267
10.500	5.118	7.715	2.781	-0.149	-3.223	-5.264	-6.381	-7.018	-7.432	-8.207	-9.548	-11.143
