# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -10.447 -10.241 -10.037 -9.175 -8.806 -8.627 -8.314 -8.439 -8.057 -8.242 -7.915 -7.633 -7.318 -7.074 -6.581 -5.945 -5.357
0.100 -15.347 -15.285 -15.173 -14.723 -14.489 -14.368 -14.156 -14.236 -13.971 -14.086 -13.866 -13.654 -13.405 -13.207 -12.797 -12.240 -11.709
0.200 -15.350 -15.409 -15.385 -15.235 -15.091 -15.009 -14.858 -14.913 -14.715 -14.793 -14.633 -14.460 -14.249 -14.077 -13.712 -13.197 -12.697
0.300 -15.023 -15.198 -15.272 -15.403 -15.344 -15.296 -15.199 -15.232 -15.094 -15.141 -15.030 -14.890 -14.711 -14.559 -14.231 -13.750 -13.273
0.400 -14.588 -14.866 -15.046 -15.435 -15.456 -15.441 -15.394 -15.408 -15.323 -15.344 -15.277 -15.166 -15.014 -14.881 -14.584 -14.132 -13.675
0.500 -14.121 -14.485 -14.773 -15.395 -15.494 -15.510 -15.508 -15.506 -15.470 -15.469 -15.441 -15.356 -15.230 -15.113 -14.846 -14.420 -13.981
0.600 -13.658 -14.090 -14.483 -15.314 -15.485 -15.531 -15.572 -15.555 -15.564 -15.545 -15.551 -15.492 -15.389 -15.288 -15.048 -14.647 -14.225
0.700 -13.213 -13.696 -14.189 -15.204 -15.445 -15.518 -15.601 -15.570 -15.622 -15.587 -15.625 -15.589 -15.509 -15.422 -15.209 -14.831 -14.425
0.800 -12.787 -13.306 -13.894 -15.074 -15.381 -15.482 -15.603 -15.560 -15.652 -15.604 -15.670 -15.656 -15.599 -15.527 -15.338 -14.982 -14.592
0.900 -12.373 -12.918 -13.597 -14.928 -15.297 -15.425 -15.583 -15.529 -15.660 -15.600 -15.693 -15.700 -15.665 -15.607 -15.443 -15.109 -14.733
1.000 -11.964 -12.525 -13.295 -14.764 -15.196 -15.349 -15.544 -15.480 -15.647 -15.577 -15.695 -15.724 -15.710 -15.666 -15.527 -15.214 -14.854
1.100 -11.559 -12.128 -12.989 -14.590 -15.082 -15.260 -15.490 -15.417 -15.620 -15.541 -15.683 -15.732 -15.739 -15.709 -15.594 -15.303 -14.957
1.200 -11.151 -11.721 -12.675 -14.401 -14.953 -15.156 -15.420 -15.339 -15.576 -15.491 -15.655 -15.724 -15.752 -15.736 -15.645 -15.376 -15.045
1.300 -10.749 -11.312 -12.361 -14.205 -14.815 -15.042 -15.340 -15.251 -15.521 -15.431 -15.615 -15.704 -15.753 -15.751 -15.685 -15.437 -15.121
1.400 -10.354 -10.901 -12.045 -13.999 -14.667 -14.918 -15.247 -15.151 -15.454 -15.360 -15.564 -15.672 -15.742 -15.753 -15.712 -15.486 -15.185
1.500 -9.984 -10.508 -11.742 -13.796 -14.517 -14.790 -15.150 -15.048 -15.381 -15.285 -15.506 -15.632 -15.722 -15.747 -15.729 -15.525 -15.240
1.600 -9.633 -10.129 -11.449 -13.589 -14.361 -14.656 -15.044 -14.938 -15.299 -15.201 -15.438 -15.582 -15.692 -15.730 -15.737 -15.555 -15.285
1.700 -9.323 -9.790 -11.182 -13.395 -14.212 -14.526 -14.940 -14.829 -15.215 -15.117 -15.368 -15.528 -15.657 -15.708 -15.738 -15.577 -15.321
1.800 -9.048 -9.487 -10.941 -13.213 -14.069 -14.399 -14.837 -14.722 -15.132 -15.035 -15.298 -15.472 -15.619 -15.682 -15.734 -15.591 -15.347
1.900 -8.800 -9.212 -10.722 -13.042 -13.932 -14.278 -14.735 -14.618 -15.048 -14.952 -15.226 -15.413 -15.577 -15.651 -15.723 -15.599 -15.367
2.000 -8.586 -8.973 -10.531 -12.891 -13.810 -14.168 -14.643 -14.524 -14.970 -14.876 -15.158 -15.357 -15.535 -15.619 -15.710 -15.603 -15.382
2.100 -8.393 -8.756 -10.360 -12.756 -13.701 -14.070 -14.558 -14.438 -14.898 -14.806 -15.095 -15.304 -15.494 -15.587 -15.695 -15.603 -15.394
2.200 -8.209 -8.544 -10.196 -12.629 -13.598 -13.977 -14.479 -14.357 -14.830 -14.739 -15.035 -15.252 -15.453 -15.554 -15.677 -15.600 -15.402
2.300 -8.033 -8.339 -10.041 -12.511 -13.504 -13.893 -14.407 -14.284 -14.769 -14.679 -14.981 -15.205 -15.415 -15.523 -15.659 -15.595 -15.408
2.400 -7.873 -8.147 -9.900 -12.405 -13.422 -13.821 -14.347 -14.222 -14.718 -14.630 -14.937 -15.168 -15.386 -15.499 -15.645 -15.590 -15.408
2.500 -7.709 -7.948 -9.756 -12.298 -13.341 -13.750 -14.288 -14.162 -14.670 -14.583 -14.896 -15.133 -15.360 -15.478 -15.633 -15.584 -15.406
2.600 -7.546 -7.745 -9.611 -12.189 -13.260 -13.679 -14.231 -14.103 -14.623 -14.538 -14.855 -15.100 -15.334 -15.458 -15.621 -15.580 -15.406
2.700 -7.383 -7.540 -9.466 -12.081 -13.179 -13.609 -14.174 -14.046 -14.578 -14.494 -14.817 -15.068 -15.310 -15.439 -15.612 -15.577 -15.408
2.800 -7.228 -7.341 -9.327 -11.976 -13.102 -13.543 -14.122 -13.992 -14.535 -14.453 -14.781 -15.039 -15.289 -15.423 -15.604 -15.577 -15.413
2.900 -7.071 -7.137 -9.186 -11.868 -13.023 -13.475 -14.068 -13.936 -14.493 -14.412 -14.745 -15.011 -15.269 -15.408 -15.597 -15.578 -15.419
3.000 -6.911 -6.926 -9.039 -11.754 -12.939 -13.403 -14.010 -13.878 -14.447 -14.369 -14.708 -14.980 -15.247 -15.392 -15.590 -15.579 -15.426
3.100 -6.748 -6.709 -8.889 -11.637 -12.854 -13.331 -13.953 -13.820 -14.403 -14.327 -14.672 -14.953 -15.229 -15.379 -15.586 -15.579 -15.426
3.200 -6.587 -6.491 -8.740 -11.518 -12.767 -13.257 -13.895 -13.761 -14.358 -14.285 -14.636 -14.925 -15.210 -15.366 -15.582 -15.580 -15.429
3.300 -6.430 -6.275 -8.593 -11.400 -12.680 -13.183 -13.837 -13.702 -14.313 -14.244 -14.600 -14.897 -15.192 -15.354 -15.578 -15.582 -15.434
3.400 -6.272 -6.056 -8.445 -11.278 -12.591 -13.106 -13.776 -13.641 -14.265 -14.199 -14.561 -14.866 -15.171 -15.340 -15.574 -15.585 -15.440
3.500 -6.109 -5.828 -8.291 -11.150 -12.496 -13.024 -13.710 -13.574 -14.213 -14.151 -14.518 -14.832 -15.148 -15.323 -15.568 -15.587 -15.447
3.600 -5.945 -5.595 -8.134 -11.018 -12.397 -12.938 -13.641 -13.505 -14.158 -14.100 -14.473 -14.795 -15.122 -15.304 -15.561 -15.589 -15.453
3.700 -5.779 -5.358 -7.975 -10.882 -12.295 -12.850 -13.569 -13.433 -14.100 -14.047 -14.425 -14.756 -15.094 -15.284 -15.553 -15.590 -15.460
3.800 -5.615 -5.119 -7.816 -10.744 -12.191 -12.760 -13.495 -13.359 -14.041 -13.993 -14.376 -14.716 -15.065 -15.262 -15.544 -15.591 -15.466
3.900 -5.453 -4.880 -7.659 -10.606 -12.087 -12.669 -13.420 -13.284 -13.980 -13.938 -14.325 -14.674 -15.035 -15.240 -15.535 -15.591 -15.473
4.000 -5.289 -4.637 -7.499 -10.463 -11.979 -12.574 -13.342 -13.207 -13.917 -13.880 -14.273 -14.630 -15.003 -15.215 -15.523 -15.591 -15.479
4.100 -5.121 -4.386 -7.334 -10.315 -11.866 -12.476 -13.261 -13.125 -13.850 -13.819 -14.216 -14.583 -14.968 -15.188 -15.510 -15.589 -15.485
4.200 -4.953 -4.130 -7.168 -10.163 -11.750 -12.374 -13.176 -13.041 -13.780 -13.756 -14.158 -14.533 -14.930 -15.159 -15.496 -15.586 -15.489
4.300 -4.782 -3.868 -6.998 -10.006 -11.630 -12.268 -13.087 -12.954 -13.707 -13.689 -14.096 -14.481 -14.890 -15.128 -15.479 -15.582 -15.493
