# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -10.287 -10.083 -9.879 -9.022 -8.655 -8.477 -8.165 -8.289 -7.908 -8.093 -7.767 -7.486 -7.171 -6.928 -6.435 -5.800 -5.212
0.100 -14.910 -14.921 -14.854 -14.547 -14.343 -14.234 -14.038 -14.111 -13.863 -13.968 -13.763 -13.559 -13.318 -13.125 -12.724 -12.176 -11.653
0.200 -14.729 -14.900 -14.959 -15.028 -14.931 -14.866 -14.738 -14.783 -14.610 -14.673 -14.533 -14.370 -14.168 -14.001 -13.647 -13.142 -12.650
0.300 -14.381 -14.655 -14.825 -15.171 -15.165 -15.136 -15.065 -15.088 -14.976 -15.009 -14.919 -14.790 -14.620 -14.474 -14.157 -13.687 -13.219
0.400 -14.068 -14.405 -14.658 -15.205 -15.272 -15.273 -15.249 -15.255 -15.193 -15.203 -15.153 -15.053 -14.910 -14.782 -14.497 -14.057 -13.611
0.500 -13.747 -14.134 -14.462 -15.172 -15.302 -15.331 -15.348 -15.339 -15.321 -15.312 -15.298 -15.222 -15.105 -14.994 -14.739 -14.327 -13.900
0.600 -13.383 -13.819 -14.225 -15.090 -15.280 -15.334 -15.389 -15.367 -15.390 -15.366 -15.382 -15.330 -15.237 -15.141 -14.915 -14.530 -14.122
0.700 -12.960 -13.442 -13.938 -14.964 -15.215 -15.294 -15.385 -15.352 -15.414 -15.376 -15.421 -15.392 -15.322 -15.242 -15.044 -14.685 -14.297
0.800 -12.485 -13.008 -13.605 -14.799 -15.113 -15.218 -15.346 -15.302 -15.402 -15.352 -15.425 -15.418 -15.371 -15.306 -15.137 -14.804 -14.435
0.900 -11.980 -12.535 -13.240 -14.601 -14.981 -15.113 -15.279 -15.223 -15.362 -15.301 -15.401 -15.416 -15.391 -15.342 -15.201 -14.895 -14.545
1.000 -11.485 -12.057 -12.866 -14.381 -14.827 -14.986 -15.189 -15.123 -15.300 -15.229 -15.354 -15.391 -15.389 -15.355 -15.241 -14.962 -14.631
1.100 -11.047 -11.622 -12.519 -14.161 -14.667 -14.850 -15.088 -15.013 -15.225 -15.147 -15.295 -15.352 -15.371 -15.352 -15.265 -15.011 -14.700
1.200 -10.692 -11.262 -12.223 -13.956 -14.512 -14.717 -14.985 -14.903 -15.145 -15.061 -15.228 -15.304 -15.343 -15.337 -15.275 -15.046 -14.754
1.300 -10.417 -10.982 -11.987 -13.782 -14.374 -14.596 -14.887 -14.800 -15.068 -14.981 -15.163 -15.254 -15.311 -15.318 -15.278 -15.070 -14.792
1.400 -10.198 -10.760 -11.801 -13.641 -14.261 -14.494 -14.804 -14.713 -14.999 -14.911 -15.105 -15.209 -15.281 -15.297 -15.277 -15.086 -14.822
1.500 -10.018 -10.576 -11.653 -13.534 -14.174 -14.417 -14.740 -14.646 -14.947 -14.857 -15.060 -15.174 -15.258 -15.283 -15.277 -15.099 -14.842
1.600 -9.844 -10.397 -11.516 -13.442 -14.102 -14.354 -14.688 -14.592 -14.904 -14.814 -15.024 -15.146 -15.239 -15.271 -15.278 -15.110 -14.859
1.700 -9.688 -10.232 -11.395 -13.368 -14.049 -14.308 -14.652 -14.555 -14.877 -14.786 -15.002 -15.129 -15.230 -15.267 -15.283 -15.125 -14.879
1.800 -9.528 -10.060 -11.271 -13.294 -13.999 -14.267 -14.623 -14.523 -14.855 -14.763 -14.985 -15.117 -15.224 -15.266 -15.291 -15.140 -14.901
1.900 -9.367 -9.886 -11.146 -13.221 -13.951 -14.229 -14.597 -14.495 -14.838 -14.745 -14.972 -15.111 -15.224 -15.269 -15.301 -15.157 -14.923
2.000 -9.214 -9.717 -11.025 -13.150 -13.907 -14.195 -14.576 -14.471 -14.826 -14.731 -14.966 -15.110 -15.228 -15.277 -15.315 -15.177 -14.948
2.100 -9.057 -9.540 -10.899 -13.074 -13.859 -14.158 -14.553 -14.445 -14.813 -14.717 -14.958 -15.109 -15.234 -15.286 -15.329 -15.197 -14.972
2.200 -8.896 -9.358 -10.769 -12.993 -13.806 -14.117 -14.527 -14.416 -14.798 -14.701 -14.950 -15.107 -15.239 -15.295 -15.345 -15.218 -14.997
2.300 -8.738 -9.177 -10.639 -12.911 -13.754 -14.076 -14.501 -14.388 -14.784 -14.686 -14.943 -15.108 -15.247 -15.307 -15.363 -15.238 -15.017
2.400 -8.583 -8.997 -10.511 -12.828 -13.700 -14.034 -14.474 -14.359 -14.770 -14.672 -14.936 -15.110 -15.257 -15.321 -15.382 -15.258 -15.035
2.500 -8.420 -8.806 -10.374 -12.737 -13.638 -13.985 -14.441 -14.324 -14.750 -14.651 -14.923 -15.105 -15.262 -15.332 -15.399 -15.278 -15.054
2.600 -8.257 -8.612 -10.235 -12.642 -13.573 -13.933 -14.405 -14.285 -14.726 -14.628 -14.907 -15.098 -15.264 -15.340 -15.415 -15.297 -15.075
2.700 -8.096 -8.419 -10.097 -12.546 -13.507 -13.879 -14.366 -14.244 -14.700 -14.603 -14.890 -15.089 -15.264 -15.346 -15.430 -15.317 -15.096
2.800 -7.937 -8.225 -9.960 -12.449 -13.440 -13.823 -14.326 -14.203 -14.673 -14.577 -14.870 -15.079 -15.263 -15.351 -15.444 -15.337 -15.117
2.900 -7.773 -8.024 -9.816 -12.345 -13.366 -13.762 -14.281 -14.156 -14.641 -14.546 -14.847 -15.064 -15.259 -15.352 -15.455 -15.354 -15.138
3.000 -7.607 -7.818 -9.669 -12.237 -13.289 -13.697 -14.232 -14.105 -14.605 -14.512 -14.820 -15.046 -15.251 -15.351 -15.464 -15.371 -15.158
3.100 -7.440 -7.608 -9.520 -12.126 -13.208 -13.629 -14.180 -14.052 -14.567 -14.475 -14.790 -15.025 -15.240 -15.347 -15.471 -15.386 -15.177
3.200 -7.275 -7.398 -9.372 -12.013 -13.127 -13.560 -14.127 -13.997 -14.527 -14.437 -14.759 -15.003 -15.228 -15.342 -15.477 -15.400 -15.196
3.300 -7.110 -7.186 -9.222 -11.898 -13.043 -13.489 -14.072 -13.940 -14.484 -14.397 -14.725 -14.978 -15.215 -15.335 -15.482 -15.413 -15.214
3.400 -6.942 -6.966 -9.068 -11.778 -12.954 -13.413 -14.012 -13.879 -14.438 -14.354 -14.688 -14.950 -15.197 -15.325 -15.484 -15.424 -15.230
3.500 -6.772 -6.742 -8.911 -11.653 -12.861 -13.333 -13.948 -13.815 -14.389 -14.307 -14.648 -14.919 -15.178 -15.313 -15.484 -15.434 -15.246
3.600 -6.599 -6.513 -8.751 -11.524 -12.765 -13.250 -13.881 -13.747 -14.336 -14.258 -14.605 -14.885 -15.155 -15.298 -15.481 -15.442 -15.260
3.700 -6.428 -6.282 -8.590 -11.394 -12.667 -13.165 -13.813 -13.678 -14.281 -14.207 -14.560 -14.850 -15.131 -15.281 -15.478 -15.449 -15.274
3.800 -6.257 -6.049 -8.430 -11.261 -12.567 -13.078 -13.743 -13.607 -14.225 -14.155 -14.514 -14.812 -15.105 -15.263 -15.473 -15.455 -15.287
3.900 -6.086 -5.811 -8.267 -11.124 -12.464 -12.988 -13.669 -13.533 -14.166 -14.100 -14.465 -14.772 -15.077 -15.243 -15.467 -15.460 -15.298
4.000 -5.911 -5.567 -8.100 -10.982 -12.356 -12.894 -13.592 -13.456 -14.103 -14.042 -14.412 -14.729 -15.046 -15.220 -15.458 -15.463 -15.308
4.100 -5.735 -5.319 -7.931 -10.837 -12.245 -12.797 -13.512 -13.375 -14.038 -13.982 -14.357 -14.684 -15.013 -15.195 -15.447 -15.464 -15.317
4.200 -5.557 -5.064 -7.759 -10.687 -12.130 -12.696 -13.428 -13.292 -13.969 -13.918 -14.300 -14.636 -14.977 -15.168 -15.435 -15.464 -15.325
