# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-14.071	-13.883	-13.687	-12.877	-12.380	-11.821	-11.418	-11.111	-10.876	-10.395	-9.772	-9.193
0.250	-15.691	-15.836	-15.874	-15.905	-15.746	-15.489	-15.261	-15.065	-14.906	-14.561	-14.070	-13.587
0.500	-14.153	-14.551	-14.889	-15.623	-15.777	-15.771	-15.676	-15.562	-15.458	-15.208	-14.806	-14.387
0.750	-12.344	-12.883	-13.545	-14.869	-15.343	-15.590	-15.637	-15.608	-15.561	-15.410	-15.099	-14.745
1.000	-10.565	-11.134	-12.126	-13.922	-14.697	-15.184	-15.370	-15.428	-15.440	-15.393	-15.179	-14.894
1.250	-8.951	-9.443	-10.787	-12.970	-14.022	-14.718	-15.028	-15.165	-15.232	-15.278	-15.145	-14.913
1.500	-7.504	-7.808	-9.536	-12.041	-13.373	-14.265	-14.690	-14.896	-15.010	-15.138	-15.077	-14.894
1.750	-6.203	-6.217	-8.361	-11.112	-12.731	-13.825	-14.365	-14.641	-14.801	-15.001	-14.998	-14.850
2.000	-5.020	-4.656	-7.256	-10.175	-12.083	-13.377	-14.036	-14.384	-14.590	-14.865	-14.918	-14.801
2.250	-3.930	-3.104	-6.210	-9.225	-11.423	-12.911	-13.688	-14.108	-14.363	-14.719	-14.837	-14.759
2.500	-2.913	-1.547	-5.219	-8.262	-10.752	-12.431	-13.324	-13.816	-14.121	-14.561	-14.750	-14.717
2.750	-1.959	0.006	-4.281	-7.293	-10.077	-11.941	-12.947	-13.512	-13.867	-14.392	-14.655	-14.671
3.000	-1.070	1.504	-3.407	-6.339	-9.408	-11.447	-12.563	-13.198	-13.602	-14.215	-14.553	-14.621
3.250	-0.292	2.743	-2.643	-5.478	-8.782	-10.971	-12.186	-12.885	-13.336	-14.031	-14.443	-14.562
3.500	0.344	3.535	-2.019	-4.782	-8.228	-10.530	-11.825	-12.580	-13.073	-13.845	-14.328	-14.496
3.750	0.875	4.002	-1.495	-4.228	-7.727	-10.107	-11.470	-12.276	-12.808	-13.656	-14.209	-14.428
4.000	1.300	4.281	-1.073	-3.816	-7.289	-9.710	-11.125	-11.975	-12.544	-13.463	-14.087	-14.356
4.250	1.631	4.476	-0.739	-3.518	-6.920	-9.344	-10.794	-11.680	-12.281	-13.269	-13.961	-14.282
4.500	1.887	4.634	-0.478	-3.297	-6.615	-9.013	-10.479	-11.393	-12.022	-13.074	-13.833	-14.206
4.750	2.087	4.772	-0.271	-3.126	-6.369	-8.720	-10.184	-11.115	-11.767	-12.878	-13.703	-14.126
5.000	2.250	4.897	-0.102	-2.983	-6.170	-8.466	-9.911	-10.850	-11.519	-12.683	-13.571	-14.045
5.250	2.388	5.013	0.040	-2.859	-6.005	-8.247	-9.663	-10.599	-11.279	-12.488	-13.438	-13.961
5.500	2.508	5.121	0.164	-2.747	-5.866	-8.059	-9.438	-10.363	-11.048	-12.295	-13.302	-13.875
5.750	2.617	5.223	0.275	-2.643	-5.745	-7.899	-9.238	-10.144	-10.827	-12.104	-13.166	-13.787
6.000	2.717	5.319	0.377	-2.546	-5.637	-7.759	-9.060	-9.942	-10.617	-11.915	-13.028	-13.697
6.250	2.811	5.411	0.472	-2.454	-5.539	-7.637	-8.903	-9.757	-10.419	-11.729	-12.890	-13.606
6.500	2.899	5.498	0.561	-2.366	-5.447	-7.529	-8.763	-9.589	-10.234	-11.547	-12.751	-13.513
6.750	2.984	5.582	0.646	-2.283	-5.361	-7.430	-8.639	-9.436	-10.062	-11.368	-12.612	-13.418
7.000	3.064	5.662	0.727	-2.202	-5.279	-7.339	-8.527	-9.298	-9.902	-11.194	-12.472	-13.323
7.250	3.142	5.739	0.805	-2.125	-5.201	-7.255	-8.426	-9.174	-9.755	-11.026	-12.333	-13.226
7.500	3.217	5.814	0.880	-2.050	-5.125	-7.176	-8.333	-9.061	-9.620	-10.862	-12.193	-13.127
7.750	3.289	5.886	0.952	-1.978	-5.053	-7.101	-8.248	-8.958	-9.496	-10.705	-12.054	-13.028
8.000	3.358	5.955	1.021	-1.909	-4.984	-7.029	-8.168	-8.863	-9.382	-10.554	-11.916	-12.929
8.250	3.426	6.023	1.089	-1.841	-4.916	-6.960	-8.094	-8.776	-9.277	-10.410	-11.778	-12.828
8.500	3.491	6.088	1.154	-1.776	-4.851	-6.894	-8.023	-8.696	-9.181	-10.272	-11.642	-12.727
8.750	3.554	6.151	1.217	-1.713	-4.787	-6.829	-7.955	-8.620	-9.092	-10.141	-11.507	-12.625
9.000	3.616	6.213	1.279	-1.651	-4.725	-6.767	-7.891	-8.549	-9.009	-10.017	-11.373	-12.522
9.250	3.676	6.273	1.339	-1.591	-4.666	-6.707	-7.829	-8.482	-8.932	-9.900	-11.240	-12.419
