# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -10.545 -10.339 -10.134 -9.272 -8.903 -8.724 -8.411 -8.536 -8.153 -8.339 -8.012 -7.730 -7.414 -7.170 -6.677 -6.041 -5.453
0.100 -15.321 -15.252 -15.132 -14.659 -14.421 -14.301 -14.089 -14.169 -13.905 -14.020 -13.802 -13.593 -13.349 -13.154 -12.751 -12.201 -11.675
0.200 -15.221 -15.277 -15.246 -15.079 -14.935 -14.855 -14.709 -14.762 -14.574 -14.648 -14.496 -14.331 -14.131 -13.966 -13.616 -13.116 -12.626
0.300 -14.765 -14.942 -15.016 -15.149 -15.098 -15.057 -14.973 -15.002 -14.881 -14.921 -14.826 -14.700 -14.538 -14.398 -14.093 -13.635 -13.174
0.400 -14.175 -14.463 -14.655 -15.079 -15.123 -15.120 -15.095 -15.102 -15.045 -15.056 -15.012 -14.923 -14.795 -14.678 -14.414 -13.992 -13.557
0.500 -13.528 -13.911 -14.232 -14.932 -15.071 -15.107 -15.140 -15.126 -15.130 -15.116 -15.119 -15.063 -14.968 -14.873 -14.647 -14.259 -13.847
0.600 -12.862 -13.324 -13.779 -14.738 -14.971 -15.046 -15.134 -15.102 -15.164 -15.129 -15.175 -15.151 -15.088 -15.013 -14.823 -14.467 -14.077
0.700 -12.200 -12.721 -13.315 -14.512 -14.838 -14.950 -15.092 -15.044 -15.161 -15.108 -15.193 -15.200 -15.168 -15.113 -14.959 -14.634 -14.264
0.800 -11.556 -12.113 -12.846 -14.261 -14.677 -14.827 -15.020 -14.958 -15.128 -15.061 -15.182 -15.219 -15.217 -15.183 -15.063 -14.768 -14.418
0.900 -10.931 -11.504 -12.375 -13.988 -14.492 -14.679 -14.923 -14.847 -15.069 -14.991 -15.145 -15.211 -15.240 -15.226 -15.141 -14.876 -14.547
1.000 -10.322 -10.890 -11.898 -13.691 -14.283 -14.506 -14.801 -14.713 -14.985 -14.898 -15.084 -15.179 -15.239 -15.245 -15.196 -14.962 -14.653
1.100 -9.718 -10.263 -11.410 -13.370 -14.050 -14.309 -14.654 -14.556 -14.878 -14.785 -15.000 -15.125 -15.217 -15.244 -15.231 -15.028 -14.741
1.200 -9.110 -9.614 -10.904 -13.020 -13.791 -14.088 -14.483 -14.376 -14.747 -14.652 -14.895 -15.049 -15.174 -15.223 -15.248 -15.078 -14.812
1.300 -8.491 -8.933 -10.376 -12.642 -13.506 -13.842 -14.288 -14.174 -14.594 -14.499 -14.769 -14.952 -15.112 -15.183 -15.248 -15.113 -14.869
1.400 -7.862 -8.217 -9.828 -12.236 -13.197 -13.573 -14.072 -13.950 -14.421 -14.329 -14.623 -14.837 -15.032 -15.127 -15.234 -15.133 -14.913
1.500 -7.227 -7.467 -9.265 -11.806 -12.867 -13.285 -13.836 -13.709 -14.229 -14.144 -14.461 -14.706 -14.937 -15.057 -15.206 -15.142 -14.946
1.600 -6.596 -6.691 -8.695 -11.358 -12.521 -12.980 -13.584 -13.453 -14.022 -13.945 -14.284 -14.558 -14.827 -14.971 -15.164 -15.139 -14.968
1.700 -6.000 -5.924 -8.144 -10.911 -12.173 -12.673 -13.328 -13.194 -13.808 -13.743 -14.101 -14.403 -14.708 -14.877 -15.115 -15.127 -14.982
1.800 -5.450 -5.189 -7.626 -10.475 -11.832 -12.369 -13.070 -12.936 -13.591 -13.539 -13.913 -14.242 -14.582 -14.775 -15.056 -15.107 -14.988
1.900 -4.972 -4.537 -7.166 -10.073 -11.511 -12.081 -12.823 -12.689 -13.380 -13.342 -13.729 -14.081 -14.453 -14.669 -14.991 -15.080 -14.987
2.000 -4.578 -4.005 -6.782 -9.723 -11.226 -11.822 -12.597 -12.463 -13.184 -13.159 -13.556 -13.927 -14.328 -14.564 -14.925 -15.049 -14.982
2.100 -4.264 -3.586 -6.472 -9.435 -10.989 -11.606 -12.407 -12.275 -13.019 -13.006 -13.410 -13.797 -14.220 -14.472 -14.862 -15.013 -14.963
2.200 -4.018 -3.253 -6.228 -9.204 -10.801 -11.437 -12.260 -12.129 -12.892 -12.889 -13.299 -13.698 -14.138 -14.401 -14.809 -14.972 -14.930
2.300 -3.817 -2.981 -6.028 -9.013 -10.644 -11.293 -12.134 -12.004 -12.782 -12.786 -13.201 -13.609 -14.063 -14.335 -14.760 -14.936 -14.902
2.400 -3.649 -2.747 -5.861 -8.854 -10.512 -11.172 -12.026 -11.897 -12.686 -12.698 -13.115 -13.532 -13.997 -14.277 -14.716 -14.904 -14.878
2.500 -3.493 -2.520 -5.707 -8.709 -10.392 -11.062 -11.928 -11.801 -12.600 -12.617 -13.038 -13.461 -13.936 -14.223 -14.675 -14.876 -14.858
2.600 -3.353 -2.302 -5.568 -8.578 -10.288 -10.968 -11.846 -11.719 -12.527 -12.549 -12.972 -13.401 -13.884 -14.177 -14.639 -14.850 -14.838
2.700 -3.237 -2.099 -5.452 -8.470 -10.211 -10.901 -11.790 -11.664 -12.481 -12.507 -12.932 -13.365 -13.853 -14.148 -14.614 -14.824 -14.813
2.800 -3.126 -1.902 -5.341 -8.365 -10.135 -10.836 -11.737 -11.611 -12.437 -12.467 -12.894 -13.331 -13.825 -14.123 -14.592 -14.804 -14.793
2.900 -3.012 -1.699 -5.226 -8.255 -10.056 -10.768 -11.681 -11.556 -12.391 -12.425 -12.855 -13.297 -13.796 -14.098 -14.571 -14.786 -14.776
3.000 -2.898 -1.494 -5.111 -8.143 -9.975 -10.698 -11.623 -11.500 -12.344 -12.382 -12.815 -13.262 -13.768 -14.073 -14.553 -14.772 -14.763
3.100 -2.784 -1.290 -4.996 -8.030 -9.893 -10.627 -11.565 -11.442 -12.296 -12.340 -12.775 -13.227 -13.739 -14.049 -14.535 -14.759 -14.752
3.200 -2.675 -1.091 -4.886 -7.920 -9.813 -10.558 -11.508 -11.386 -12.249 -12.298 -12.735 -13.192 -13.712 -14.027 -14.520 -14.748 -14.744
3.300 -2.567 -0.893 -4.776 -7.809 -9.732 -10.488 -11.450 -11.329 -12.201 -12.256 -12.695 -13.158 -13.685 -14.005 -14.505 -14.739 -14.738
3.400 -2.456 -0.690 -4.663 -7.695 -9.648 -10.414 -11.389 -11.270 -12.151 -12.212 -12.654 -13.122 -13.657 -13.981 -14.490 -14.730 -14.733
3.500 -2.345 -0.487 -4.550 -7.579 -9.562 -10.340 -11.327 -11.209 -12.100 -12.167 -12.611 -13.084 -13.628 -13.957 -14.475 -14.722 -14.730
3.600 -2.233 -0.280 -4.436 -7.460 -9.474 -10.263 -11.263 -11.147 -12.047 -12.120 -12.566 -13.045 -13.597 -13.932 -14.460 -14.715 -14.727
3.700 -2.122 -0.077 -4.323 -7.342 -9.387 -10.186 -11.198 -11.084 -11.994 -12.073 -12.521 -13.006 -13.567 -13.908 -14.445 -14.708 -14.725
3.800 -2.013 0.124 -4.212 -7.224 -9.299 -10.109 -11.133 -11.021 -11.940 -12.026 -12.476 -12.967 -13.536 -13.883 -14.430 -14.701 -14.724
3.900 -1.904 0.326 -4.100 -7.105 -9.209 -10.030 -11.067 -10.956 -11.885 -11.978 -12.430 -12.926 -13.504 -13.857 -14.415 -14.695 -14.723
4.000 -1.791 0.532 -3.985 -6.982 -9.117 -9.948 -10.998 -10.889 -11.827 -11.927 -12.381 -12.883 -13.470 -13.829 -14.398 -14.688 -14.722
4.100 -1.678 0.738 -3.870 -6.857 -9.022 -9.865 -10.927 -10.820 -11.767 -11.875 -12.331 -12.839 -13.435 -13.801 -14.382 -14.680 -14.721
4.200 -1.564 0.945 -3.753 -6.730 -8.926 -9.779 -10.854 -10.749 -11.705 -11.821 -12.279 -12.792 -13.399 -13.771 -14.364 -14.673 -14.721
4.300 -1.450 1.151 -3.636 -6.603 -8.828 -9.692 -10.779 -10.676 -11.643 -11.766 -12.225 -12.745 -13.361 -13.740 -14.345 -14.665 -14.720
4.400 -1.336 1.354 -3.520 -6.475 -8.730 -9.604 -10.704 -10.603 -11.579 -11.710 -12.171 -12.697 -13.323 -13.709 -14.326 -14.657 -14.719
4.500 -1.259 1.487 -3.441 -6.389 -8.662 -9.543 -10.651 -10.552 -11.533 -11.670 -12.132 -12.661 -13.294 -13.684 -14.310 -14.647 -14.714
4.600 -1.246 1.499 -3.429 -6.376 -8.649 -9.530 -10.638 -10.539 -11.521 -11.657 -12.119 -12.649 -13.281 -13.671 -14.297 -14.635 -14.702
4.700 -1.233 1.513 -3.415 -6.363 -8.636 -9.517 -10.625 -10.526 -11.507 -11.644 -12.106 -12.635 -13.268 -13.658 -14.284 -14.621 -14.688
4.800 -1.219 1.526 -3.402 -6.349 -8.623 -9.504 -10.612 -10.512 -11.494 -11.630 -12.093 -12.622 -13.254 -13.645 -14.270 -14.608 -14.675
4.900 -1.205 1.540 -3.388 -6.335 -8.609 -9.490 -10.597 -10.498 -11.480 -11.616 -12.078 -12.608 -13.240 -13.631 -14.256 -14.594 -14.661
5.000 -1.191 1.555 -3.373 -6.321 -8.594 -9.475 -10.583 -10.484 -11.465 -11.602 -12.064 -12.594 -13.226 -13.616 -14.242 -14.579 -14.646
5.100 -1.176 1.569 -3.359 -6.306 -8.580 -9.461 -10.569 -10.469 -11.451 -11.587 -12.050 -12.579 -13.211 -13.602 -14.227 -14.565 -14.632
5.200 -1.162 1.584 -3.344 -6.291 -8.565 -9.446 -10.554 -10.455 -11.436 -11.572 -12.035 -12.564 -13.197 -13.587 -14.213 -14.550 -14.617
5.300 -1.147 1.599 -3.329 -6.276 -8.550 -9.431 -10.539 -10.440 -11.421 -11.557 -12.020 -12.549 -13.182 -13.572 -14.198 -14.535 -14.602
5.400 -1.131 1.614 -3.314 -6.261 -8.535 -9.416 -10.523 -10.424 -11.406 -11.542 -12.004 -12.534 -13.166 -13.557 -14.182 -14.520 -14.587
5.500 -1.115 1.630 -3.298 -6.245 -8.518 -9.399 -10.507 -10.408 -11.390 -11.526 -11.988 -12.518 -13.150 -13.541 -14.166 -14.504 -14.571
5.600 -1.098 1.647 -3.281 -6.228 -8.502 -9.383 -10.491 -10.391 -11.373 -11.509 -11.972 -12.501 -13.133 -13.524 -14.149 -14.487 -14.554
5.700 -1.081 1.664 -3.264 -6.211 -8.485 -9.366 -10.473 -10.374 -11.356 -11.492 -11.954 -12.484 -13.116 -13.507 -14.132 -14.470 -14.537
5.800 -1.063 1.682 -3.246 -6.193 -8.467 -9.348 -10.456 -10.356 -11.338 -11.474 -11.937 -12.466 -13.099 -13.489 -14.114 -14.452 -14.519
5.900 -1.045 1.700 -3.228 -6.175 -8.449 -9.330 -10.438 -10.338 -11.320 -11.456 -11.919 -12.448 -13.080 -13.471 -14.096 -14.434 -14.501
6.000 -1.027 1.719 -3.209 -6.157 -8.430 -9.311 -10.419 -10.320 -11.302 -11.438 -11.900 -12.430 -13.062 -13.452 -14.078 -14.415 -14.482
6.100 -1.008 1.737 -3.191 -6.138 -8.412 -9.293 -10.400 -10.301 -11.283 -11.419 -11.881 -12.411 -13.043 -13.434 -14.059 -14.397 -14.464
6.200 -0.989 1.757 -3.171 -6.119 -8.392 -9.273 -10.381 -10.282 -11.264 -11.400 -11.862 -12.392 -13.024 -13.414 -14.040 -14.378 -14.445
6.300 -0.969 1.776 -3.152 -6.099 -8.373 -9.254 -10.362 -10.262 -11.244 -11.380 -11.843 -12.372 -13.004 -13.395 -14.020 -14.358 -14.425
6.400 -0.949 1.796 -3.132 -6.079 -8.353 -9.234 -10.342 -10.242 -11.224 -11.360 -11.823 -12.352 -12.984 -13.375 -14.000 -14.338 -14.405
6.500 -0.928 1.817 -3.111 -6.058 -8.332 -9.213 -10.321 -10.221 -11.203 -11.339 -11.802 -12.331 -12.963 -13.354 -13.979 -14.317 -14.384
6.600 -0.907 1.839 -3.089 -6.037 -8.310 -9.191 -10.299 -10.200 -11.182 -11.318 -11.780 -12.310 -12.942 -13.332 -13.958 -14.295 -14.363
6.700 -0.885 1.860 -3.068 -6.015 -8.289 -9.170 -10.277 -10.178 -11.160 -11.296 -11.758 -12.288 -12.920 -13.311 -13.936 -14.274 -14.341
6.800 -0.863 1.883 -3.045 -5.993 -8.266 -9.147 -10.255 -10.156 -11.138 -11.274 -11.736 -12.266 -12.898 -13.288 -13.914 -14.251 -14.319
6.900 -0.840 1.905 -3.023 -5.970 -8.244 -9.125 -10.233 -10.133 -11.115 -11.251 -11.714 -12.243 -12.875 -13.266 -13.891 -14.229 -14.296
7.000 -0.817 1.928 -3.000 -5.947 -8.221 -9.102 -10.210 -10.110 -11.092 -11.228 -11.691 -12.220 -12.852 -13.243 -13.868 -14.206 -14.273
7.100 -0.794 1.952 -2.976 -5.924 -8.197 -9.078 -10.186 -10.087 -11.069 -11.205 -11.667 -12.197 -12.829 -13.219 -13.845 -14.182 -14.250
7.200 -0.770 1.975 -2.953 -5.900 -8.174 -9.055 -10.163 -10.063 -11.045 -11.181 -11.644 -12.173 -12.805 -13.196 -13.821 -14.159 -14.226
7.300 -0.746 1.999 -2.929 -5.876 -8.150 -9.031 -10.139 -10.039 -11.021 -11.157 -11.620 -12.149 -12.781 -13.172 -13.797 -14.135 -14.202
7.400 -0.722 2.024 -2.904 -5.852 -8.125 -9.006 -10.114 -10.015 -10.997 -11.133 -11.595 -12.125 -12.757 -13.147 -13.773 -14.110 -14.177
7.500 -0.697 2.048 -2.880 -5.827 -8.101 -8.982 -10.089 -9.990 -10.972 -11.108 -11.570 -12.100 -12.732 -13.123 -13.748 -14.086 -14.153
7.600 -0.672 2.074 -2.854 -5.802 -8.075 -8.956 -10.064 -9.965 -10.947 -11.083 -11.545 -12.075 -12.707 -13.097 -13.723 -14.061 -14.128
7.700 -0.646 2.099 -2.829 -5.776 -8.050 -8.931 -10.039 -9.939 -10.921 -11.057 -11.520 -12.049 -12.681 -13.072 -13.697 -14.035 -14.102
7.800 -0.621 2.125 -2.803 -5.750 -8.024 -8.905 -10.013 -9.913 -10.895 -11.031 -11.494 -12.023 -12.656 -13.046 -13.671 -14.009 -14.076
7.900 -0.594 2.151 -2.777 -5.724 -7.998 -8.879 -9.987 -9.887 -10.869 -11.005 -11.468 -11.997 -12.629 -13.020 -13.645 -13.983 -14.050
8.000 -0.568 2.178 -2.750 -5.698 -7.971 -8.852 -9.960 -9.861 -10.842 -10.979 -11.441 -11.971 -12.603 -12.993 -13.619 -13.956 -14.023
8.100 -0.541 2.204 -2.723 -5.671 -7.944 -8.825 -9.933 -9.834 -10.816 -10.952 -11.414 -11.944 -12.576 -12.966 -13.592 -13.930 -13.997
8.200 -0.514 2.231 -2.697 -5.644 -7.918 -8.799 -9.906 -9.807 -10.789 -10.925 -11.387 -11.917 -12.549 -12.940 -13.565 -13.903 -13.970
8.300 -0.487 2.258 -2.670 -5.617 -7.891 -8.772 -9.879 -9.780 -10.762 -10.898 -11.360 -11.890 -12.522 -12.913 -13.538 -13.876 -13.943
8.400 -0.460 2.286 -2.642 -5.590 -7.863 -8.744 -9.852 -9.753 -10.735 -10.871 -11.333 -11.863 -12.495 -12.885 -13.511 -13.849 -13.916
