# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-13.970	-13.782	-13.585	-12.774	-12.277	-11.718	-11.314	-11.007	-10.772	-10.291	-9.667	-9.088
0.250	-15.693	-15.826	-15.854	-15.855	-15.686	-15.420	-15.187	-14.988	-14.828	-14.480	-13.985	-13.499
0.500	-14.268	-14.651	-14.965	-15.649	-15.778	-15.751	-15.646	-15.525	-15.416	-15.158	-14.748	-14.323
0.750	-12.568	-13.098	-13.726	-14.992	-15.429	-15.644	-15.671	-15.630	-15.574	-15.407	-15.080	-14.714
1.000	-10.848	-11.417	-12.370	-14.115	-14.855	-15.308	-15.471	-15.513	-15.514	-15.444	-15.206	-14.903
1.250	-9.299	-9.812	-11.089	-13.208	-14.217	-14.878	-15.167	-15.288	-15.343	-15.366	-15.211	-14.964
1.500	-8.013	-8.394	-9.982	-12.385	-13.630	-14.466	-14.859	-15.047	-15.148	-15.251	-15.166	-14.965
1.750	-7.021	-7.257	-9.082	-11.664	-13.111	-14.097	-14.580	-14.824	-14.963	-15.134	-15.111	-14.952
2.000	-6.303	-6.447	-8.401	-11.066	-12.665	-13.777	-14.342	-14.636	-14.809	-15.034	-15.052	-14.916
2.250	-5.786	-5.882	-7.904	-10.600	-12.287	-13.489	-14.120	-14.459	-14.663	-14.941	-15.001	-14.891
2.500	-5.387	-5.436	-7.525	-10.246	-11.979	-13.236	-13.915	-14.290	-14.521	-14.849	-14.954	-14.874
2.750	-5.054	-5.040	-7.215	-9.971	-11.733	-13.021	-13.731	-14.133	-14.387	-14.759	-14.908	-14.859
3.000	-4.763	-4.672	-6.947	-9.746	-11.537	-12.843	-13.572	-13.993	-14.263	-14.673	-14.863	-14.845
3.250	-4.490	-4.306	-6.696	-9.539	-11.373	-12.695	-13.435	-13.868	-14.150	-14.591	-14.818	-14.831
3.500	-4.238	-3.953	-6.463	-9.348	-11.232	-12.573	-13.321	-13.760	-14.051	-14.515	-14.775	-14.816
3.750	-3.996	-3.600	-6.236	-9.160	-11.103	-12.468	-13.223	-13.667	-13.963	-14.444	-14.732	-14.800
4.000	-3.757	-3.244	-6.011	-8.969	-10.977	-12.373	-13.138	-13.586	-13.885	-14.379	-14.690	-14.783
4.250	-3.531	-2.899	-5.797	-8.782	-10.858	-12.288	-13.064	-13.517	-13.818	-14.320	-14.650	-14.765
4.500	-3.304	-2.544	-5.580	-8.587	-10.734	-12.203	-12.995	-13.453	-13.758	-14.266	-14.611	-14.746
4.750	-3.082	-2.192	-5.366	-8.391	-10.610	-12.120	-12.931	-13.396	-13.704	-14.218	-14.574	-14.726
5.000	-2.866	-1.843	-5.158	-8.194	-10.486	-12.038	-12.870	-13.344	-13.656	-14.174	-14.540	-14.707
5.250	-2.648	-1.487	-4.946	-7.991	-10.356	-11.953	-12.808	-13.293	-13.610	-14.134	-14.507	-14.687
5.500	-2.431	-1.129	-4.735	-7.783	-10.222	-11.865	-12.744	-13.242	-13.565	-14.096	-14.476	-14.667
5.750	-2.218	-0.772	-4.526	-7.574	-10.087	-11.776	-12.681	-13.192	-13.523	-14.062	-14.447	-14.648
6.000	-2.006	-0.413	-4.318	-7.361	-9.948	-11.684	-12.615	-13.141	-13.480	-14.029	-14.419	-14.629
6.250	-1.789	-0.045	-4.105	-7.140	-9.802	-11.585	-12.545	-13.087	-13.435	-13.995	-14.393	-14.609
6.500	-1.574	0.324	-3.894	-6.917	-9.654	-11.485	-12.473	-13.031	-13.390	-13.963	-14.367	-14.590
6.750	-1.359	0.693	-3.683	-6.690	-9.503	-11.381	-12.398	-12.974	-13.344	-13.931	-14.342	-14.572
7.000	-1.144	1.065	-3.472	-6.460	-9.349	-11.275	-12.321	-12.914	-13.295	-13.899	-14.318	-14.553
7.250	-0.926	1.444	-3.257	-6.223	-9.189	-11.163	-12.239	-12.850	-13.244	-13.865	-14.294	-14.534
7.500	-0.706	1.826	-3.041	-5.982	-9.026	-11.047	-12.153	-12.784	-13.190	-13.830	-14.269	-14.516
7.750	-0.608	1.989	-2.945	-5.875	-8.950	-10.991	-12.109	-12.746	-13.157	-13.801	-14.240	-14.486
8.000	-0.592	2.004	-2.929	-5.859	-8.934	-10.975	-12.093	-12.730	-13.139	-13.779	-14.209	-14.451
8.250	-0.576	2.021	-2.913	-5.843	-8.917	-10.958	-12.076	-12.712	-13.120	-13.756	-14.179	-14.415
8.500	-0.557	2.040	-2.894	-5.824	-8.899	-10.940	-12.057	-12.693	-13.100	-13.733	-14.148	-14.378
8.750	-0.538	2.059	-2.875	-5.805	-8.879	-10.920	-12.037	-12.673	-13.080	-13.709	-14.117	-14.342
9.000	-0.517	2.080	-2.853	-5.784	-8.858	-10.899	-12.016	-12.651	-13.058	-13.684	-14.086	-14.305
9.250	-0.495	2.102	-2.832	-5.762	-8.836	-10.877	-11.994	-12.629	-13.035	-13.660	-14.056	-14.268
9.500	-0.472	2.125	-2.809	-5.739	-8.813	-10.854	-11.971	-12.606	-13.012	-13.634	-14.025	-14.231
9.750	-0.448	2.149	-2.784	-5.715	-8.789	-10.830	-11.947	-12.582	-12.987	-13.608	-13.994	-14.193
10.000	-0.422	2.175	-2.759	-5.689	-8.764	-10.804	-11.921	-12.556	-12.961	-13.581	-13.962	-14.156
10.250	-0.395	2.202	-2.732	-5.662	-8.737	-10.778	-11.894	-12.529	-12.935	-13.553	-13.930	-14.118
10.500	-0.368	2.229	-2.705	-5.635	-8.709	-10.750	-11.867	-12.502	-12.907	-13.524	-13.897	-14.079
10.750	-0.339	2.258	-2.676	-5.606	-8.681	-10.722	-11.838	-12.473	-12.878	-13.495	-13.864	-14.041
11.000	-0.310	2.287	-2.647	-5.577	-8.651	-10.692	-11.809	-12.444	-12.848	-13.465	-13.831	-14.002
11.250	-0.279	2.318	-2.616	-5.546	-8.621	-10.662	-11.778	-12.413	-12.818	-13.434	-13.797	-13.963
11.500	-0.248	2.349	-2.585	-5.515	-8.590	-10.630	-11.747	-12.382	-12.787	-13.402	-13.763	-13.923
11.750	-0.216	2.381	-2.553	-5.483	-8.557	-10.598	-11.715	-12.350	-12.754	-13.369	-13.727	-13.883
12.000	-0.183	2.414	-2.519	-5.450	-8.524	-10.565	-11.681	-12.316	-12.721	-13.335	-13.692	-13.843
12.250	-0.149	2.448	-2.486	-5.416	-8.490	-10.531	-11.648	-12.282	-12.687	-13.301	-13.656	-13.802
12.500	-0.114	2.483	-2.451	-5.381	-8.455	-10.496	-11.613	-12.248	-12.652	-13.266	-13.619	-13.761
12.750	-0.079	2.518	-2.415	-5.346	-8.420	-10.461	-11.577	-12.212	-12.617	-13.230	-13.582	-13.720
13.000	-0.042	2.555	-2.379	-5.309	-8.384	-10.425	-11.541	-12.176	-12.581	-13.194	-13.544	-13.679
13.250	-0.006	2.591	-2.343	-5.273	-8.347	-10.388	-11.505	-12.140	-12.544	-13.157	-13.506	-13.637
13.500	0.032	2.629	-2.305	-5.235	-8.310	-10.351	-11.467	-12.102	-12.507	-13.120	-13.467	-13.595
13.750	0.070	2.667	-2.267	-5.197	-8.272	-10.313	-11.429	-12.064	-12.469	-13.082	-13.428	-13.552
14.000	0.108	2.705	-2.229	-5.159	-8.233	-10.274	-11.391	-12.025	-12.430	-13.043	-13.389	-13.509
14.250	0.147	2.744	-2.189	-5.120	-8.194	-10.235	-11.351	-11.986	-12.391	-13.004	-13.349	-13.466
14.500	0.187	2.784	-2.150	-5.080	-8.154	-10.195	-11.312	-11.947	-12.351	-12.964	-13.308	-13.423
14.750	0.227	2.824	-2.110	-5.040	-8.114	-10.155	-11.272	-11.907	-12.311	-12.924	-13.267	-13.380
15.000	0.267	2.864	-2.069	-5.000	-8.074	-10.115	-11.231	-11.866	-12.271	-12.883	-13.226	-13.336
15.250	0.308	2.905	-2.029	-4.959	-8.033	-10.074	-11.191	-11.826	-12.230	-12.843	-13.185	-13.293
15.500	0.349	2.946	-1.988	-4.918	-7.993	-10.033	-11.150	-11.785	-12.189	-12.802	-13.144	-13.249
15.750	0.390	2.987	-1.947	-4.877	-7.951	-9.992	-11.109	-11.744	-12.148	-12.760	-13.102	-13.205
16.000	0.432	3.029	-1.905	-4.835	-7.910	-9.951	-11.067	-11.702	-12.107	-12.719	-13.060	-13.161
16.250	0.474	3.071	-1.863	-4.793	-7.868	-9.909	-11.025	-11.660	-12.065	-12.677	-13.018	-13.117
16.500	0.516	3.113	-1.821	-4.751	-7.826	-9.867	-10.983	-11.618	-12.023	-12.635	-12.976	-13.073
16.750	0.557	3.154	-1.779	-4.710	-7.784	-9.825	-10.941	-11.576	-11.981	-12.593	-12.933	-13.029
17.000	0.599	3.196	-1.737	-4.668	-7.742	-9.783	-10.899	-11.534	-11.939	-12.551	-12.891	-12.985
17.250	0.641	3.238	-1.695	-4.626	-7.700	-9.741	-10.857	-11.492	-11.897	-12.509	-12.849	-12.941
17.500	0.683	3.280	-1.654	-4.584	-7.658	-9.699	-10.816	-11.450	-11.855	-12.467	-12.807	-12.898
17.750	0.725	3.322	-1.612	-4.542	-7.616	-9.657	-10.774	-11.409	-11.813	-12.425	-12.765	-12.854
18.000	0.767	3.364	-1.570	-4.500	-7.575	-9.616	-10.732	-11.367	-11.772	-12.384	-12.723	-12.811
18.250	0.808	3.405	-1.529	-4.459	-7.533	-9.574	-10.691	-11.326	-11.730	-12.342	-12.681	-12.768
18.500	0.850	3.447	-1.487	-4.417	-7.492	-9.533	-10.649	-11.284	-11.689	-12.301	-12.640	-12.725
18.750	0.891	3.488	-1.446	-4.376	-7.451	-9.492	-10.608	-11.243	-11.648	-12.260	-12.599	-12.683
19.000	0.931	3.528	-1.406	-4.336	-7.410	-9.451	-10.568	-11.203	-11.607	-12.219	-12.558	-12.641
19.250	0.972	3.569	-1.365	-4.295	-7.370	-9.411	-10.527	-11.162	-11.567	-12.179	-12.517	-12.600
19.500	1.012	3.609	-1.325	-4.255	-7.330	-9.371	-10.487	-11.122	-11.527	-12.139	-12.477	-12.559
19.750	1.051	3.648	-1.285	-4.216	-7.290	-9.331	-10.448	-11.082	-11.487	-12.099	-12.438	-12.518
20.000	1.091	3.688	-1.246	-4.176	-7.251	-9.292	-10.408	-11.043	-11.448	-12.060	-12.398	-12.478
20.250	1.129	3.726	-1.208	-4.138	-7.212	-9.253	-10.370	-11.004	-11.409	-12.021	-12.359	-12.438
20.500	1.168	3.764	-1.169	-4.099	-7.174	-9.215	-10.331	-10.966	-11.371	-11.983	-12.321	-12.399
20.750	1.205	3.802	-1.132	-4.062	-7.136	-9.177	-10.294	-10.929	-11.333	-11.945	-12.284	-12.361
21.000	1.242	3.839	-1.095	-4.025	-7.099	-9.140	-10.257	-10.892	-11.296	-11.908	-12.246	-12.323
21.250	1.279	3.876	-1.058	-3.988	-7.063	-9.104	-10.220	-10.855	-11.260	-11.872	-12.210	-12.286
21.500	1.315	3.912	-1.022	-3.952	-7.027	-9.068	-10.184	-10.819	-11.224	-11.836	-12.174	-12.249
21.750	1.350	3.947	-0.987	-3.917	-6.992	-9.032	-10.149	-10.784	-11.188	-11.801	-12.139	-12.214
