# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -10.142 -9.937 -9.734 -8.877 -8.509 -8.331 -8.019 -8.143 -7.762 -7.947 -7.621 -7.339 -7.024 -6.781 -6.289 -5.653 -5.066
0.100 -14.766 -14.723 -14.625 -14.239 -14.032 -13.924 -13.734 -13.805 -13.566 -13.667 -13.470 -13.274 -13.041 -12.854 -12.463 -11.924 -11.406
0.200 -14.516 -14.620 -14.632 -14.606 -14.512 -14.452 -14.339 -14.379 -14.226 -14.282 -14.160 -14.014 -13.831 -13.676 -13.344 -12.859 -12.378
0.300 -13.926 -14.167 -14.312 -14.635 -14.651 -14.637 -14.595 -14.608 -14.532 -14.551 -14.492 -14.389 -14.247 -14.120 -13.836 -13.394 -12.943
0.400 -13.230 -13.592 -13.884 -14.533 -14.658 -14.689 -14.712 -14.702 -14.696 -14.685 -14.680 -14.616 -14.512 -14.409 -14.167 -13.762 -13.337
0.500 -12.531 -12.986 -13.430 -14.371 -14.600 -14.672 -14.757 -14.726 -14.784 -14.749 -14.791 -14.762 -14.692 -14.611 -14.408 -14.038 -13.635
0.600 -11.896 -12.414 -13.001 -14.188 -14.510 -14.622 -14.761 -14.714 -14.827 -14.774 -14.857 -14.859 -14.821 -14.761 -14.594 -14.254 -13.872
0.700 -11.367 -11.916 -12.622 -14.002 -14.407 -14.553 -14.740 -14.679 -14.843 -14.776 -14.892 -14.923 -14.914 -14.873 -14.739 -14.429 -14.067
0.800 -10.944 -11.504 -12.302 -13.826 -14.300 -14.475 -14.704 -14.632 -14.838 -14.762 -14.907 -14.963 -14.980 -14.957 -14.855 -14.572 -14.230
0.900 -10.596 -11.159 -12.028 -13.661 -14.192 -14.392 -14.657 -14.577 -14.820 -14.738 -14.906 -14.984 -15.026 -15.020 -14.947 -14.691 -14.367
1.000 -10.285 -10.847 -11.780 -13.503 -14.084 -14.306 -14.602 -14.515 -14.790 -14.704 -14.891 -14.990 -15.055 -15.064 -15.020 -14.790 -14.483
1.100 -9.982 -10.541 -11.541 -13.349 -13.975 -14.216 -14.540 -14.447 -14.751 -14.663 -14.867 -14.985 -15.071 -15.094 -15.077 -14.871 -14.582
1.200 -9.668 -10.219 -11.293 -13.189 -13.860 -14.121 -14.471 -14.373 -14.703 -14.613 -14.834 -14.968 -15.073 -15.111 -15.119 -14.938 -14.665
1.300 -9.334 -9.870 -11.029 -13.018 -13.737 -14.018 -14.394 -14.291 -14.647 -14.556 -14.791 -14.941 -15.066 -15.117 -15.149 -14.991 -14.736
1.400 -8.979 -9.490 -10.744 -12.833 -13.605 -13.906 -14.309 -14.202 -14.584 -14.492 -14.742 -14.907 -15.050 -15.113 -15.170 -15.034 -14.795
1.500 -8.601 -9.075 -10.437 -12.631 -13.460 -13.784 -14.216 -14.104 -14.513 -14.421 -14.685 -14.866 -15.026 -15.102 -15.181 -15.067 -14.844
1.600 -8.204 -8.626 -10.108 -12.410 -13.301 -13.650 -14.113 -13.996 -14.434 -14.342 -14.620 -14.817 -14.996 -15.083 -15.184 -15.091 -14.884
1.700 -7.797 -8.151 -9.766 -12.176 -13.134 -13.508 -14.004 -13.882 -14.350 -14.259 -14.552 -14.765 -14.962 -15.061 -15.182 -15.109 -14.916
1.800 -7.386 -7.653 -9.413 -11.927 -12.956 -13.358 -13.888 -13.762 -14.261 -14.172 -14.480 -14.710 -14.926 -15.037 -15.177 -15.118 -14.935
1.900 -6.982 -7.145 -9.060 -11.671 -12.772 -13.203 -13.768 -13.639 -14.170 -14.084 -14.406 -14.655 -14.891 -15.014 -15.172 -15.123 -14.944
2.000 -6.604 -6.650 -8.722 -11.418 -12.589 -13.048 -13.647 -13.515 -14.076 -13.995 -14.330 -14.596 -14.852 -14.987 -15.165 -15.128 -14.954
2.100 -6.255 -6.181 -8.403 -11.170 -12.407 -12.892 -13.523 -13.389 -13.979 -13.903 -14.251 -14.533 -14.809 -14.957 -15.154 -15.132 -14.965
2.200 -5.944 -5.756 -8.113 -10.936 -12.232 -12.741 -13.402 -13.267 -13.882 -13.813 -14.171 -14.469 -14.764 -14.924 -15.141 -15.134 -14.975
2.300 -5.678 -5.390 -7.860 -10.722 -12.071 -12.600 -13.287 -13.151 -13.790 -13.727 -14.094 -14.406 -14.719 -14.891 -15.128 -15.136 -14.986
2.400 -5.453 -5.084 -7.644 -10.534 -11.925 -12.472 -13.181 -13.045 -13.703 -13.647 -14.022 -14.347 -14.676 -14.859 -15.115 -15.139 -14.998
2.500 -5.257 -4.820 -7.453 -10.364 -11.792 -12.354 -13.082 -12.946 -13.622 -13.572 -13.953 -14.289 -14.634 -14.827 -15.102 -15.140 -15.010
2.600 -5.088 -4.591 -7.288 -10.215 -11.673 -12.248 -12.992 -12.857 -13.547 -13.503 -13.889 -14.236 -14.594 -14.797 -15.089 -15.142 -15.022
2.700 -4.942 -4.390 -7.145 -10.085 -11.569 -12.155 -12.913 -12.778 -13.481 -13.443 -13.833 -14.188 -14.558 -14.770 -15.078 -15.146 -15.034
2.800 -4.811 -4.205 -7.017 -9.968 -11.477 -12.072 -12.843 -12.708 -13.421 -13.389 -13.783 -14.145 -14.526 -14.746 -15.068 -15.150 -15.048
2.900 -4.685 -4.023 -6.894 -9.858 -11.390 -11.995 -12.777 -12.642 -13.366 -13.338 -13.736 -14.105 -14.496 -14.723 -15.059 -15.154 -15.061
3.000 -4.567 -3.846 -6.779 -9.754 -11.309 -11.923 -12.716 -12.582 -13.315 -13.292 -13.693 -14.068 -14.469 -14.702 -15.052 -15.158 -15.075
3.100 -4.455 -3.672 -6.668 -9.654 -11.233 -11.856 -12.660 -12.526 -13.269 -13.250 -13.653 -14.035 -14.445 -14.684 -15.046 -15.164 -15.089
3.200 -4.351 -3.504 -6.566 -9.562 -11.166 -11.798 -12.613 -12.480 -13.232 -13.217 -13.624 -14.011 -14.428 -14.673 -15.043 -15.169 -15.100
3.300 -4.251 -3.336 -6.467 -9.472 -11.103 -11.746 -12.573 -12.440 -13.201 -13.191 -13.600 -13.993 -14.417 -14.666 -15.044 -15.175 -15.107
3.400 -4.148 -3.163 -6.365 -9.379 -11.037 -11.690 -12.529 -12.397 -13.168 -13.162 -13.574 -13.973 -14.405 -14.659 -15.044 -15.180 -15.116
3.500 -4.047 -2.991 -6.264 -9.285 -10.970 -11.633 -12.485 -12.353 -13.134 -13.133 -13.548 -13.953 -14.393 -14.652 -15.045 -15.187 -15.126
3.600 -3.945 -2.817 -6.162 -9.189 -10.902 -11.575 -12.439 -12.308 -13.099 -13.103 -13.521 -13.931 -14.379 -14.644 -15.046 -15.195 -15.138
3.700 -3.844 -2.644 -6.062 -9.093 -10.833 -11.517 -12.392 -12.263 -13.063 -13.072 -13.493 -13.909 -14.366 -14.635 -15.046 -15.202 -15.150
3.800 -3.744 -2.470 -5.961 -8.996 -10.763 -11.457 -12.345 -12.216 -13.027 -13.041 -13.464 -13.886 -14.351 -14.627 -15.047 -15.210 -15.162
3.900 -3.643 -2.294 -5.859 -8.898 -10.692 -11.396 -12.296 -12.168 -12.989 -13.008 -13.434 -13.862 -14.336 -14.617 -15.047 -15.218 -15.175
4.000 -3.539 -2.113 -5.754 -8.795 -10.617 -11.332 -12.244 -12.117 -12.947 -12.973 -13.402 -13.836 -14.318 -14.605 -15.046 -15.225 -15.187
4.100 -3.437 -1.933 -5.650 -8.691 -10.541 -11.267 -12.191 -12.066 -12.906 -12.937 -13.369 -13.809 -14.300 -14.593 -15.044 -15.232 -15.200
4.200 -3.332 -1.748 -5.544 -8.585 -10.463 -11.199 -12.136 -12.012 -12.862 -12.899 -13.333 -13.780 -14.280 -14.579 -15.041 -15.238 -15.211
4.300 -3.228 -1.564 -5.438 -8.478 -10.384 -11.131 -12.080 -11.958 -12.817 -12.861 -13.298 -13.750 -14.260 -14.565 -15.038 -15.244 -15.223
4.400 -3.123 -1.378 -5.332 -8.369 -10.304 -11.062 -12.023 -11.902 -12.772 -12.822 -13.261 -13.719 -14.238 -14.550 -15.034 -15.249 -15.234
4.500 -3.018 -1.190 -5.224 -8.259 -10.222 -10.990 -11.965 -11.845 -12.724 -12.781 -13.222 -13.687 -14.215 -14.533 -15.028 -15.254 -15.245
4.600 -2.911 -0.999 -5.115 -8.146 -10.138 -10.917 -11.904 -11.785 -12.675 -12.738 -13.182 -13.653 -14.191 -14.515 -15.022 -15.257 -15.255
4.700 -2.801 -0.803 -5.003 -8.029 -10.051 -10.840 -11.840 -11.723 -12.623 -12.693 -13.139 -13.616 -14.164 -14.495 -15.014 -15.260 -15.264
4.800 -2.691 -0.607 -4.892 -7.911 -9.962 -10.763 -11.775 -11.661 -12.570 -12.648 -13.096 -13.579 -14.137 -14.475 -15.006 -15.261 -15.273
4.900 -2.580 -0.407 -4.778 -7.790 -9.871 -10.683 -11.708 -11.595 -12.515 -12.600 -13.050 -13.540 -14.107 -14.452 -14.996 -15.262 -15.281
5.000 -2.467 -0.205 -4.663 -7.667 -9.779 -10.601 -11.639 -11.528 -12.458 -12.551 -13.003 -13.499 -14.077 -14.429 -14.985 -15.262 -15.288
5.100 -2.354 -0.002 -4.547 -7.543 -9.685 -10.518 -11.570 -11.461 -12.400 -12.500 -12.955 -13.457 -14.045 -14.404 -14.973 -15.261 -15.295
5.200 -2.240 0.203 -4.431 -7.417 -9.589 -10.433 -11.498 -11.391 -12.340 -12.449 -12.905 -13.414 -14.012 -14.378 -14.960 -15.259 -15.300
5.300 -2.125 0.410 -4.313 -7.288 -9.491 -10.347 -11.424 -11.320 -12.279 -12.396 -12.854 -13.369 -13.977 -14.351 -14.945 -15.256 -15.305
5.400 -2.008 0.620 -4.193 -7.157 -9.391 -10.258 -11.349 -11.246 -12.215 -12.341 -12.801 -13.322 -13.941 -14.322 -14.930 -15.252 -15.309
5.500 -1.889 0.832 -4.072 -7.022 -9.288 -10.166 -11.270 -11.170 -12.149 -12.283 -12.745 -13.273 -13.903 -14.291 -14.913 -15.247 -15.312
