# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -11.133 -10.926 -10.721 -9.858 -9.488 -9.309 -8.996 -9.121 -8.738 -8.924 -8.597 -8.315 -7.999 -7.755 -7.262 -6.626 -6.038
0.100 -15.776 -15.762 -15.674 -15.292 -15.061 -14.939 -14.722 -14.804 -14.532 -14.650 -14.424 -14.207 -13.953 -13.752 -13.338 -12.780 -12.251
0.200 -15.513 -15.663 -15.701 -15.704 -15.582 -15.504 -15.357 -15.409 -15.213 -15.288 -15.128 -14.951 -14.734 -14.558 -14.189 -13.674 -13.177
0.300 -14.948 -15.230 -15.401 -15.739 -15.721 -15.685 -15.603 -15.630 -15.503 -15.542 -15.440 -15.300 -15.119 -14.965 -14.636 -14.158 -13.689
0.400 -14.256 -14.642 -14.948 -15.586 -15.672 -15.680 -15.661 -15.664 -15.606 -15.613 -15.567 -15.465 -15.319 -15.189 -14.901 -14.461 -14.018
0.500 -13.467 -13.933 -14.381 -15.302 -15.496 -15.548 -15.597 -15.576 -15.589 -15.567 -15.575 -15.513 -15.405 -15.300 -15.056 -14.656 -14.242
0.600 -12.568 -13.094 -13.698 -14.900 -15.210 -15.311 -15.430 -15.387 -15.475 -15.426 -15.489 -15.469 -15.404 -15.327 -15.131 -14.775 -14.392
0.700 -11.552 -12.113 -12.892 -14.376 -14.815 -14.969 -15.166 -15.101 -15.269 -15.198 -15.317 -15.344 -15.327 -15.281 -15.140 -14.833 -14.484
0.800 -10.483 -11.038 -11.993 -13.742 -14.319 -14.533 -14.813 -14.728 -14.981 -14.894 -15.067 -15.146 -15.184 -15.174 -15.096 -14.842 -14.526
0.900 -9.477 -9.995 -11.073 -13.023 -13.737 -14.013 -14.379 -14.277 -14.618 -14.522 -14.748 -14.881 -14.979 -15.010 -15.002 -14.809 -14.531
1.000 -8.662 -9.155 -10.250 -12.279 -13.106 -13.438 -13.885 -13.771 -14.195 -14.102 -14.373 -14.560 -14.724 -14.799 -14.869 -14.741 -14.506
