# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-9.024	-9.156	-9.175	-9.130	-8.915	-8.593	-8.317	-8.086	-7.901	-7.505	-6.959	-6.435
0.250	-7.702	-8.266	-9.280	-11.104	-11.882	-12.348	-12.506	-12.536	-12.523	-12.416	-12.125	-11.772
0.500	-6.451	-6.877	-8.355	-10.683	-11.872	-12.653	-12.996	-13.141	-13.206	-13.229	-13.053	-12.775
0.750	-5.522	-5.748	-7.577	-10.174	-11.660	-12.667	-13.148	-13.380	-13.504	-13.630	-13.543	-13.326
1.000	-4.786	-4.807	-6.925	-9.677	-11.398	-12.582	-13.176	-13.480	-13.655	-13.868	-13.858	-13.692
1.250	-4.173	-4.002	-6.361	-9.203	-11.115	-12.447	-13.137	-13.504	-13.723	-14.015	-14.074	-13.955
1.500	-3.647	-3.302	-5.869	-8.763	-10.830	-12.285	-13.060	-13.483	-13.742	-14.105	-14.229	-14.154
1.750	-3.186	-2.679	-5.432	-8.358	-10.551	-12.112	-12.960	-13.434	-13.730	-14.159	-14.343	-14.309
2.000	-2.774	-2.118	-5.038	-7.986	-10.279	-11.927	-12.841	-13.361	-13.690	-14.182	-14.423	-14.429
2.250	-2.415	-1.609	-4.693	-7.658	-10.034	-11.752	-12.718	-13.277	-13.635	-14.181	-14.473	-14.515
2.500	-2.211	-1.174	-4.504	-7.490	-9.975	-11.741	-12.727	-13.293	-13.656	-14.206	-14.500	-14.542
2.750	-2.032	-0.772	-4.335	-7.333	-9.913	-11.720	-12.722	-13.296	-13.662	-14.217	-14.512	-14.555
3.000	-1.875	-0.402	-4.186	-7.187	-9.851	-11.695	-12.712	-13.292	-13.663	-14.222	-14.520	-14.564
3.250	-1.730	-0.056	-4.047	-7.046	-9.785	-11.661	-12.692	-13.280	-13.653	-14.217	-14.518	-14.563
3.500	-1.601	0.258	-3.923	-6.917	-9.721	-11.626	-12.671	-13.265	-13.642	-14.211	-14.516	-14.562
3.750	-1.480	0.542	-3.805	-6.791	-9.651	-11.582	-12.638	-13.237	-13.619	-14.193	-14.501	-14.549
4.000	-1.367	0.804	-3.695	-6.672	-9.584	-11.538	-12.606	-13.213	-13.598	-14.178	-14.490	-14.541
4.250	-1.261	1.034	-3.591	-6.558	-9.513	-11.488	-12.567	-13.179	-13.568	-14.154	-14.470	-14.524
4.500	-1.153	1.247	-3.486	-6.442	-9.435	-11.430	-12.520	-13.138	-13.531	-14.123	-14.444	-14.501
4.750	-1.054	1.433	-3.389	-6.335	-9.362	-11.375	-12.474	-13.099	-13.496	-14.095	-14.422	-14.482
5.000	-0.955	1.600	-3.291	-6.228	-9.284	-11.313	-12.422	-13.052	-13.454	-14.060	-14.393	-14.457
5.250	-0.870	1.727	-3.207	-6.137	-9.212	-11.253	-12.369	-13.004	-13.408	-14.021	-14.358	-14.425
5.500	-0.834	1.763	-3.171	-6.101	-9.176	-11.216	-12.333	-12.968	-13.372	-13.984	-14.322	-14.389
5.750	-0.797	1.800	-3.134	-6.064	-9.138	-11.179	-12.296	-12.931	-13.335	-13.947	-14.285	-14.352
6.000	-0.756	1.841	-3.093	-6.023	-9.097	-11.138	-12.255	-12.890	-13.294	-13.906	-14.244	-14.311
6.250	-0.712	1.885	-3.049	-5.979	-9.053	-11.094	-12.211	-12.846	-13.250	-13.862	-14.200	-14.267
6.500	-0.668	1.929	-3.005	-5.935	-9.010	-11.051	-12.167	-12.802	-13.207	-13.819	-14.156	-14.223
6.750	-0.625	1.972	-2.962	-5.892	-8.967	-11.007	-12.124	-12.759	-13.163	-13.776	-14.113	-14.180
7.000	-0.580	2.017	-2.917	-5.847	-8.921	-10.962	-12.079	-12.714	-13.118	-13.730	-14.068	-14.135
7.250	-0.533	2.064	-2.869	-5.800	-8.874	-10.915	-12.031	-12.666	-13.071	-13.683	-14.021	-14.088
7.500	-0.484	2.113	-2.821	-5.751	-8.826	-10.866	-11.983	-12.618	-13.022	-13.635	-13.972	-14.039
7.750	-0.437	2.160	-2.773	-5.704	-8.778	-10.819	-11.935	-12.570	-12.975	-13.587	-13.925	-13.992
8.000	-0.389	2.208	-2.726	-5.656	-8.731	-10.772	-11.888	-12.523	-12.928	-13.540	-13.878	-13.945
8.250	-0.342	2.255	-2.679	-5.609	-8.683	-10.724	-11.841	-12.476	-12.880	-13.492	-13.830	-13.897
8.500	-0.293	2.304	-2.630	-5.560	-8.635	-10.676	-11.792	-12.427	-12.832	-13.444	-13.781	-13.848
8.750	-0.244	2.353	-2.581	-5.511	-8.586	-10.627	-11.743	-12.378	-12.783	-13.395	-13.733	-13.800
9.000	-0.195	2.402	-2.532	-5.462	-8.537	-10.578	-11.694	-12.329	-12.734	-13.346	-13.683	-13.751
