# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-14.197	-14.012	-13.817	-13.014	-12.521	-11.965	-11.564	-11.259	-11.025	-10.545	-9.923	-9.346
0.250	-15.456	-15.644	-15.723	-15.864	-15.751	-15.532	-15.324	-15.141	-14.991	-14.662	-14.185	-13.713
0.500	-13.534	-13.981	-14.403	-15.308	-15.555	-15.627	-15.579	-15.494	-15.409	-15.195	-14.826	-14.432
0.750	-11.475	-12.040	-12.820	-14.318	-14.899	-15.239	-15.346	-15.357	-15.340	-15.244	-14.989	-14.678
1.000	-9.598	-10.144	-11.306	-13.296	-14.192	-14.765	-15.003	-15.096	-15.134	-15.135	-14.968	-14.718
1.250	-7.946	-8.343	-9.892	-12.270	-13.489	-14.296	-14.664	-14.834	-14.923	-15.007	-14.913	-14.711
1.500	-6.501	-6.666	-8.588	-11.239	-12.774	-13.814	-14.321	-14.574	-14.716	-14.883	-14.845	-14.671
1.750	-5.200	-5.075	-7.375	-10.205	-12.043	-13.304	-13.947	-14.283	-14.481	-14.740	-14.776	-14.645
2.000	-3.982	-3.489	-6.221	-9.162	-11.299	-12.774	-13.549	-13.969	-14.224	-14.580	-14.697	-14.617
2.250	-2.823	-1.849	-5.107	-8.101	-10.544	-12.227	-13.132	-13.636	-13.949	-14.404	-14.606	-14.583
2.500	-1.723	-0.140	-4.037	-7.020	-9.781	-11.669	-12.702	-13.287	-13.658	-14.214	-14.505	-14.541
2.750	-0.687	1.604	-3.023	-5.932	-9.016	-11.103	-12.262	-12.928	-13.356	-14.013	-14.392	-14.489
3.000	0.267	3.245	-2.091	-4.881	-8.267	-10.539	-11.817	-12.560	-13.045	-13.802	-14.270	-14.429
3.250	1.089	4.421	-1.288	-3.969	-7.567	-9.992	-11.375	-12.191	-12.729	-13.583	-14.140	-14.360
3.500	1.665	4.812	-0.720	-3.394	-6.998	-9.499	-10.959	-11.834	-12.419	-13.363	-14.003	-14.284
3.750	2.104	5.047	-0.279	-2.998	-6.515	-9.040	-10.556	-11.481	-12.108	-13.138	-13.862	-14.202
4.000	2.427	5.220	0.052	-2.729	-6.126	-8.625	-10.171	-11.136	-11.801	-12.911	-13.716	-14.117
4.250	2.666	5.369	0.301	-2.533	-5.821	-8.259	-9.809	-10.801	-11.497	-12.683	-13.566	-14.027
4.500	2.852	5.505	0.496	-2.376	-5.583	-7.944	-9.473	-10.479	-11.200	-12.453	-13.414	-13.933
4.750	3.004	5.629	0.654	-2.242	-5.395	-7.680	-9.169	-10.173	-10.911	-12.224	-13.259	-13.837
5.000	3.135	5.746	0.790	-2.121	-5.241	-7.458	-8.896	-9.887	-10.632	-11.996	-13.101	-13.737
5.250	3.253	5.857	0.911	-2.008	-5.109	-7.274	-8.656	-9.621	-10.365	-11.769	-12.941	-13.634
5.500	3.361	5.962	1.021	-1.902	-4.992	-7.117	-8.446	-9.378	-10.112	-11.544	-12.780	-13.529
5.750	3.463	6.062	1.124	-1.802	-4.885	-6.983	-8.265	-9.158	-9.874	-11.323	-12.618	-13.422
6.000	3.560	6.158	1.222	-1.707	-4.786	-6.864	-8.106	-8.961	-9.653	-11.105	-12.454	-13.313
6.250	3.651	6.249	1.314	-1.615	-4.692	-6.758	-7.968	-8.785	-9.449	-10.893	-12.290	-13.202
6.500	3.739	6.336	1.402	-1.528	-4.604	-6.661	-7.846	-8.628	-9.262	-10.685	-12.125	-13.089
6.750	3.823	6.420	1.486	-1.444	-4.519	-6.570	-7.737	-8.489	-9.092	-10.485	-11.961	-12.975
7.000	3.904	6.501	1.567	-1.363	-4.438	-6.485	-7.638	-8.365	-8.939	-10.291	-11.796	-12.860
7.250	3.982	6.579	1.645	-1.285	-4.360	-6.405	-7.547	-8.254	-8.800	-10.105	-11.632	-12.743
7.500	4.057	6.654	1.720	-1.210	-4.284	-6.328	-7.463	-8.153	-8.674	-9.927	-11.469	-12.625
7.750	4.130	6.727	1.793	-1.137	-4.212	-6.255	-7.384	-8.061	-8.561	-9.759	-11.307	-12.507
8.000	4.200	6.797	1.863	-1.067	-4.142	-6.184	-7.310	-7.976	-8.458	-9.599	-11.146	-12.388
8.250	4.267	6.864	1.931	-1.000	-4.074	-6.116	-7.239	-7.898	-8.364	-9.449	-10.986	-12.268
8.500	4.333	6.930	1.996	-0.934	-4.009	-6.050	-7.171	-7.824	-8.278	-9.309	-10.828	-12.147
8.750	4.397	6.994	2.060	-0.870	-3.945	-5.986	-7.106	-7.754	-8.198	-9.178	-10.673	-12.026
9.000	4.458	7.055	2.122	-0.809	-3.883	-5.924	-7.043	-7.688	-8.123	-9.056	-10.520	-11.905
9.250	4.518	7.115	2.181	-0.749	-3.823	-5.864	-6.982	-7.625	-8.053	-8.943	-10.369	-11.783
9.500	4.576	7.173	2.239	-0.691	-3.765	-5.806	-6.924	-7.564	-7.988	-8.838	-10.222	-11.661
9.750	4.633	7.230	2.296	-0.634	-3.709	-5.750	-6.867	-7.506	-7.925	-8.741	-10.078	-11.539
10.000	4.688	7.285	2.351	-0.579	-3.654	-5.695	-6.812	-7.450	-7.866	-8.651	-9.938	-11.417
10.250	4.741	7.338	2.404	-0.526	-3.600	-5.641	-6.758	-7.395	-7.808	-8.567	-9.801	-11.295
10.500	4.793	7.390	2.457	-0.474	-3.548	-5.589	-6.706	-7.342	-7.754	-8.489	-9.669	-11.174
