# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-11.036	-10.949	-10.810	-10.251	-9.850	-9.376	-9.021	-8.743	-8.528	-8.081	-7.490	-6.934
0.250	-14.252	-14.454	-14.548	-14.722	-14.614	-14.390	-14.173	-13.981	-13.824	-13.481	-12.990	-12.507
0.500	-14.124	-14.458	-14.705	-15.246	-15.303	-15.210	-15.062	-14.912	-14.783	-14.485	-14.037	-13.586
0.750	-13.510	-13.959	-14.384	-15.282	-15.507	-15.546	-15.467	-15.358	-15.255	-15.002	-14.594	-14.171
1.000	-12.642	-13.179	-13.810	-15.064	-15.472	-15.650	-15.646	-15.580	-15.505	-15.300	-14.935	-14.541
1.250	-11.796	-12.368	-13.186	-14.730	-15.311	-15.624	-15.695	-15.675	-15.630	-15.474	-15.151	-14.786
1.500	-11.144	-11.717	-12.667	-14.401	-15.117	-15.541	-15.678	-15.699	-15.682	-15.574	-15.292	-14.953
1.750	-10.595	-11.158	-12.229	-14.114	-14.936	-15.446	-15.637	-15.692	-15.699	-15.633	-15.389	-15.075
2.000	-10.051	-10.587	-11.795	-13.834	-14.762	-15.350	-15.587	-15.672	-15.699	-15.669	-15.459	-15.167
2.250	-9.481	-9.968	-11.329	-13.525	-14.570	-15.242	-15.526	-15.640	-15.687	-15.690	-15.510	-15.241
2.500	-8.879	-9.293	-10.822	-13.172	-14.346	-15.110	-15.445	-15.590	-15.657	-15.696	-15.546	-15.298
2.750	-8.248	-8.560	-10.276	-12.773	-14.085	-14.948	-15.341	-15.520	-15.610	-15.685	-15.565	-15.335
3.000	-7.586	-7.761	-9.688	-12.323	-13.783	-14.753	-15.209	-15.426	-15.541	-15.656	-15.568	-15.356
3.250	-6.901	-6.902	-9.064	-11.823	-13.442	-14.524	-15.046	-15.304	-15.446	-15.607	-15.556	-15.366
3.500	-6.192	-5.975	-8.405	-11.272	-13.059	-14.259	-14.852	-15.154	-15.327	-15.537	-15.528	-15.365
3.750	-5.462	-4.979	-7.713	-10.667	-12.635	-13.958	-14.627	-14.976	-15.181	-15.447	-15.483	-15.350
4.000	-4.714	-3.914	-6.992	-10.007	-12.168	-13.621	-14.370	-14.770	-15.010	-15.335	-15.422	-15.322
4.250	-3.949	-2.779	-6.247	-9.293	-11.660	-13.250	-14.083	-14.537	-14.814	-15.203	-15.345	-15.281
4.500	-3.170	-1.577	-5.482	-8.525	-11.111	-12.844	-13.766	-14.276	-14.592	-15.050	-15.252	-15.228
4.750	-2.376	-0.314	-4.700	-7.706	-10.524	-12.405	-13.420	-13.989	-14.347	-14.877	-15.143	-15.162
5.000	-1.574	0.990	-3.910	-6.846	-9.905	-11.936	-13.046	-13.677	-14.079	-14.686	-15.019	-15.083
5.250	-1.375	1.222	-3.712	-6.642	-9.716	-11.757	-12.874	-13.509	-13.913	-14.525	-14.863	-14.930
5.500	-1.217	1.380	-3.554	-6.484	-9.558	-11.599	-12.716	-13.350	-13.755	-14.367	-14.705	-14.772
5.750	-1.060	1.537	-3.396	-6.327	-9.401	-11.442	-12.558	-13.193	-13.598	-14.210	-14.548	-14.615
6.000	-0.905	1.692	-3.242	-6.172	-9.247	-11.288	-12.404	-13.039	-13.443	-14.056	-14.393	-14.460
6.250	-0.754	1.843	-3.091	-6.021	-9.096	-11.136	-12.253	-12.888	-13.292	-13.905	-14.242	-14.309
6.500	-0.607	1.990	-2.944	-5.874	-8.949	-10.990	-12.106	-12.741	-13.145	-13.758	-14.095	-14.162
6.750	-0.466	2.131	-2.803	-5.733	-8.808	-10.849	-11.965	-12.600	-13.004	-13.617	-13.954	-14.021
7.000	-0.331	2.266	-2.668	-5.598	-8.673	-10.714	-11.830	-12.465	-12.870	-13.482	-13.819	-13.887
7.250	-0.203	2.394	-2.540	-5.470	-8.545	-10.586	-11.702	-12.337	-12.742	-13.354	-13.691	-13.759
7.500	-0.082	2.515	-2.419	-5.349	-8.424	-10.465	-11.581	-12.216	-12.621	-13.233	-13.571	-13.638
7.750	0.031	2.628	-2.306	-5.236	-8.310	-10.351	-11.468	-12.102	-12.507	-13.119	-13.457	-13.524
8.000	0.138	2.735	-2.199	-5.129	-8.204	-10.245	-11.361	-11.996	-12.401	-13.013	-13.350	-13.417
8.250	0.237	2.834	-2.099	-5.030	-8.104	-10.145	-11.261	-11.896	-12.301	-12.913	-13.251	-13.318
8.500	0.330	2.927	-2.006	-4.937	-8.011	-10.052	-11.169	-11.803	-12.208	-12.820	-13.158	-13.225
8.750	0.417	3.014	-1.919	-4.850	-7.924	-9.965	-11.081	-11.716	-12.121	-12.733	-13.071	-13.138
9.000	0.499	3.096	-1.838	-4.768	-7.843	-9.883	-11.000	-11.635	-12.039	-12.651	-12.989	-13.056
9.250	0.575	3.172	-1.761	-4.692	-7.766	-9.807	-10.923	-11.558	-11.963	-12.575	-12.913	-12.980
9.500	0.647	3.244	-1.689	-4.620	-7.694	-9.735	-10.852	-11.486	-11.891	-12.503	-12.841	-12.908
9.750	0.715	3.312	-1.622	-4.552	-7.626	-9.667	-10.784	-11.419	-11.823	-12.435	-12.773	-12.840
10.000	0.780	3.377	-1.557	-4.487	-7.562	-9.603	-10.719	-11.354	-11.759	-12.371	-12.709	-12.776
10.250	0.841	3.438	-1.496	-4.426	-7.501	-9.542	-10.658	-11.293	-11.698	-12.310	-12.647	-12.715
10.500	0.899	3.496	-1.438	-4.368	-7.443	-9.483	-10.600	-11.235	-11.639	-12.252	-12.589	-12.656
10.750	0.955	3.552	-1.382	-4.312	-7.387	-9.428	-10.544	-11.179	-11.584	-12.196	-12.533	-12.601
11.000	1.008	3.605	-1.329	-4.259	-7.333	-9.374	-10.491	-11.126	-11.530	-12.142	-12.480	-12.547
11.250	1.059	3.656	-1.277	-4.208	-7.282	-9.323	-10.439	-11.074	-11.479	-12.091	-12.429	-12.496
11.500	1.109	3.706	-1.228	-4.158	-7.233	-9.273	-10.390	-11.025	-11.429	-12.042	-12.379	-12.446
