# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-12.993	-12.812	-12.620	-11.831	-11.343	-10.792	-10.393	-10.089	-9.855	-9.377	-8.756	-8.180
0.250	-15.012	-15.127	-15.148	-15.145	-14.993	-14.748	-14.525	-14.333	-14.175	-13.830	-13.334	-12.847
0.500	-13.977	-14.325	-14.596	-15.202	-15.309	-15.271	-15.161	-15.036	-14.924	-14.655	-14.230	-13.791
0.750	-12.772	-13.270	-13.804	-14.914	-15.267	-15.418	-15.410	-15.345	-15.272	-15.071	-14.706	-14.308
1.000	-11.516	-12.084	-12.900	-14.450	-15.048	-15.385	-15.476	-15.470	-15.436	-15.301	-14.994	-14.636
1.250	-10.281	-10.838	-11.951	-13.881	-14.723	-15.239	-15.430	-15.484	-15.489	-15.420	-15.171	-14.853
1.500	-9.241	-9.724	-11.095	-13.303	-14.359	-15.035	-15.319	-15.429	-15.473	-15.468	-15.278	-14.999
1.750	-8.446	-8.838	-10.405	-12.791	-14.014	-14.821	-15.183	-15.344	-15.422	-15.477	-15.338	-15.094
2.000	-7.787	-8.079	-9.824	-12.344	-13.706	-14.619	-15.048	-15.252	-15.360	-15.466	-15.372	-15.157
2.250	-7.177	-7.346	-9.279	-11.920	-13.413	-14.423	-14.913	-15.156	-15.291	-15.443	-15.391	-15.204
2.500	-6.579	-6.595	-8.736	-11.486	-13.116	-14.222	-14.771	-15.051	-15.212	-15.410	-15.399	-15.240
2.750	-5.982	-5.813	-8.184	-11.029	-12.805	-14.012	-14.622	-14.940	-15.126	-15.368	-15.393	-15.258
3.000	-5.373	-4.982	-7.612	-10.538	-12.467	-13.781	-14.454	-14.812	-15.026	-15.314	-15.377	-15.266
3.250	-4.755	-4.105	-7.022	-10.010	-12.102	-13.525	-14.265	-14.665	-14.908	-15.245	-15.350	-15.267
3.500	-4.125	-3.174	-6.413	-9.441	-11.705	-13.242	-14.053	-14.497	-14.771	-15.160	-15.312	-15.258
3.750	-3.480	-2.187	-5.783	-8.827	-11.275	-12.932	-13.816	-14.307	-14.613	-15.060	-15.260	-15.240
4.000	-2.820	-1.144	-5.135	-8.169	-10.812	-12.593	-13.555	-14.095	-14.436	-14.942	-15.196	-15.212
