# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-9.003	-9.128	-9.140	-9.074	-8.851	-8.522	-8.241	-8.008	-7.822	-7.423	-6.876	-6.350
0.250	-7.794	-8.364	-9.358	-11.148	-11.895	-12.336	-12.478	-12.499	-12.479	-12.361	-12.061	-11.701
0.500	-6.551	-6.986	-8.458	-10.769	-11.923	-12.673	-12.996	-13.128	-13.183	-13.191	-13.000	-12.714
0.750	-5.610	-5.826	-7.683	-10.284	-11.739	-12.712	-13.170	-13.386	-13.499	-13.606	-13.501	-13.272
1.000	-4.862	-4.835	-7.024	-9.802	-11.500	-12.651	-13.219	-13.506	-13.667	-13.857	-13.826	-13.646
1.250	-4.227	-3.955	-6.442	-9.327	-11.232	-12.534	-13.198	-13.547	-13.751	-14.016	-14.052	-13.916
1.500	-3.681	-3.176	-5.928	-8.876	-10.957	-12.390	-13.139	-13.542	-13.786	-14.120	-14.216	-14.123
1.750	-3.198	-2.473	-5.467	-8.449	-10.684	-12.231	-13.055	-13.508	-13.788	-14.186	-14.340	-14.285
2.000	-2.765	-1.838	-5.049	-8.048	-10.414	-12.060	-12.952	-13.451	-13.764	-14.222	-14.430	-14.413
2.250	-2.366	-1.253	-4.662	-7.666	-10.144	-11.877	-12.831	-13.372	-13.716	-14.232	-14.493	-14.513
2.500	-2.082	-0.743	-4.389	-7.396	-9.984	-11.783	-12.775	-13.341	-13.702	-14.247	-14.535	-14.572
2.750	-1.900	-0.319	-4.215	-7.222	-9.909	-11.754	-12.767	-13.344	-13.710	-14.263	-14.555	-14.595
3.000	-1.736	0.073	-4.057	-7.057	-9.832	-11.718	-12.751	-13.337	-13.710	-14.271	-14.569	-14.611
3.250	-1.592	0.421	-3.917	-6.906	-9.756	-11.678	-12.728	-13.324	-13.703	-14.272	-14.576	-14.621
3.500	-1.459	0.735	-3.788	-6.764	-9.679	-11.634	-12.701	-13.306	-13.690	-14.268	-14.578	-14.628
3.750	-1.338	0.999	-3.670	-6.633	-9.602	-11.583	-12.664	-13.277	-13.667	-14.254	-14.571	-14.624
4.000	-1.228	1.232	-3.561	-6.511	-9.527	-11.533	-12.629	-13.251	-13.646	-14.242	-14.567	-14.625
4.250	-1.121	1.430	-3.456	-6.394	-9.447	-11.476	-12.584	-13.214	-13.615	-14.221	-14.553	-14.616
4.500	-1.045	1.552	-3.382	-6.312	-9.386	-11.427	-12.544	-13.178	-13.583	-14.195	-14.533	-14.600
4.750	-1.025	1.572	-3.362	-6.292	-9.366	-11.407	-12.524	-13.158	-13.563	-14.175	-14.513	-14.580
5.000	-0.998	1.599	-3.335	-6.265	-9.339	-11.380	-12.497	-13.132	-13.536	-14.148	-14.486	-14.553
5.250	-0.967	1.630	-3.304	-6.234	-9.308	-11.349	-12.466	-13.101	-13.505	-14.117	-14.455	-14.522
5.500	-0.937	1.660	-3.274	-6.204	-9.278	-11.319	-12.436	-13.071	-13.475	-14.087	-14.425	-14.492
5.750	-0.904	1.693	-3.241	-6.171	-9.245	-11.286	-12.403	-13.038	-13.442	-14.054	-14.392	-14.459
6.000	-0.867	1.730	-3.204	-6.134	-9.209	-11.249	-12.366	-13.001	-13.405	-14.017	-14.355	-14.422
6.250	-0.827	1.770	-3.164	-6.094	-9.169	-11.210	-12.326	-12.961	-13.366	-13.978	-14.315	-14.382
6.500	-0.788	1.809	-3.125	-6.055	-9.130	-11.170	-12.287	-12.922	-13.326	-13.939	-14.276	-14.343
6.750	-0.747	1.850	-3.084	-6.014	-9.089	-11.129	-12.246	-12.881	-13.285	-13.898	-14.235	-14.302
7.000	-0.704	1.893	-3.041	-5.971	-9.045	-11.086	-12.203	-12.838	-13.242	-13.854	-14.192	-14.259
7.250	-0.659	1.938	-2.996	-5.926	-9.000	-11.041	-12.158	-12.792	-13.197	-13.809	-14.147	-14.214
7.500	-0.611	1.986	-2.948	-5.878	-8.953	-10.994	-12.110	-12.745	-13.150	-13.762	-14.099	-14.166
7.750	-0.565	2.032	-2.902	-5.832	-8.906	-10.947	-12.064	-12.699	-13.103	-13.715	-14.053	-14.120
8.000	-0.517	2.080	-2.854	-5.784	-8.858	-10.899	-12.016	-12.651	-13.055	-13.667	-14.005	-14.072
8.250	-0.468	2.129	-2.805	-5.735	-8.809	-10.850	-11.967	-12.601	-13.006	-13.618	-13.956	-14.023
8.500	-0.417	2.180	-2.754	-5.684	-8.759	-10.800	-11.916	-12.551	-12.956	-13.568	-13.906	-13.973
8.750	-0.366	2.231	-2.703	-5.633	-8.708	-10.748	-11.865	-12.500	-12.904	-13.517	-13.854	-13.921
9.000	-0.314	2.283	-2.651	-5.581	-8.655	-10.696	-11.813	-12.448	-12.852	-13.464	-13.802	-13.869
9.250	-0.262	2.335	-2.599	-5.529	-8.604	-10.644	-11.761	-12.396	-12.800	-13.413	-13.750	-13.817
9.500	-0.209	2.388	-2.546	-5.476	-8.551	-10.592	-11.708	-12.343	-12.748	-13.360	-13.698	-13.765
9.750	-0.156	2.441	-2.493	-5.423	-8.498	-10.539	-11.655	-12.290	-12.695	-13.307	-13.644	-13.711
10.000	-0.103	2.494	-2.440	-5.370	-8.445	-10.485	-11.602	-12.237	-12.641	-13.253	-13.591	-13.658
10.250	-0.049	2.548	-2.386	-5.316	-8.391	-10.431	-11.548	-12.183	-12.587	-13.200	-13.537	-13.604
10.500	0.005	2.602	-2.332	-5.262	-8.336	-10.377	-11.494	-12.129	-12.533	-13.145	-13.483	-13.550
10.750	0.060	2.657	-2.277	-5.207	-8.282	-10.323	-11.439	-12.074	-12.479	-13.091	-13.429	-13.496
11.000	0.114	2.711	-2.223	-5.153	-8.228	-10.269	-11.385	-12.020	-12.425	-13.037	-13.374	-13.441
11.250	0.168	2.765	-2.169	-5.099	-8.173	-10.214	-11.331	-11.966	-12.370	-12.982	-13.320	-13.387
11.500	0.222	2.819	-2.114	-5.045	-8.119	-10.160	-11.277	-11.911	-12.316	-12.928	-13.266	-13.333
11.750	0.276	2.873	-2.061	-4.991	-8.065	-10.106	-11.223	-11.858	-12.262	-12.874	-13.212	-13.279
12.000	0.330	2.927	-2.007	-4.937	-8.011	-10.052	-11.169	-11.804	-12.208	-12.820	-13.158	-13.225
12.250	0.384	2.981	-1.953	-4.883	-7.958	-9.998	-11.115	-11.750	-12.154	-12.767	-13.104	-13.171
12.500	0.438	3.035	-1.899	-4.829	-7.904	-9.945	-11.061	-11.696	-12.101	-12.713	-13.051	-13.118
12.750	0.491	3.088	-1.846	-4.776	-7.851	-9.892	-11.008	-11.643	-12.047	-12.660	-12.997	-13.064
13.000	0.544	3.141	-1.793	-4.723	-7.798	-9.839	-10.955	-11.590	-11.995	-12.607	-12.944	-13.012
13.250	0.596	3.193	-1.741	-4.671	-7.745	-9.786	-10.903	-11.538	-11.942	-12.554	-12.892	-12.959
13.500	0.648	3.245	-1.689	-4.619	-7.694	-9.734	-10.851	-11.486	-11.890	-12.503	-12.840	-12.907
13.750	0.699	3.296	-1.638	-4.568	-7.642	-9.683	-10.800	-11.435	-11.839	-12.451	-12.789	-12.856
14.000	0.750	3.347	-1.587	-4.517	-7.592	-9.633	-10.749	-11.384	-11.789	-12.401	-12.739	-12.806
14.250	0.800	3.396	-1.537	-4.467	-7.542	-9.583	-10.699	-11.334	-11.739	-12.351	-12.689	-12.756
14.500	0.849	3.446	-1.488	-4.418	-7.493	-9.534	-10.650	-11.285	-11.690	-12.302	-12.639	-12.706
14.750	0.897	3.494	-1.440	-4.370	-7.444	-9.485	-10.602	-11.236	-11.641	-12.253	-12.591	-12.658
15.000	0.945	3.542	-1.392	-4.322	-7.396	-9.437	-10.554	-11.189	-11.593	-12.205	-12.543	-12.610
15.250	0.992	3.589	-1.345	-4.275	-7.349	-9.390	-10.507	-11.142	-11.546	-12.158	-12.496	-12.563
15.500	1.038	3.635	-1.299	-4.229	-7.303	-9.344	-10.461	-11.096	-11.500	-12.112	-12.450	-12.517
15.750	1.083	3.680	-1.253	-4.184	-7.258	-9.299	-10.416	-11.050	-11.455	-12.067	-12.405	-12.472
16.000	1.128	3.725	-1.209	-4.139	-7.214	-9.255	-10.371	-11.006	-11.411	-12.023	-12.361	-12.428
16.250	1.171	3.768	-1.166	-4.096	-7.171	-9.212	-10.328	-10.963	-11.368	-11.980	-12.317	-12.384
16.500	1.213	3.810	-1.124	-4.054	-7.129	-9.169	-10.286	-10.921	-11.325	-11.938	-12.275	-12.342
16.750	1.254	3.851	-1.083	-4.013	-7.087	-9.128	-10.245	-10.880	-11.284	-11.896	-12.234	-12.301
17.000	1.295	3.892	-1.042	-3.972	-7.047	-9.088	-10.204	-10.839	-11.244	-11.856	-12.194	-12.261
17.250	1.334	3.931	-1.003	-3.933	-7.008	-9.048	-10.165	-10.800	-11.204	-11.817	-12.154	-12.221
17.500	1.372	3.969	-0.965	-3.895	-6.969	-9.010	-10.127	-10.762	-11.166	-11.778	-12.116	-12.183
17.750	1.410	4.007	-0.927	-3.857	-6.932	-8.973	-10.089	-10.724	-11.129	-11.741	-12.078	-12.146
18.000	1.446	4.043	-0.891	-3.821	-6.895	-8.936	-10.053	-10.688	-11.092	-11.704	-12.042	-12.109
18.250	1.482	4.079	-0.855	-3.785	-6.860	-8.901	-10.017	-10.652	-11.057	-11.669	-12.007	-12.074
18.500	1.516	4.113	-0.821	-3.751	-6.825	-8.866	-9.983	-10.618	-11.022	-11.634	-11.972	-12.039
18.750	1.550	4.147	-0.787	-3.717	-6.792	-8.833	-9.949	-10.584	-10.989	-11.601	-11.938	-12.006
19.000	1.582	4.179	-0.755	-3.685	-6.759	-8.800	-9.917	-10.552	-10.956	-11.568	-11.906	-11.973
19.250	1.614	4.211	-0.723	-3.653	-6.727	-8.768	-9.885	-10.520	-10.924	-11.536	-11.874	-11.941
19.500	1.645	4.242	-0.692	-3.622	-6.697	-8.737	-9.854	-10.489	-10.893	-11.505	-11.843	-11.910
