# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -9.898 -9.694 -9.490 -8.632 -8.265 -8.087 -7.774 -7.899 -7.518 -7.702 -7.377 -7.095 -6.780 -6.537 -6.044 -5.409 -4.821
0.100 -14.673 -14.611 -14.500 -14.068 -13.850 -13.738 -13.541 -13.615 -13.368 -13.473 -13.270 -13.070 -12.834 -12.645 -12.250 -11.708 -11.188
0.200 -14.583 -14.646 -14.625 -14.503 -14.383 -14.313 -14.186 -14.232 -14.063 -14.127 -13.992 -13.839 -13.648 -13.490 -13.150 -12.658 -12.173
0.300 -14.152 -14.335 -14.421 -14.599 -14.573 -14.544 -14.478 -14.500 -14.400 -14.431 -14.352 -14.238 -14.086 -13.952 -13.657 -13.205 -12.748
0.400 -13.601 -13.893 -14.097 -14.560 -14.628 -14.636 -14.629 -14.629 -14.592 -14.595 -14.566 -14.487 -14.368 -14.257 -14.000 -13.583 -13.150
0.500 -13.012 -13.398 -13.727 -14.455 -14.613 -14.659 -14.706 -14.688 -14.707 -14.687 -14.702 -14.655 -14.567 -14.476 -14.255 -13.869 -13.457
0.600 -12.433 -12.892 -13.348 -14.315 -14.559 -14.640 -14.738 -14.703 -14.775 -14.737 -14.790 -14.772 -14.713 -14.641 -14.453 -14.096 -13.703
0.700 -11.893 -12.405 -12.982 -14.158 -14.482 -14.595 -14.740 -14.691 -14.812 -14.758 -14.845 -14.854 -14.823 -14.768 -14.611 -14.281 -13.906
0.800 -11.407 -11.952 -12.639 -13.991 -14.390 -14.534 -14.721 -14.660 -14.825 -14.759 -14.876 -14.910 -14.904 -14.867 -14.739 -14.435 -14.077
0.900 -10.975 -11.536 -12.319 -13.820 -14.286 -14.458 -14.685 -14.614 -14.819 -14.744 -14.888 -14.945 -14.964 -14.942 -14.843 -14.564 -14.223
1.000 -10.584 -11.149 -12.018 -13.646 -14.174 -14.372 -14.636 -14.556 -14.799 -14.717 -14.885 -14.964 -15.007 -15.001 -14.929 -14.674 -14.349
1.100 -10.215 -10.778 -11.726 -13.465 -14.051 -14.275 -14.573 -14.486 -14.763 -14.677 -14.866 -14.967 -15.033 -15.042 -14.998 -14.766 -14.458
1.200 -9.851 -10.407 -11.434 -13.275 -13.918 -14.166 -14.498 -14.404 -14.715 -14.625 -14.835 -14.956 -15.045 -15.069 -15.052 -14.844 -14.552
1.300 -9.480 -10.023 -11.132 -13.074 -13.773 -14.045 -14.410 -14.310 -14.654 -14.562 -14.791 -14.931 -15.043 -15.083 -15.093 -14.909 -14.633
1.400 -9.096 -9.618 -10.817 -12.860 -13.617 -13.913 -14.311 -14.205 -14.582 -14.489 -14.735 -14.896 -15.030 -15.086 -15.123 -14.963 -14.703
1.500 -8.693 -9.185 -10.484 -12.630 -13.447 -13.768 -14.199 -14.088 -14.497 -14.404 -14.668 -14.848 -15.005 -15.076 -15.141 -15.005 -14.762
1.600 -8.273 -8.722 -10.134 -12.386 -13.266 -13.614 -14.079 -13.963 -14.404 -14.313 -14.593 -14.793 -14.973 -15.059 -15.151 -15.040 -14.813
1.700 -7.840 -8.230 -9.769 -12.128 -13.074 -13.449 -13.948 -13.827 -14.301 -14.212 -14.508 -14.727 -14.930 -15.031 -15.151 -15.064 -14.855
1.800 -7.400 -7.712 -9.393 -11.858 -12.874 -13.276 -13.810 -13.686 -14.191 -14.105 -14.416 -14.654 -14.880 -14.997 -15.144 -15.082 -14.889
1.900 -6.965 -7.177 -9.014 -11.583 -12.671 -13.101 -13.669 -13.541 -14.078 -13.996 -14.322 -14.578 -14.826 -14.958 -15.132 -15.094 -14.918
2.000 -6.542 -6.637 -8.641 -11.304 -12.464 -12.922 -13.525 -13.394 -13.961 -13.884 -14.223 -14.497 -14.766 -14.913 -15.113 -15.099 -14.940
2.100 -6.143 -6.105 -8.281 -11.028 -12.260 -12.746 -13.382 -13.249 -13.845 -13.775 -14.125 -14.416 -14.707 -14.867 -15.091 -15.098 -14.953
2.200 -5.784 -5.606 -7.950 -10.767 -12.068 -12.580 -13.248 -13.113 -13.737 -13.673 -14.035 -14.341 -14.651 -14.824 -15.070 -15.095 -14.962
2.300 -5.462 -5.145 -7.647 -10.518 -11.884 -12.422 -13.120 -12.984 -13.634 -13.577 -13.949 -14.271 -14.600 -14.785 -15.049 -15.087 -14.961
2.400 -5.174 -4.731 -7.372 -10.284 -11.709 -12.269 -12.995 -12.859 -13.534 -13.484 -13.865 -14.201 -14.548 -14.744 -15.028 -15.079 -14.960
2.500 -4.924 -4.369 -7.129 -10.071 -11.547 -12.128 -12.878 -12.743 -13.438 -13.397 -13.785 -14.134 -14.498 -14.705 -15.007 -15.072 -14.961
2.600 -4.707 -4.056 -6.916 -9.879 -11.399 -11.997 -12.770 -12.635 -13.349 -13.315 -13.709 -14.071 -14.450 -14.668 -14.987 -15.066 -14.963
2.700 -4.506 -3.767 -6.718 -9.698 -11.258 -11.872 -12.665 -12.530 -13.262 -13.236 -13.635 -14.008 -14.402 -14.630 -14.967 -15.060 -14.966
2.800 -4.317 -3.492 -6.531 -9.524 -11.122 -11.751 -12.562 -12.429 -13.176 -13.157 -13.562 -13.945 -14.354 -14.592 -14.946 -15.054 -14.969
2.900 -4.138 -3.227 -6.354 -9.358 -10.991 -11.635 -12.463 -12.331 -13.093 -13.082 -13.491 -13.884 -14.307 -14.554 -14.925 -15.047 -14.973
3.000 -3.975 -2.980 -6.191 -9.204 -10.871 -11.528 -12.372 -12.241 -13.016 -13.013 -13.426 -13.827 -14.263 -14.519 -14.906 -15.043 -14.978
3.100 -3.814 -2.733 -6.031 -9.052 -10.752 -11.422 -12.282 -12.152 -12.940 -12.944 -13.361 -13.771 -14.219 -14.484 -14.888 -15.038 -14.983
3.200 -3.651 -2.478 -5.868 -8.896 -10.631 -11.314 -12.190 -12.061 -12.863 -12.874 -13.295 -13.713 -14.174 -14.448 -14.868 -15.033 -14.987
3.300 -3.491 -2.218 -5.707 -8.741 -10.512 -11.209 -12.101 -11.973 -12.789 -12.807 -13.232 -13.659 -14.132 -14.414 -14.848 -15.026 -14.988
3.400 -3.334 -1.954 -5.549 -8.586 -10.396 -11.108 -12.017 -11.891 -12.720 -12.746 -13.174 -13.609 -14.093 -14.383 -14.829 -15.017 -14.985
3.500 -3.182 -1.695 -5.395 -8.434 -10.283 -11.008 -11.934 -11.809 -12.651 -12.685 -13.117 -13.560 -14.055 -14.352 -14.812 -15.009 -14.984
3.600 -3.029 -1.433 -5.241 -8.280 -10.167 -10.907 -11.849 -11.726 -12.581 -12.623 -13.058 -13.509 -14.016 -14.321 -14.793 -15.002 -14.983
3.700 -2.872 -1.161 -5.081 -8.118 -10.045 -10.799 -11.759 -11.638 -12.506 -12.557 -12.995 -13.454 -13.974 -14.287 -14.773 -14.993 -14.982
3.800 -2.710 -0.881 -4.917 -7.950 -9.917 -10.687 -11.664 -11.545 -12.427 -12.487 -12.928 -13.396 -13.928 -14.249 -14.751 -14.983 -14.980
3.900 -2.545 -0.593 -4.748 -7.775 -9.784 -10.569 -11.565 -11.448 -12.344 -12.413 -12.858 -13.334 -13.879 -14.209 -14.727 -14.972 -14.977
4.000 -2.375 -0.297 -4.576 -7.594 -9.646 -10.447 -11.460 -11.346 -12.256 -12.335 -12.783 -13.268 -13.827 -14.167 -14.701 -14.960 -14.974
4.100 -2.209 -0.003 -4.406 -7.414 -9.508 -10.324 -11.356 -11.244 -12.168 -12.257 -12.708 -13.202 -13.774 -14.123 -14.674 -14.947 -14.971
4.200 -2.042 0.290 -4.236 -7.232 -9.369 -10.200 -11.250 -11.141 -12.078 -12.178 -12.632 -13.134 -13.720 -14.079 -14.646 -14.934 -14.967
4.300 -1.873 0.588 -4.063 -7.046 -9.225 -10.072 -11.139 -11.033 -11.985 -12.095 -12.552 -13.062 -13.663 -14.031 -14.616 -14.919 -14.962
4.400 -1.700 0.891 -3.887 -6.854 -9.076 -9.939 -11.025 -10.922 -11.887 -12.009 -12.468 -12.988 -13.602 -13.980 -14.584 -14.902 -14.956
4.500 -1.524 1.198 -3.707 -6.658 -8.923 -9.801 -10.906 -10.806 -11.785 -11.919 -12.381 -12.909 -13.538 -13.927 -14.549 -14.883 -14.948
4.600 -1.470 1.276 -3.652 -6.599 -8.873 -9.754 -10.862 -10.763 -11.744 -11.880 -12.343 -12.872 -13.505 -13.895 -14.521 -14.858 -14.925
4.700 -1.442 1.303 -3.625 -6.572 -8.846 -9.727 -10.835 -10.735 -11.717 -11.853 -12.316 -12.845 -13.477 -13.868 -14.493 -14.831 -14.898
4.800 -1.415 1.331 -3.597 -6.544 -8.818 -9.699 -10.807 -10.708 -11.689 -11.825 -12.288 -12.817 -13.450 -13.840 -14.466 -14.803 -14.870
4.900 -1.387 1.359 -3.569 -6.517 -8.790 -9.671 -10.779 -10.680 -11.662 -11.798 -12.260 -12.790 -13.422 -13.812 -14.438 -14.775 -14.842
5.000 -1.359 1.387 -3.541 -6.488 -8.762 -9.643 -10.751 -10.651 -11.633 -11.769 -12.232 -12.761 -13.394 -13.784 -14.409 -14.747 -14.814
5.100 -1.329 1.417 -3.511 -6.459 -8.732 -9.613 -10.721 -10.622 -11.604 -11.740 -12.202 -12.732 -13.364 -13.754 -14.380 -14.718 -14.785
5.200 -1.299 1.447 -3.481 -6.428 -8.702 -9.583 -10.691 -10.591 -11.573 -11.709 -12.172 -12.701 -13.334 -13.724 -14.349 -14.687 -14.754
5.300 -1.267 1.479 -3.449 -6.397 -8.670 -9.551 -10.659 -10.560 -11.542 -11.678 -12.140 -12.670 -13.302 -13.692 -14.318 -14.655 -14.723
5.400 -1.235 1.511 -3.417 -6.365 -8.638 -9.519 -10.627 -10.528 -11.509 -11.646 -12.108 -12.637 -13.270 -13.660 -14.286 -14.623 -14.690
5.500 -1.202 1.544 -3.384 -6.331 -8.605 -9.486 -10.594 -10.494 -11.476 -11.612 -12.075 -12.604 -13.237 -13.627 -14.252 -14.590 -14.657
5.600 -1.168 1.578 -3.350 -6.297 -8.571 -9.452 -10.560 -10.461 -11.442 -11.578 -12.041 -12.570 -13.203 -13.593 -14.219 -14.556 -14.623
5.700 -1.134 1.612 -3.316 -6.263 -8.537 -9.418 -10.526 -10.427 -11.408 -11.545 -12.007 -12.536 -13.169 -13.559 -14.185 -14.522 -14.589
5.800 -1.100 1.646 -3.282 -6.229 -8.503 -9.384 -10.492 -10.393 -11.374 -11.510 -11.973 -12.502 -13.135 -13.525 -14.151 -14.488 -14.555
5.900 -1.065 1.681 -3.247 -6.195 -8.468 -9.349 -10.457 -10.358 -11.340 -11.476 -11.938 -12.468 -13.100 -13.490 -14.116 -14.454 -14.521
6.000 -1.030 1.716 -3.212 -6.160 -8.433 -9.314 -10.422 -10.323 -11.305 -11.441 -11.903 -12.433 -13.065 -13.455 -14.081 -14.418 -14.485
6.100 -0.994 1.751 -3.177 -6.124 -8.398 -9.279 -10.386 -10.287 -11.269 -11.405 -11.867 -12.397 -13.029 -13.420 -14.045 -14.383 -14.450
6.200 -0.958 1.788 -3.140 -6.088 -8.361 -9.242 -10.350 -10.251 -11.233 -11.369 -11.831 -12.361 -12.993 -13.383 -14.009 -14.346 -14.413
6.300 -0.921 1.824 -3.104 -6.051 -8.325 -9.206 -10.313 -10.214 -11.196 -11.332 -11.794 -12.324 -12.956 -13.347 -13.972 -14.310 -14.377
6.400 -0.884 1.861 -3.067 -6.014 -8.288 -9.169 -10.277 -10.177 -11.159 -11.295 -11.758 -12.287 -12.919 -13.310 -13.935 -14.273 -14.340
6.500 -0.847 1.899 -3.029 -5.977 -8.250 -9.131 -10.239 -10.140 -11.122 -11.258 -11.720 -12.250 -12.882 -13.272 -13.898 -14.235 -14.302
