# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-10.494	-10.451	-10.341	-9.888	-9.523	-9.077	-8.735	-8.465	-8.254	-7.815	-7.230	-6.678
0.250	-12.995	-13.277	-13.468	-13.907	-13.942	-13.847	-13.703	-13.556	-13.428	-13.130	-12.677	-12.217
0.500	-12.688	-13.097	-13.467	-14.291	-14.515	-14.574	-14.518	-14.424	-14.333	-14.099	-13.704	-13.285
0.750	-11.978	-12.482	-13.053	-14.240	-14.651	-14.855	-14.878	-14.833	-14.774	-14.595	-14.250	-13.866
1.000	-10.986	-11.550	-12.371	-13.938	-14.558	-14.917	-15.024	-15.029	-15.003	-14.881	-14.586	-14.235
1.250	-9.891	-10.449	-11.557	-13.484	-14.326	-14.846	-15.041	-15.098	-15.106	-15.042	-14.798	-14.483
1.500	-8.962	-9.451	-10.806	-12.998	-14.039	-14.704	-14.982	-15.090	-15.132	-15.125	-14.933	-14.654
1.750	-8.264	-8.673	-10.209	-12.568	-13.761	-14.544	-14.892	-15.044	-15.116	-15.162	-15.018	-14.773
2.000	-7.673	-7.988	-9.696	-12.189	-13.511	-14.391	-14.800	-14.990	-15.089	-15.179	-15.072	-14.850
2.250	-7.103	-7.297	-9.195	-11.813	-13.265	-14.238	-14.702	-14.928	-15.050	-15.181	-15.110	-14.911
2.500	-6.527	-6.568	-8.678	-11.412	-13.003	-14.072	-14.592	-14.853	-14.999	-15.170	-15.135	-14.959
2.750	-5.942	-5.796	-8.141	-10.977	-12.715	-13.885	-14.465	-14.762	-14.933	-15.146	-15.145	-14.992
3.000	-5.341	-4.971	-7.578	-10.500	-12.396	-13.675	-14.320	-14.656	-14.853	-15.108	-15.141	-15.007
3.250	-4.728	-4.098	-6.994	-9.981	-12.044	-13.435	-14.147	-14.525	-14.751	-15.053	-15.124	-15.015
3.500	-4.101	-3.169	-6.388	-9.418	-11.656	-13.164	-13.947	-14.370	-14.626	-14.980	-15.095	-15.013
3.750	-3.458	-2.183	-5.760	-8.808	-11.232	-12.861	-13.720	-14.190	-14.478	-14.888	-15.050	-14.999
4.000	-2.798	-1.140	-5.112	-8.152	-10.773	-12.528	-13.465	-13.985	-14.308	-14.778	-14.991	-14.974
4.250	-2.124	-0.047	-4.449	-7.453	-10.279	-12.165	-13.184	-13.755	-14.115	-14.649	-14.917	-14.937
4.500	-1.438	1.085	-3.773	-6.715	-9.755	-11.774	-12.876	-13.502	-13.900	-14.501	-14.829	-14.889
4.750	-1.222	1.375	-3.559	-6.489	-9.564	-11.605	-12.721	-13.356	-13.761	-14.373	-14.711	-14.778
5.000	-1.098	1.499	-3.434	-6.365	-9.439	-11.480	-12.597	-13.231	-13.636	-14.248	-14.586	-14.653
5.250	-0.970	1.627	-3.307	-6.237	-9.311	-11.352	-12.469	-13.104	-13.508	-14.120	-14.458	-14.525
5.500	-0.841	1.756	-3.177	-6.108	-9.182	-11.223	-12.339	-12.974	-13.379	-13.991	-14.329	-14.396
5.750	-0.711	1.886	-3.048	-5.978	-9.053	-11.094	-12.210	-12.845	-13.250	-13.862	-14.199	-14.266
6.000	-0.583	2.014	-2.920	-5.850	-8.925	-10.966	-12.082	-12.717	-13.122	-13.734	-14.071	-14.139
6.250	-0.457	2.140	-2.794	-5.724	-8.799	-10.840	-11.956	-12.591	-12.996	-13.608	-13.945	-14.012
6.500	-0.334	2.263	-2.671	-5.601	-8.676	-10.716	-11.833	-12.468	-12.872	-13.485	-13.822	-13.889
6.750	-0.215	2.382	-2.552	-5.482	-8.557	-10.598	-11.714	-12.349	-12.754	-13.366	-13.703	-13.770
7.000	-0.101	2.496	-2.438	-5.368	-8.443	-10.483	-11.600	-12.235	-12.639	-13.252	-13.589	-13.656
7.250	0.008	2.605	-2.329	-5.259	-8.334	-10.375	-11.491	-12.126	-12.531	-13.143	-13.481	-13.548
7.500	0.111	2.708	-2.226	-5.156	-8.231	-10.272	-11.388	-12.023	-12.428	-13.040	-13.377	-13.444
7.750	0.208	2.805	-2.129	-5.059	-8.134	-10.174	-11.291	-11.926	-12.330	-12.943	-13.280	-13.347
8.000	0.299	2.896	-2.038	-4.968	-8.042	-10.083	-11.200	-11.835	-12.239	-12.851	-13.189	-13.256
8.250	0.385	2.982	-1.952	-4.882	-7.957	-9.998	-11.114	-11.749	-12.154	-12.766	-13.103	-13.170
8.500	0.465	3.062	-1.872	-4.802	-7.877	-9.917	-11.034	-11.669	-12.073	-12.686	-13.023	-13.090
8.750	0.540	3.137	-1.797	-4.727	-7.801	-9.842	-10.959	-11.594	-11.998	-12.610	-12.948	-13.015
9.000	0.611	3.208	-1.726	-4.656	-7.731	-9.771	-10.888	-11.523	-11.927	-12.540	-12.877	-12.944
9.250	0.678	3.275	-1.659	-4.589	-7.664	-9.705	-10.821	-11.456	-11.861	-12.473	-12.811	-12.878
9.500	0.741	3.338	-1.596	-4.526	-7.601	-9.642	-10.758	-11.393	-11.798	-12.410	-12.748	-12.815
9.750	0.800	3.397	-1.537	-4.467	-7.541	-9.582	-10.699	-11.334	-11.738	-12.350	-12.688	-12.755
