# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-9.560	-9.594	-9.538	-9.274	-8.981	-8.596	-8.287	-8.037	-7.839	-7.422	-6.857	-6.320
0.250	-10.515	-10.986	-11.462	-12.475	-12.793	-12.927	-12.911	-12.841	-12.765	-12.554	-12.177	-11.768
0.500	-9.940	-10.495	-11.227	-12.662	-13.218	-13.544	-13.641	-13.642	-13.614	-13.487	-13.187	-12.831
0.750	-9.375	-9.948	-10.887	-12.613	-13.349	-13.815	-13.994	-14.047	-14.055	-13.991	-13.748	-13.433
1.000	-8.838	-9.390	-10.517	-12.472	-13.363	-13.946	-14.194	-14.291	-14.328	-14.318	-14.124	-13.842
1.250	-8.329	-8.835	-10.139	-12.284	-13.316	-14.003	-14.312	-14.447	-14.512	-14.548	-14.398	-14.147
1.500	-7.836	-8.273	-9.751	-12.060	-13.225	-14.009	-14.376	-14.547	-14.636	-14.717	-14.607	-14.384
1.750	-7.356	-7.703	-9.357	-11.808	-13.102	-13.979	-14.400	-14.606	-14.719	-14.842	-14.770	-14.574
2.000	-6.881	-7.117	-8.951	-11.529	-12.950	-13.917	-14.392	-14.632	-14.768	-14.933	-14.899	-14.730
2.250	-6.413	-6.520	-8.541	-11.228	-12.775	-13.832	-14.360	-14.633	-14.793	-14.998	-15.002	-14.858
2.500	-5.950	-5.908	-8.124	-10.906	-12.580	-13.725	-14.306	-14.612	-14.795	-15.041	-15.082	-14.964
2.750	-5.482	-5.268	-7.694	-10.557	-12.361	-13.596	-14.231	-14.572	-14.778	-15.065	-15.143	-15.050
3.000	-5.021	-4.611	-7.263	-10.194	-12.135	-13.465	-14.156	-14.531	-14.759	-15.081	-15.184	-15.105
3.250	-4.555	-3.923	-6.821	-9.803	-11.888	-13.314	-14.063	-14.472	-14.724	-15.082	-15.212	-15.149
3.500	-4.095	-3.217	-6.378	-9.397	-11.628	-13.151	-13.957	-14.401	-14.675	-15.070	-15.229	-15.182
3.750	-3.631	-2.477	-5.928	-8.966	-11.350	-12.971	-13.836	-14.315	-14.613	-15.046	-15.235	-15.206
4.000	-3.170	-1.715	-5.479	-8.518	-11.060	-12.779	-13.702	-14.216	-14.538	-15.010	-15.230	-15.220
4.250	-2.720	-0.941	-5.038	-8.063	-10.763	-12.579	-13.559	-14.108	-14.453	-14.964	-15.216	-15.227
4.500	-2.285	-0.170	-4.611	-7.606	-10.461	-12.370	-13.406	-13.989	-14.358	-14.908	-15.193	-15.224
4.750	-1.876	0.558	-4.209	-7.164	-10.163	-12.158	-13.246	-13.862	-14.253	-14.843	-15.160	-15.214
5.000	-1.628	0.969	-3.965	-6.895	-9.970	-12.011	-13.127	-13.762	-14.167	-14.779	-15.116	-15.183
5.250	-1.573	1.024	-3.910	-6.840	-9.914	-11.955	-13.072	-13.707	-14.111	-14.723	-15.061	-15.128
5.500	-1.514	1.083	-3.851	-6.781	-9.856	-11.897	-13.013	-13.648	-14.053	-14.665	-15.002	-15.069
5.750	-1.454	1.143	-3.791	-6.721	-9.796	-11.836	-12.953	-13.588	-13.992	-14.605	-14.942	-15.009
6.000	-1.393	1.204	-3.730	-6.660	-9.734	-11.775	-12.892	-13.527	-13.931	-14.543	-14.881	-14.948
6.250	-1.330	1.267	-3.667	-6.597	-9.671	-11.712	-12.829	-13.463	-13.868	-14.480	-14.818	-14.885
6.500	-1.265	1.332	-3.602	-6.532	-9.607	-11.647	-12.764	-13.399	-13.803	-14.416	-14.753	-14.820
6.750	-1.200	1.397	-3.537	-6.467	-9.541	-11.582	-12.699	-13.334	-13.738	-14.350	-14.688	-14.755
7.000	-1.136	1.461	-3.472	-6.402	-9.477	-11.518	-12.634	-13.269	-13.674	-14.286	-14.624	-14.691
7.250	-1.071	1.526	-3.408	-6.338	-9.412	-11.453	-12.570	-13.205	-13.609	-14.221	-14.559	-14.626
7.500	-1.006	1.591	-3.343	-6.273	-9.347	-11.388	-12.505	-13.140	-13.544	-14.156	-14.494	-14.561
7.750	-0.941	1.656	-3.278	-6.208	-9.283	-11.323	-12.440	-13.075	-13.479	-14.092	-14.429	-14.496
8.000	-0.877	1.720	-3.214	-6.144	-9.218	-11.259	-12.376	-13.011	-13.415	-14.027	-14.365	-14.432
8.250	-0.814	1.783	-3.151	-6.081	-9.156	-11.196	-12.313	-12.948	-13.352	-13.965	-14.302	-14.369
8.500	-0.752	1.845	-3.089	-6.019	-9.094	-11.135	-12.251	-12.886	-13.291	-13.903	-14.241	-14.308
8.750	-0.691	1.906	-3.028	-5.958	-9.033	-11.073	-12.190	-12.825	-13.229	-13.841	-14.179	-14.246
9.000	-0.630	1.967	-2.967	-5.897	-8.972	-11.013	-12.129	-12.764	-13.169	-13.781	-14.118	-14.186
9.250	-0.570	2.027	-2.907	-5.837	-8.912	-10.953	-12.069	-12.704	-13.109	-13.721	-14.058	-14.125
9.500	-0.511	2.086	-2.848	-5.778	-8.853	-10.894	-12.010	-12.645	-13.050	-13.662	-14.000	-14.067
9.750	-0.454	2.143	-2.791	-5.721	-8.795	-10.836	-11.953	-12.588	-12.992	-13.604	-13.942	-14.009
10.000	-0.397	2.200	-2.734	-5.664	-8.739	-10.779	-11.896	-12.531	-12.935	-13.548	-13.885	-13.952
10.250	-0.341	2.256	-2.678	-5.608	-8.682	-10.723	-11.840	-12.475	-12.879	-13.491	-13.829	-13.896
10.500	-0.285	2.312	-2.622	-5.552	-8.627	-10.667	-11.784	-12.419	-12.823	-13.436	-13.773	-13.840
10.750	-0.230	2.367	-2.567	-5.497	-8.571	-10.612	-11.729	-12.363	-12.768	-13.380	-13.718	-13.785
11.000	-0.175	2.422	-2.512	-5.442	-8.516	-10.557	-11.674	-12.309	-12.713	-13.325	-13.663	-13.730
11.250	-0.121	2.476	-2.457	-5.388	-8.462	-10.503	-11.619	-12.254	-12.659	-13.271	-13.609	-13.676
11.500	-0.067	2.530	-2.404	-5.334	-8.409	-10.449	-11.566	-12.201	-12.605	-13.218	-13.555	-13.622
11.750	-0.014	2.583	-2.351	-5.281	-8.356	-10.396	-11.513	-12.148	-12.552	-13.165	-13.502	-13.569
12.000	0.039	2.636	-2.298	-5.228	-8.303	-10.344	-11.460	-12.095	-12.500	-13.112	-13.449	-13.516
12.250	0.091	2.688	-2.246	-5.176	-8.250	-10.291	-11.408	-12.043	-12.447	-13.059	-13.397	-13.464
12.500	0.144	2.740	-2.193	-5.123	-8.198	-10.239	-11.355	-11.990	-12.395	-13.007	-13.345	-13.412
12.750	0.196	2.793	-2.141	-5.071	-8.146	-10.187	-11.303	-11.938	-12.343	-12.955	-13.293	-13.360
13.000	0.247	2.844	-2.090	-5.020	-8.094	-10.135	-11.252	-11.886	-12.291	-12.903	-13.241	-13.308
13.250	0.299	2.896	-2.038	-4.968	-8.043	-10.084	-11.200	-11.835	-12.240	-12.852	-13.189	-13.257
13.500	0.349	2.946	-1.988	-4.918	-7.992	-10.033	-11.150	-11.784	-12.189	-12.801	-13.139	-13.206
13.750	0.400	2.997	-1.937	-4.867	-7.942	-9.983	-11.099	-11.734	-12.139	-12.751	-13.089	-13.156
14.000	0.449	3.046	-1.887	-4.818	-7.892	-9.933	-11.049	-11.684	-12.089	-12.701	-13.039	-13.106
14.250	0.499	3.096	-1.838	-4.768	-7.843	-9.883	-11.000	-11.635	-12.039	-12.652	-12.989	-13.056
14.500	0.548	3.145	-1.789	-4.719	-7.793	-9.834	-10.951	-11.586	-11.990	-12.602	-12.940	-13.007
14.750	0.597	3.194	-1.740	-4.670	-7.745	-9.786	-10.902	-11.537	-11.942	-12.554	-12.892	-12.959
15.000	0.645	3.242	-1.692	-4.622	-7.697	-9.738	-10.854	-11.489	-11.894	-12.506	-12.844	-12.911
15.250	0.692	3.289	-1.645	-4.575	-7.649	-9.690	-10.807	-11.442	-11.846	-12.458	-12.796	-12.863
15.500	0.739	3.336	-1.598	-4.528	-7.603	-9.644	-10.760	-11.395	-11.799	-12.412	-12.749	-12.816
15.750	0.785	3.382	-1.552	-4.482	-7.557	-9.598	-10.714	-11.349	-11.753	-12.366	-12.703	-12.770
16.000	0.830	3.427	-1.507	-4.437	-7.511	-9.552	-10.669	-11.304	-11.708	-12.320	-12.658	-12.725
16.250	0.875	3.472	-1.462	-4.392	-7.467	-9.508	-10.624	-11.259	-11.664	-12.276	-12.614	-12.681
16.500	0.918	3.515	-1.419	-4.349	-7.423	-9.464	-10.581	-11.216	-11.620	-12.232	-12.570	-12.637
16.750	0.961	3.558	-1.376	-4.306	-7.380	-9.421	-10.538	-11.173	-11.577	-12.189	-12.527	-12.594
17.000	1.003	3.600	-1.333	-4.264	-7.338	-9.379	-10.496	-11.130	-11.535	-12.147	-12.485	-12.552
17.250	1.045	3.642	-1.292	-4.222	-7.297	-9.338	-10.454	-11.089	-11.494	-12.106	-12.443	-12.510
17.500	1.085	3.682	-1.252	-4.182	-7.256	-9.297	-10.414	-11.049	-11.453	-12.065	-12.403	-12.470
17.750	1.125	3.722	-1.212	-4.142	-7.217	-9.257	-10.374	-11.009	-11.413	-12.026	-12.363	-12.430
18.000	1.164	3.761	-1.173	-4.103	-7.178	-9.218	-10.335	-10.970	-11.374	-11.987	-12.324	-12.391
18.250	1.202	3.799	-1.135	-4.065	-7.140	-9.181	-10.297	-10.932	-11.336	-11.949	-12.286	-12.353
18.500	1.239	3.836	-1.098	-4.028	-7.103	-9.143	-10.260	-10.895	-11.299	-11.912	-12.249	-12.316
18.750	1.275	3.872	-1.062	-3.992	-7.066	-9.107	-10.224	-10.859	-11.263	-11.875	-12.213	-12.280
19.000	1.311	3.908	-1.026	-3.956	-7.031	-9.072	-10.188	-10.823	-11.228	-11.840	-12.178	-12.245
19.250	1.345	3.942	-0.992	-3.922	-6.996	-9.037	-10.154	-10.789	-11.193	-11.805	-12.143	-12.210
19.500	1.379	3.976	-0.958	-3.888	-6.963	-9.003	-10.120	-10.755	-11.159	-11.772	-12.109	-12.176
19.750	1.412	4.009	-0.925	-3.855	-6.930	-8.970	-10.087	-10.722	-11.126	-11.739	-12.076	-12.143
20.000	1.444	4.041	-0.893	-3.823	-6.897	-8.938	-10.055	-10.690	-11.094	-11.706	-12.044	-12.111
20.250	1.476	4.073	-0.861	-3.791	-6.866	-8.907	-10.023	-10.658	-11.063	-11.675	-12.012	-12.080
20.500	1.506	4.103	-0.830	-3.761	-6.835	-8.876	-9.992	-10.627	-11.032	-11.644	-11.982	-12.049
20.750	1.537	4.134	-0.800	-3.730	-6.805	-8.846	-9.962	-10.597	-11.002	-11.614	-11.952	-12.019
21.000	1.566	4.163	-0.771	-3.701	-6.776	-8.816	-9.933	-10.568	-10.972	-11.585	-11.922	-11.989
21.250	1.595	4.192	-0.742	-3.672	-6.747	-8.788	-9.904	-10.539	-10.944	-11.556	-11.893	-11.961
21.500	1.623	4.220	-0.714	-3.644	-6.719	-8.760	-9.876	-10.511	-10.916	-11.528	-11.865	-11.932
21.750	1.650	4.247	-0.687	-3.617	-6.691	-8.732	-9.849	-10.484	-10.888	-11.500	-11.838	-11.905
22.000	1.677	4.274	-0.660	-3.590	-6.664	-8.705	-9.822	-10.457	-10.861	-11.473	-11.811	-11.878
22.250	1.704	4.301	-0.633	-3.563	-6.638	-8.679	-9.795	-10.430	-10.835	-11.447	-11.785	-11.852
22.500	1.729	4.326	-0.607	-3.538	-6.612	-8.653	-9.769	-10.404	-10.809	-11.421	-11.759	-11.826
22.750	1.755	4.352	-0.582	-3.512	-6.587	-8.628	-9.744	-10.379	-10.784	-11.396	-11.733	-11.800
23.000	1.780	4.377	-0.557	-3.487	-6.562	-8.603	-9.719	-10.354	-10.759	-11.371	-11.708	-11.776
23.250	1.804	4.401	-0.533	-3.463	-6.538	-8.578	-9.695	-10.330	-10.734	-11.346	-11.684	-11.751
23.500	1.828	4.425	-0.509	-3.439	-6.514	-8.554	-9.671	-10.306	-10.710	-11.323	-11.660	-11.727
23.750	1.852	4.449	-0.485	-3.415	-6.490	-8.531	-9.647	-10.282	-10.687	-11.299	-11.637	-11.704
24.000	1.875	4.472	-0.462	-3.392	-6.467	-8.508	-9.624	-10.259	-10.664	-11.276	-11.613	-11.681
24.250	1.897	4.494	-0.439	-3.370	-6.444	-8.485	-9.601	-10.236	-10.641	-11.253	-11.591	-11.658
24.500	1.920	4.517	-0.417	-3.347	-6.422	-8.462	-9.579	-10.214	-10.618	-11.231	-11.568	-11.635
24.750	1.942	4.539	-0.395	-3.325	-6.400	-8.440	-9.557	-10.192	-10.596	-11.209	-11.546	-11.613
25.000	1.964	4.561	-0.373	-3.303	-6.378	-8.419	-9.535	-10.170	-10.575	-11.187	-11.525	-11.592
25.250	1.985	4.582	-0.352	-3.282	-6.357	-8.397	-9.514	-10.149	-10.553	-11.165	-11.503	-11.570
25.500	2.006	4.603	-0.331	-3.261	-6.335	-8.376	-9.493	-10.128	-10.532	-11.144	-11.482	-11.549
25.750	2.027	4.624	-0.310	-3.240	-6.315	-8.355	-9.472	-10.107	-10.511	-11.124	-11.461	-11.528
26.000	2.047	4.644	-0.289	-3.220	-6.294	-8.335	-9.451	-10.086	-10.491	-11.103	-11.441	-11.508
26.250	2.068	4.665	-0.269	-3.199	-6.274	-8.315	-9.431	-10.066	-10.471	-11.083	-11.420	-11.488
26.500	2.088	4.685	-0.249	-3.179	-6.254	-8.295	-9.411	-10.046	-10.451	-11.063	-11.400	-11.468
26.750	2.107	4.704	-0.229	-3.160	-6.234	-8.275	-9.392	-10.026	-10.431	-11.043	-11.381	-11.448
27.000	2.127	4.724	-0.210	-3.140	-6.215	-8.255	-9.372	-10.007	-10.411	-11.024	-11.361	-11.428
27.250	2.146	4.743	-0.191	-3.121	-6.195	-8.236	-9.353	-9.988	-10.392	-11.004	-11.342	-11.409
27.500	2.165	4.762	-0.172	-3.102	-6.176	-8.217	-9.334	-9.969	-10.373	-10.985	-11.323	-11.390
27.750	2.184	4.781	-0.153	-3.083	-6.157	-8.198	-9.315	-9.950	-10.354	-10.966	-11.304	-11.371
28.000	2.203	4.800	-0.134	-3.064	-6.139	-8.180	-9.296	-9.931	-10.336	-10.948	-11.285	-11.353
