# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-13.400	-13.215	-13.021	-12.221	-11.729	-11.173	-10.772	-10.467	-10.233	-9.753	-9.130	-8.553
0.250	-15.357	-15.470	-15.485	-15.462	-15.294	-15.036	-14.807	-14.610	-14.451	-14.103	-13.607	-13.119
0.500	-14.219	-14.571	-14.844	-15.450	-15.551	-15.508	-15.395	-15.269	-15.156	-14.888	-14.466	-14.030
0.750	-12.874	-13.380	-13.935	-15.075	-15.440	-15.600	-15.596	-15.534	-15.463	-15.268	-14.910	-14.519
1.000	-11.482	-12.053	-12.910	-14.516	-15.147	-15.507	-15.611	-15.614	-15.586	-15.462	-15.168	-14.821
1.250	-10.186	-10.733	-11.890	-13.874	-14.758	-15.307	-15.517	-15.584	-15.598	-15.546	-15.316	-15.013
1.500	-9.198	-9.673	-11.059	-13.286	-14.369	-15.072	-15.374	-15.498	-15.551	-15.566	-15.396	-15.135
1.750	-8.522	-8.926	-10.467	-12.835	-14.053	-14.866	-15.238	-15.407	-15.493	-15.562	-15.439	-15.207
2.000	-8.011	-8.345	-10.017	-12.487	-13.808	-14.701	-15.124	-15.328	-15.438	-15.551	-15.468	-15.263
2.250	-7.566	-7.820	-9.624	-12.186	-13.601	-14.563	-15.030	-15.262	-15.391	-15.541	-15.492	-15.312
2.500	-7.181	-7.347	-9.284	-11.926	-13.429	-14.454	-14.959	-15.215	-15.361	-15.539	-15.515	-15.351
2.750	-6.796	-6.857	-8.940	-11.659	-13.254	-14.344	-14.888	-15.168	-15.331	-15.536	-15.535	-15.385
3.000	-6.427	-6.371	-8.605	-11.394	-13.082	-14.234	-14.815	-15.119	-15.298	-15.531	-15.554	-15.420
3.250	-6.054	-5.864	-8.261	-11.115	-12.900	-14.116	-14.735	-15.063	-15.258	-15.519	-15.568	-15.452
3.500	-5.695	-5.362	-7.927	-10.835	-12.717	-13.997	-14.654	-15.005	-15.216	-15.506	-15.580	-15.482
3.750	-5.315	-4.817	-7.567	-10.523	-12.510	-13.860	-14.557	-14.933	-15.161	-15.481	-15.583	-15.505
4.000	-4.958	-4.290	-7.227	-10.220	-12.309	-13.726	-14.463	-14.863	-15.108	-15.457	-15.585	-15.526
