# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -10.168 -9.963 -9.759 -8.899 -8.531 -8.353 -8.040 -8.165 -7.783 -7.968 -7.642 -7.360 -7.044 -6.801 -6.308 -5.672 -5.085
0.100 -15.040 -14.988 -14.883 -14.464 -14.239 -14.123 -13.918 -13.995 -13.737 -13.848 -13.635 -13.427 -13.182 -12.986 -12.580 -12.027 -11.498
0.200 -15.021 -15.096 -15.085 -14.979 -14.849 -14.773 -14.631 -14.682 -14.495 -14.567 -14.416 -14.248 -14.042 -13.873 -13.513 -13.002 -12.504
0.300 -14.678 -14.871 -14.964 -15.145 -15.103 -15.062 -14.976 -15.005 -14.878 -14.919 -14.819 -14.685 -14.511 -14.362 -14.040 -13.562 -13.088
0.400 -14.242 -14.538 -14.740 -15.180 -15.219 -15.212 -15.176 -15.186 -15.113 -15.129 -15.071 -14.967 -14.821 -14.691 -14.400 -13.952 -13.497
0.500 -13.787 -14.166 -14.475 -15.144 -15.261 -15.284 -15.294 -15.288 -15.264 -15.258 -15.239 -15.162 -15.041 -14.928 -14.667 -14.245 -13.808
0.600 -13.343 -13.784 -14.197 -15.067 -15.256 -15.309 -15.362 -15.341 -15.362 -15.338 -15.353 -15.301 -15.205 -15.107 -14.874 -14.476 -14.056
0.700 -12.917 -13.405 -13.914 -14.962 -15.218 -15.299 -15.393 -15.359 -15.422 -15.384 -15.430 -15.400 -15.328 -15.245 -15.038 -14.664 -14.260
0.800 -12.504 -13.025 -13.627 -14.835 -15.156 -15.264 -15.397 -15.351 -15.454 -15.402 -15.477 -15.470 -15.420 -15.352 -15.170 -14.819 -14.430
0.900 -12.094 -12.640 -13.332 -14.688 -15.074 -15.208 -15.377 -15.321 -15.463 -15.400 -15.501 -15.516 -15.487 -15.434 -15.277 -14.948 -14.574
1.000 -11.682 -12.243 -13.028 -14.524 -14.972 -15.132 -15.338 -15.271 -15.450 -15.378 -15.504 -15.540 -15.534 -15.494 -15.363 -15.056 -14.697
1.100 -11.269 -11.839 -12.719 -14.349 -14.857 -15.043 -15.284 -15.208 -15.423 -15.342 -15.492 -15.548 -15.564 -15.539 -15.432 -15.147 -14.803
1.200 -10.855 -11.423 -12.402 -14.159 -14.728 -14.938 -15.214 -15.130 -15.379 -15.293 -15.464 -15.541 -15.578 -15.567 -15.486 -15.223 -14.894
1.300 -10.454 -11.013 -12.089 -13.964 -14.592 -14.826 -15.135 -15.043 -15.326 -15.234 -15.426 -15.522 -15.581 -15.584 -15.527 -15.286 -14.973
1.400 -10.070 -10.611 -11.781 -13.764 -14.448 -14.706 -15.045 -14.948 -15.261 -15.167 -15.377 -15.492 -15.571 -15.589 -15.557 -15.338 -15.040
1.500 -9.727 -10.246 -11.500 -13.573 -14.307 -14.586 -14.954 -14.851 -15.193 -15.097 -15.324 -15.456 -15.555 -15.586 -15.579 -15.381 -15.098
1.600 -9.415 -9.908 -11.236 -13.386 -14.165 -14.464 -14.858 -14.751 -15.119 -15.022 -15.263 -15.412 -15.530 -15.574 -15.590 -15.415 -15.147
1.700 -9.150 -9.618 -11.008 -13.218 -14.035 -14.351 -14.767 -14.656 -15.047 -14.950 -15.203 -15.367 -15.502 -15.558 -15.597 -15.442 -15.190
1.800 -8.920 -9.365 -10.806 -13.065 -13.916 -14.245 -14.681 -14.567 -14.977 -14.881 -15.144 -15.320 -15.471 -15.538 -15.598 -15.464 -15.226
1.900 -8.710 -9.132 -10.622 -12.925 -13.804 -14.146 -14.598 -14.482 -14.909 -14.814 -15.086 -15.273 -15.438 -15.515 -15.594 -15.480 -15.256
2.000 -8.525 -8.923 -10.461 -12.803 -13.708 -14.060 -14.527 -14.409 -14.849 -14.755 -15.034 -15.231 -15.407 -15.493 -15.589 -15.492 -15.282
2.100 -8.353 -8.727 -10.313 -12.693 -13.622 -13.984 -14.463 -14.344 -14.796 -14.704 -14.989 -15.193 -15.380 -15.473 -15.584 -15.502 -15.303
2.200 -8.183 -8.528 -10.165 -12.585 -13.540 -13.912 -14.404 -14.283 -14.748 -14.656 -14.948 -15.159 -15.355 -15.455 -15.578 -15.508 -15.318
2.300 -8.016 -8.330 -10.022 -12.481 -13.462 -13.845 -14.351 -14.228 -14.705 -14.614 -14.912 -15.131 -15.335 -15.440 -15.574 -15.512 -15.329
2.400 -7.862 -8.142 -9.888 -12.386 -13.393 -13.786 -14.305 -14.181 -14.670 -14.580 -14.883 -15.109 -15.322 -15.432 -15.574 -15.518 -15.337
2.500 -7.702 -7.945 -9.748 -12.285 -13.320 -13.724 -14.257 -14.131 -14.633 -14.544 -14.854 -15.087 -15.307 -15.423 -15.573 -15.524 -15.347
2.600 -7.541 -7.743 -9.606 -12.181 -13.245 -13.661 -14.208 -14.081 -14.595 -14.508 -14.823 -15.063 -15.293 -15.413 -15.572 -15.530 -15.357
