# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-8.846	-8.988	-9.021	-9.024	-8.834	-8.534	-8.269	-8.046	-7.866	-7.479	-6.941	-6.422
0.250	-8.613	-9.066	-9.639	-10.984	-11.664	-12.131	-12.314	-12.366	-12.370	-12.295	-12.035	-11.704
0.500	-7.599	-8.130	-8.963	-10.662	-11.623	-12.360	-12.724	-12.895	-12.982	-13.050	-12.918	-12.672
0.750	-6.288	-6.802	-7.975	-10.056	-11.301	-12.269	-12.782	-13.049	-13.204	-13.390	-13.363	-13.187
1.000	-4.690	-5.004	-6.671	-9.164	-10.784	-12.011	-12.675	-13.037	-13.255	-13.553	-13.623	-13.512
1.250	-2.975	-2.727	-5.176	-8.025	-10.125	-11.642	-12.466	-12.924	-13.208	-13.616	-13.780	-13.732
1.500	-1.494	-0.170	-3.798	-6.796	-9.416	-11.218	-12.199	-12.751	-13.098	-13.614	-13.870	-13.882
1.750	-0.520	1.912	-2.854	-5.798	-8.823	-10.840	-11.945	-12.573	-12.973	-13.578	-13.910	-13.973
2.000	-0.414	2.183	-2.751	-5.681	-8.756	-10.797	-11.913	-12.548	-12.952	-13.565	-13.902	-13.969
2.250	-0.395	2.202	-2.732	-5.662	-8.737	-10.777	-11.894	-12.529	-12.933	-13.546	-13.883	-13.950
2.500	-0.366	2.231	-2.703	-5.633	-8.708	-10.749	-11.865	-12.500	-12.905	-13.517	-13.854	-13.922
2.750	-0.328	2.269	-2.665	-5.595	-8.669	-10.710	-11.827	-12.462	-12.866	-13.478	-13.816	-13.883
3.000	-0.279	2.318	-2.616	-5.546	-8.621	-10.662	-11.778	-12.413	-12.818	-13.430	-13.768	-13.835
3.250	-0.222	2.375	-2.559	-5.489	-8.564	-10.605	-11.721	-12.356	-12.761	-13.373	-13.710	-13.778
3.500	-0.157	2.440	-2.494	-5.424	-8.498	-10.539	-11.656	-12.291	-12.695	-13.307	-13.645	-13.712
3.750	-0.083	2.514	-2.419	-5.350	-8.424	-10.465	-11.581	-12.216	-12.621	-13.233	-13.571	-13.638
4.000	-0.000	2.597	-2.337	-5.267	-8.342	-10.383	-11.499	-12.134	-12.539	-13.151	-13.488	-13.556
4.250	0.089	2.686	-2.248	-5.178	-8.253	-10.294	-11.410	-12.045	-12.450	-13.062	-13.399	-13.466
4.500	0.185	2.782	-2.152	-5.082	-8.157	-10.198	-11.314	-11.949	-12.353	-12.966	-13.303	-13.370
4.750	0.288	2.885	-2.049	-4.979	-8.054	-10.095	-11.211	-11.846	-12.251	-12.863	-13.201	-13.268
5.000	0.395	2.992	-1.941	-4.872	-7.946	-9.987	-11.104	-11.738	-12.143	-12.755	-13.093	-13.160
5.250	0.509	3.106	-1.828	-4.758	-7.832	-9.873	-10.990	-11.625	-12.029	-12.641	-12.979	-13.046
5.500	0.627	3.224	-1.709	-4.640	-7.714	-9.755	-10.872	-11.506	-11.911	-12.523	-12.861	-12.928
5.750	0.750	3.347	-1.587	-4.517	-7.592	-9.632	-10.749	-11.384	-11.788	-12.401	-12.738	-12.805
6.000	0.875	3.472	-1.462	-4.392	-7.466	-9.507	-10.624	-11.259	-11.663	-12.275	-12.613	-12.680
6.250	1.003	3.600	-1.334	-4.264	-7.338	-9.379	-10.496	-11.130	-11.535	-12.147	-12.485	-12.552
6.500	1.134	3.731	-1.203	-4.133	-7.208	-9.249	-10.365	-11.000	-11.405	-12.017	-12.355	-12.422
6.750	1.265	3.862	-1.072	-4.002	-7.077	-9.118	-10.234	-10.869	-11.274	-11.886	-12.223	-12.290
7.000	1.396	3.993	-0.941	-3.871	-6.946	-8.987	-10.103	-10.738	-11.143	-11.755	-12.093	-12.160
