# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-10.499	-10.533	-10.479	-10.224	-9.936	-9.557	-9.251	-9.004	-8.808	-8.393	-7.831	-7.296
0.250	-11.437	-11.904	-12.365	-13.345	-13.646	-13.775	-13.763	-13.699	-13.628	-13.430	-13.067	-12.670
0.500	-10.179	-10.749	-11.567	-13.116	-13.729	-14.100	-14.228	-14.253	-14.244	-14.158	-13.901	-13.579
0.750	-7.846	-8.334	-9.683	-11.873	-12.938	-13.648	-13.972	-14.119	-14.194	-14.254	-14.131	-13.903
1.000	-5.429	-5.722	-7.401	-9.934	-11.489	-12.603	-13.184	-13.497	-13.687	-13.951	-14.013	-13.912
1.250	-4.424	-4.820	-6.350	-8.717	-10.264	-11.560	-12.330	-12.781	-13.070	-13.502	-13.701	-13.682
1.500	-3.841	-4.179	-5.843	-8.295	-9.754	-10.976	-11.751	-12.234	-12.558	-13.070	-13.351	-13.391
1.750	-3.247	-3.445	-5.333	-7.936	-9.517	-10.759	-11.511	-11.970	-12.276	-12.758	-13.017	-13.045
2.000	-2.584	-2.590	-4.742	-7.485	-9.222	-10.530	-11.289	-11.740	-12.037	-12.500	-12.741	-12.758
2.250	-1.860	-1.606	-4.077	-6.942	-8.867	-10.272	-11.065	-11.527	-11.825	-12.284	-12.515	-12.525
2.500	-1.089	-0.491	-3.351	-6.310	-8.454	-9.982	-10.829	-11.314	-11.624	-12.094	-12.328	-12.336
2.750	-0.295	0.745	-2.588	-5.602	-7.991	-9.656	-10.570	-11.088	-11.417	-11.911	-12.159	-12.172
3.000	0.473	2.049	-1.840	-4.861	-7.506	-9.312	-10.296	-10.853	-11.206	-11.734	-12.004	-12.029
3.250	1.172	3.313	-1.155	-4.141	-7.025	-8.958	-10.011	-10.606	-10.984	-11.551	-11.851	-11.894
3.500	1.746	4.311	-0.590	-3.525	-6.585	-8.617	-9.727	-10.359	-10.760	-11.368	-11.701	-11.766
3.750	1.946	4.543	-0.391	-3.321	-6.396	-8.437	-9.553	-10.188	-10.593	-11.205	-11.542	-11.609
4.000	2.097	4.694	-0.240	-3.170	-6.245	-8.285	-9.402	-10.037	-10.441	-11.054	-11.391	-11.458
4.250	2.240	4.836	-0.097	-3.027	-6.102	-8.143	-9.259	-9.894	-10.299	-10.911	-11.249	-11.316
4.500	2.374	4.971	0.037	-2.893	-5.967	-8.008	-9.125	-9.760	-10.164	-10.776	-11.114	-11.181
4.750	2.499	5.096	0.162	-2.768	-5.843	-7.883	-9.000	-9.635	-10.039	-10.651	-10.989	-11.056
5.000	2.617	5.214	0.280	-2.650	-5.725	-7.765	-8.882	-9.517	-9.921	-10.534	-10.871	-10.938
5.250	2.728	5.325	0.391	-2.539	-5.614	-7.655	-8.771	-9.406	-9.811	-10.423	-10.760	-10.827
5.500	2.833	5.430	0.496	-2.434	-5.509	-7.550	-8.666	-9.301	-9.706	-10.318	-10.655	-10.722
5.750	2.932	5.529	0.595	-2.335	-5.409	-7.450	-8.567	-9.202	-9.606	-10.218	-10.556	-10.623
6.000	3.027	5.624	0.690	-2.240	-5.314	-7.355	-8.472	-9.107	-9.511	-10.123	-10.461	-10.528
6.250	3.118	5.715	0.781	-2.149	-5.224	-7.265	-8.381	-9.016	-9.421	-10.033	-10.370	-10.437
