# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-9.018	-9.133	-9.136	-9.046	-8.813	-8.475	-8.191	-7.955	-7.767	-7.366	-6.815	-6.287
0.250	-7.977	-8.551	-9.504	-11.238	-11.945	-12.354	-12.479	-12.488	-12.461	-12.331	-12.020	-11.653
0.500	-6.776	-7.238	-8.653	-10.908	-12.010	-12.720	-13.020	-13.137	-13.183	-13.174	-12.968	-12.672
0.750	-5.869	-6.135	-7.917	-10.468	-11.860	-12.787	-13.216	-13.414	-13.515	-13.601	-13.478	-13.237
1.000	-5.133	-5.175	-7.277	-10.013	-11.640	-12.740	-13.276	-13.543	-13.691	-13.857	-13.806	-13.612
1.250	-4.520	-4.336	-6.721	-9.572	-11.397	-12.641	-13.270	-13.596	-13.785	-14.023	-14.036	-13.886
1.500	-3.991	-3.590	-6.227	-9.151	-11.143	-12.512	-13.220	-13.599	-13.825	-14.131	-14.203	-14.093
1.750	-3.524	-2.917	-5.784	-8.752	-10.887	-12.363	-13.143	-13.570	-13.830	-14.197	-14.325	-14.253
2.000	-3.108	-2.308	-5.385	-8.379	-10.637	-12.204	-13.047	-13.516	-13.808	-14.232	-14.413	-14.379
2.250	-2.738	-1.756	-5.028	-8.038	-10.399	-12.043	-12.941	-13.449	-13.769	-14.246	-14.477	-14.478
2.500	-2.458	-1.264	-4.758	-7.779	-10.246	-11.954	-12.889	-13.419	-13.755	-14.259	-14.513	-14.529
2.750	-2.238	-0.820	-4.546	-7.571	-10.141	-11.905	-12.867	-13.411	-13.755	-14.271	-14.532	-14.552
3.000	-2.039	-0.410	-4.354	-7.375	-10.039	-11.851	-12.838	-13.396	-13.748	-14.276	-14.545	-14.569
3.250	-1.851	-0.019	-4.171	-7.183	-9.932	-11.790	-12.800	-13.371	-13.732	-14.272	-14.550	-14.579
3.500	-1.678	0.338	-4.002	-7.002	-9.828	-11.726	-12.759	-13.342	-13.712	-14.264	-14.552	-14.587
3.750	-1.515	0.669	-3.843	-6.827	-9.722	-11.658	-12.712	-13.307	-13.685	-14.251	-14.549	-14.590
4.000	-1.354	0.983	-3.685	-6.652	-9.611	-11.583	-12.657	-13.266	-13.651	-14.232	-14.541	-14.590
4.250	-1.204	1.263	-3.538	-6.488	-9.503	-11.508	-12.602	-13.222	-13.616	-14.211	-14.533	-14.590
4.500	-1.053	1.528	-3.390	-6.323	-9.390	-11.426	-12.539	-13.172	-13.576	-14.185	-14.521	-14.586
4.750	-1.014	1.583	-3.351	-6.281	-9.356	-11.397	-12.513	-13.148	-13.553	-14.165	-14.502	-14.569
5.000	-0.996	1.601	-3.333	-6.263	-9.337	-11.378	-12.495	-13.130	-13.534	-14.146	-14.484	-14.551
5.250	-0.976	1.621	-3.313	-6.243	-9.317	-11.358	-12.475	-13.110	-13.514	-14.126	-14.464	-14.531
