# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-12.743	-12.564	-12.373	-11.592	-11.107	-10.559	-10.161	-9.858	-9.626	-9.148	-8.528	-7.953
0.250	-14.781	-14.900	-14.925	-14.939	-14.797	-14.561	-14.344	-14.154	-13.998	-13.655	-13.162	-12.675
0.500	-13.793	-14.141	-14.413	-15.024	-15.138	-15.107	-15.001	-14.878	-14.767	-14.499	-14.074	-13.635
0.750	-12.652	-13.145	-13.672	-14.771	-15.123	-15.276	-15.269	-15.204	-15.132	-14.930	-14.564	-14.164
1.000	-11.452	-12.017	-12.816	-14.344	-14.934	-15.266	-15.355	-15.348	-15.313	-15.175	-14.865	-14.503
1.250	-10.247	-10.807	-11.901	-13.809	-14.638	-15.145	-15.330	-15.381	-15.384	-15.310	-15.056	-14.732
1.500	-9.213	-9.701	-11.060	-13.255	-14.298	-14.964	-15.240	-15.346	-15.386	-15.374	-15.176	-14.890
1.750	-8.421	-8.817	-10.377	-12.757	-13.969	-14.765	-15.120	-15.275	-15.349	-15.396	-15.250	-15.001
2.000	-7.768	-8.064	-9.802	-12.319	-13.671	-14.575	-14.998	-15.196	-15.299	-15.397	-15.294	-15.073
2.250	-7.164	-7.337	-9.264	-11.901	-13.386	-14.388	-14.871	-15.109	-15.239	-15.383	-15.322	-15.127
2.500	-6.569	-6.590	-8.725	-11.472	-13.095	-14.194	-14.736	-15.011	-15.167	-15.357	-15.336	-15.169
2.750	-5.974	-5.810	-8.176	-11.019	-12.786	-13.985	-14.588	-14.901	-15.084	-15.319	-15.337	-15.197
3.000	-5.366	-4.980	-7.605	-10.530	-12.452	-13.758	-14.425	-14.778	-14.988	-15.268	-15.324	-15.208
3.250	-4.750	-4.103	-7.016	-10.004	-12.089	-13.505	-14.239	-14.634	-14.873	-15.202	-15.300	-15.211
3.500	-4.120	-3.173	-6.407	-9.436	-11.694	-13.225	-14.029	-14.469	-14.738	-15.121	-15.264	-15.205
3.750	-3.475	-2.186	-5.778	-8.822	-11.265	-12.915	-13.794	-14.281	-14.583	-15.022	-15.214	-15.188
4.000	-2.814	-1.143	-5.129	-8.165	-10.802	-12.578	-13.534	-14.070	-14.407	-14.906	-15.151	-15.161
4.250	-2.140	-0.049	-4.465	-7.464	-10.306	-12.211	-13.249	-13.837	-14.210	-14.773	-15.075	-15.123
4.500	-1.453	1.083	-3.790	-6.726	-9.781	-11.818	-12.939	-13.581	-13.993	-14.624	-14.985	-15.074
4.750	-1.233	1.374	-3.570	-6.495	-9.582	-11.640	-12.774	-13.426	-13.845	-14.491	-14.870	-14.972
5.000	-1.104	1.499	-3.441	-6.368	-9.451	-11.506	-12.640	-13.291	-13.711	-14.362	-14.748	-14.859
5.250	-0.973	1.627	-3.311	-6.238	-9.319	-11.372	-12.504	-13.155	-13.576	-14.229	-14.623	-14.743
