# day W2 M2 W1 u B g V c r w o i z y J H K
0.000 -10.993 -10.791 -10.589 -9.738 -9.373 -9.195 -8.884 -9.008 -8.629 -8.813 -8.488 -8.208 -7.894 -7.651 -7.160 -6.525 -5.939
0.100 -14.510 -14.625 -14.641 -14.606 -14.491 -14.421 -14.288 -14.335 -14.158 -14.224 -14.081 -13.919 -13.718 -13.551 -13.197 -12.691 -12.196
0.200 -13.114 -13.487 -13.785 -14.423 -14.526 -14.545 -14.547 -14.544 -14.513 -14.510 -14.486 -14.406 -14.284 -14.170 -13.909 -13.487 -13.051
0.300 -11.263 -11.796 -12.426 -13.677 -14.017 -14.134 -14.279 -14.230 -14.349 -14.294 -14.380 -14.386 -14.350 -14.293 -14.133 -13.801 -13.427
0.400 -9.253 -9.814 -10.795 -12.571 -13.164 -13.387 -13.684 -13.596 -13.871 -13.784 -13.971 -14.069 -14.132 -14.141 -14.099 -13.874 -13.572
0.500 -7.622 -8.110 -9.297 -11.382 -12.193 -12.514 -12.944 -12.833 -13.243 -13.152 -13.416 -13.598 -13.762 -13.839 -13.922 -13.812 -13.591
0.600 -6.711 -7.195 -8.287 -10.346 -11.274 -11.663 -12.195 -12.074 -12.588 -12.514 -12.830 -13.085 -13.340 -13.481 -13.681 -13.674 -13.525
0.700 -6.274 -6.810 -7.795 -9.660 -10.533 -10.931 -11.501 -11.386 -11.957 -11.915 -12.257 -12.568 -12.907 -13.108 -13.414 -13.497 -13.403
0.800 -5.988 -6.549 -7.542 -9.339 -10.074 -10.417 -10.938 -10.837 -11.390 -11.378 -11.715 -12.052 -12.452 -12.704 -13.115 -13.295 -13.268
0.900 -5.728 -6.290 -7.346 -9.194 -9.871 -10.167 -10.617 -10.525 -11.018 -11.015 -11.328 -11.653 -12.070 -12.347 -12.821 -13.066 -13.084
1.000 -5.469 -6.019 -7.154 -9.092 -9.787 -10.077 -10.502 -10.408 -10.863 -10.845 -11.141 -11.436 -11.824 -12.090 -12.562 -12.820 -12.853
1.100 -5.199 -5.729 -6.948 -8.980 -9.717 -10.018 -10.447 -10.348 -10.794 -10.761 -11.051 -11.325 -11.678 -11.919 -12.353 -12.586 -12.606
1.200 -4.915 -5.416 -6.723 -8.847 -9.630 -9.945 -10.385 -10.282 -10.729 -10.684 -10.973 -11.233 -11.558 -11.778 -12.175 -12.381 -12.387
1.300 -4.615 -5.081 -6.480 -8.694 -9.525 -9.857 -10.314 -10.206 -10.662 -10.607 -10.899 -11.152 -11.456 -11.658 -12.021 -12.201 -12.192
1.400 -4.301 -4.723 -6.219 -8.520 -9.404 -9.755 -10.233 -10.120 -10.590 -10.528 -10.825 -11.077 -11.368 -11.557 -11.891 -12.045 -12.020
1.500 -3.970 -4.337 -5.937 -8.325 -9.263 -9.635 -10.137 -10.020 -10.508 -10.442 -10.747 -11.001 -11.286 -11.466 -11.778 -11.909 -11.869
1.600 -3.623 -3.924 -5.635 -8.108 -9.104 -9.498 -10.027 -9.906 -10.416 -10.348 -10.663 -10.923 -11.208 -11.384 -11.680 -11.793 -11.740
1.700 -3.260 -3.483 -5.314 -7.869 -8.927 -9.345 -9.903 -9.778 -10.312 -10.244 -10.569 -10.840 -11.130 -11.306 -11.594 -11.693 -11.628
1.800 -2.882 -3.012 -4.974 -7.607 -8.730 -9.174 -9.763 -9.635 -10.196 -10.130 -10.467 -10.749 -11.049 -11.228 -11.514 -11.605 -11.532
1.900 -2.490 -2.512 -4.615 -7.323 -8.514 -8.986 -9.608 -9.478 -10.067 -10.005 -10.353 -10.650 -10.964 -11.149 -11.439 -11.527 -11.449
2.000 -2.088 -1.986 -4.241 -7.019 -8.282 -8.782 -9.439 -9.307 -9.926 -9.869 -10.230 -10.543 -10.873 -11.067 -11.367 -11.457 -11.377
2.100 -1.673 -1.428 -3.849 -6.692 -8.030 -8.560 -9.254 -9.120 -9.771 -9.722 -10.094 -10.425 -10.775 -10.980 -11.295 -11.391 -11.313
2.200 -1.250 -0.842 -3.444 -6.343 -7.761 -8.323 -9.054 -8.920 -9.604 -9.565 -9.948 -10.297 -10.669 -10.888 -11.222 -11.329 -11.255
2.300 -0.821 -0.229 -3.027 -5.975 -7.476 -8.070 -8.841 -8.708 -9.424 -9.397 -9.792 -10.160 -10.556 -10.790 -11.146 -11.269 -11.201
2.400 -0.390 0.405 -2.604 -5.590 -7.178 -7.806 -8.617 -8.484 -9.234 -9.221 -9.627 -10.015 -10.437 -10.686 -11.068 -11.209 -11.151
2.500 0.043 1.063 -2.173 -5.188 -6.866 -7.529 -8.381 -8.251 -9.034 -9.037 -9.453 -9.861 -10.310 -10.577 -10.987 -11.148 -11.102
2.600 0.476 1.741 -1.740 -4.772 -6.543 -7.241 -8.135 -8.007 -8.825 -8.845 -9.271 -9.699 -10.176 -10.461 -10.902 -11.087 -11.055
2.700 0.904 2.431 -1.309 -4.346 -6.213 -6.946 -7.882 -7.758 -8.609 -8.649 -9.083 -9.531 -10.037 -10.341 -10.814 -11.024 -11.008
2.800 1.325 3.130 -0.882 -3.914 -5.877 -6.646 -7.624 -7.505 -8.387 -8.448 -8.890 -9.358 -9.893 -10.216 -10.723 -10.960 -10.961
2.900 1.734 3.824 -0.466 -3.482 -5.541 -6.345 -7.363 -7.249 -8.163 -8.245 -8.694 -9.182 -9.745 -10.089 -10.630 -10.895 -10.914
3.000 2.130 4.506 -0.063 -3.054 -5.206 -6.044 -7.101 -6.993 -7.937 -8.041 -8.496 -9.002 -9.595 -9.957 -10.533 -10.828 -10.867
3.100 2.507 5.152 0.322 -2.639 -4.879 -5.748 -6.841 -6.740 -7.711 -7.838 -8.298 -8.821 -9.442 -9.824 -10.435 -10.761 -10.819
3.200 2.703 5.448 0.520 -2.427 -4.701 -5.582 -6.690 -6.590 -7.572 -7.708 -8.171 -8.700 -9.333 -9.723 -10.348 -10.686 -10.753
3.300 2.779 5.525 0.597 -2.350 -4.624 -5.505 -6.613 -6.514 -7.495 -7.631 -8.094 -8.623 -9.256 -9.646 -10.272 -10.609 -10.676
