# day	W2	M2	W1	u	g	r	i	z	y	J	H	K
0.000	-10.581	-10.619	-10.568	-10.322	-10.039	-9.663	-9.359	-9.113	-8.918	-8.504	-7.944	-7.409
0.250	-11.348	-11.827	-12.316	-13.347	-13.677	-13.829	-13.830	-13.774	-13.708	-13.518	-13.162	-12.770
0.500	-9.410	-9.981	-10.944	-12.701	-13.461	-13.948	-14.142	-14.206	-14.222	-14.174	-13.946	-13.642
0.750	-6.307	-6.653	-8.247	-10.706	-12.121	-13.114	-13.607	-13.856	-13.995	-14.156	-14.107	-13.920
1.000	-4.586	-4.968	-6.485	-8.874	-10.596	-11.983	-12.766	-13.205	-13.479	-13.872	-14.025	-13.970
1.250	-3.459	-3.759	-5.476	-7.959	-9.649	-11.134	-12.061	-12.620	-12.986	-13.553	-13.866	-13.921
1.500	-2.295	-2.246	-4.460	-7.200	-9.228	-10.855	-11.818	-12.386	-12.755	-13.322	-13.633	-13.687
1.750	-1.134	-0.456	-3.400	-6.320	-8.742	-10.527	-11.540	-12.126	-12.502	-13.077	-13.390	-13.444
2.000	-0.186	1.400	-2.501	-5.477	-8.253	-10.170	-11.230	-11.836	-12.223	-12.808	-13.127	-13.183
2.250	0.468	2.810	-1.864	-4.818	-7.809	-9.809	-10.904	-11.526	-11.923	-12.522	-12.849	-12.909
2.500	0.924	3.518	-1.413	-4.344	-7.417	-9.457	-10.573	-11.208	-11.612	-12.224	-12.561	-12.628
2.750	1.223	3.820	-1.114	-4.044	-7.118	-9.159	-10.276	-10.911	-11.315	-11.927	-12.265	-12.332
3.000	1.509	4.106	-0.828	-3.758	-6.833	-8.873	-9.990	-10.625	-11.029	-11.642	-11.979	-12.046
3.250	1.781	4.378	-0.556	-3.486	-6.560	-8.601	-9.718	-10.353	-10.757	-11.369	-11.707	-11.774
3.500	2.031	4.628	-0.305	-3.236	-6.310	-8.351	-9.467	-10.102	-10.507	-11.119	-11.457	-11.524
3.750	2.259	4.856	-0.078	-3.008	-6.083	-8.124	-9.240	-9.875	-10.280	-10.892	-11.229	-11.296
4.000	2.461	5.058	0.124	-2.806	-5.880	-7.921	-9.038	-9.673	-10.077	-10.689	-11.027	-11.094
4.250	2.642	5.239	0.305	-2.625	-5.700	-7.740	-8.857	-9.492	-9.896	-10.509	-10.846	-10.913
4.500	2.805	5.402	0.468	-2.462	-5.537	-7.578	-8.694	-9.329	-9.734	-10.346	-10.683	-10.750
4.750	2.951	5.548	0.614	-2.316	-5.390	-7.431	-8.548	-9.183	-9.587	-10.199	-10.537	-10.604
5.000	3.086	5.683	0.749	-2.181	-5.256	-7.296	-8.413	-9.048	-9.452	-10.065	-10.402	-10.469
5.250	3.211	5.808	0.874	-2.056	-5.131	-7.172	-8.288	-8.923	-9.328	-9.940	-10.277	-10.344
5.500	3.328	5.925	0.991	-1.939	-5.014	-7.054	-8.171	-8.806	-9.210	-9.823	-10.160	-10.227
5.750	3.438	6.035	1.101	-1.829	-4.903	-6.944	-8.061	-8.695	-9.100	-9.712	-10.050	-10.117
6.000	3.543	6.140	1.206	-1.724	-4.798	-6.839	-7.956	-8.591	-8.995	-9.607	-9.945	-10.012
6.250	3.643	6.240	1.306	-1.624	-4.698	-6.739	-7.856	-8.491	-8.895	-9.507	-9.845	-9.912
6.500	3.739	6.336	1.402	-1.528	-4.603	-6.644	-7.760	-8.395	-8.800	-9.412	-9.749	-9.816
6.750	3.830	6.427	1.493	-1.437	-4.511	-6.552	-7.669	-8.304	-8.708	-9.320	-9.658	-9.725
7.000	3.918	6.515	1.581	-1.349	-4.423	-6.464	-7.581	-8.216	-8.620	-9.232	-9.570	-9.637
7.250	4.003	6.600	1.666	-1.264	-4.339	-6.379	-7.496	-8.131	-8.535	-9.148	-9.485	-9.552
7.500	4.085	6.682	1.748	-1.182	-4.257	-6.298	-7.414	-8.049	-8.454	-9.066	-9.403	-9.471
7.750	4.163	6.760	1.826	-1.104	-4.178	-6.219	-7.336	-7.971	-8.375	-8.987	-9.325	-9.392
8.000	4.239	6.836	1.902	-1.028	-4.102	-6.143	-7.260	-7.895	-8.299	-8.911	-9.249	-9.316
8.250	4.313	6.910	1.976	-0.954	-4.029	-6.070	-7.186	-7.821	-8.226	-8.838	-9.175	-9.242
8.500	4.384	6.981	2.047	-0.883	-3.958	-5.998	-7.115	-7.750	-8.154	-8.767	-9.104	-9.171
8.750	4.453	7.050	2.116	-0.814	-3.888	-5.929	-7.046	-7.681	-8.085	-8.697	-9.035	-9.102
9.000	4.520	7.117	2.183	-0.747	-3.821	-5.862	-6.979	-7.614	-8.018	-8.630	-8.968	-9.035
9.250	4.585	7.182	2.248	-0.682	-3.756	-5.797	-6.914	-7.549	-7.953	-8.565	-8.903	-8.970
9.500	4.648	7.245	2.311	-0.619	-3.693	-5.734	-6.851	-7.485	-7.890	-8.502	-8.840	-8.907
9.750	4.710	7.307	2.373	-0.557	-3.632	-5.672	-6.789	-7.424	-7.828	-8.441	-8.778	-8.845
10.000	4.770	7.367	2.433	-0.497	-3.572	-5.613	-6.729	-7.364	-7.769	-8.381	-8.718	-8.785
10.250	4.828	7.425	2.491	-0.439	-3.513	-5.554	-6.671	-7.306	-7.710	-8.322	-8.660	-8.727
10.500	4.885	7.482	2.548	-0.382	-3.457	-5.497	-6.614	-7.249	-7.653	-8.266	-8.603	-8.670
10.750	4.940	7.537	2.603	-0.327	-3.401	-5.442	-6.559	-7.193	-7.598	-8.210	-8.548	-8.615
